id,external_gene_name,Regulation_Grouping_2,Integrated padj (old-young),Integrated pval (old-young),Integrated diff (old-young),mannwhitneyu stat (old-young),Integrated mean (young),Integrated mean (old),Protein-LogFC mean (old-young),RNA-LogFC mean (old-young),CpG-LogFC mean (old-young),hgnc_symbol,entrezgene_id,Locus,logFC_rna,padj_rna,CpG_Beta_diff,padj_meth,logFC_protein,padj_protein
ENSG00000225706,PTPRD-AS1,TPDS_TMDE,0.4874433784787394,0.33125553537463626,-0.21364375948905945,202.0,-0.12895471,-0.34259847,0.0,0.01447313826399632,-0.043990171927697,PTPRD-AS1,101929407.0,cg14458619,-1.98249192612306,2.2890226346423498e-20,0.0968077360974717,7.095163475694929e-09,0.0,1.0
ENSG00000225727,0,TPDS_TMDE,0.43749136245211095,0.0952084715447234,-0.2914561629295349,159.0,0.22714093,-0.064315215,0.0,-0.18594877750877914,-0.025417314680348916,0,,cg17675311,-1.09873792131153,4.50157620827353e-29,-0.1325669800168208,2.9561588899008103e-47,0.0,1.0
ENSG00000225746,MEG8,TPDS_TMDE,0.3992603929919977,0.00379885569874231,-0.2981841266155243,92.0,0.35267922,0.054495085,0.0,-0.4648376015485474,0.04594714876401504,MEG8,,cg00910338,-1.9905125085571997,8.643996987098619e-39,-0.2035168668613717,4.117202103747239e-59,0.0,1.0
ENSG00000225885,0,TPDS_TMDE,0.44784811047618606,0.15264682075385494,-0.4140018820762634,173.0,0.18771636,-0.2262855,0.0,-0.26015124649690197,0.0060714521776153154,0,,cg21500126,-1.3282360217070701,1.50124148477866e-41,-0.0877791199689089,1.98183347054349e-27,0.0,1.0
ENSG00000225899,FRG2B,TPDS_TMDE,0.4835079984784394,0.3166636891443301,0.071891188621521,200.0,-0.29037037,-0.21847919,0.0,0.06973903707741469,0.05193495113242047,FRG2B,441581.0,cg17432154,-5.09053916308842,2.51981462614917e-37,-0.2080120655077695,1.6284749205386197e-37,0.0,1.0
ENSG00000225940,C5orf67,TPDS_TMDE,0.493857217624903,0.4077062251624832,0.04727494716644287,212.0,-0.92685056,-0.8795755999999999,0.0,0.026868061496801317,0.00570692910491185,C5orf67,,cg15001016,-3.96725881915264,1.2967958145595299e-78,-0.088196399325733,2.51041439109534e-11,0.0,1.0
ENSG00000225945,0,TPDS_TMDE,0.4274642025865015,0.07332780935513097,0.3077908158302307,152.0,-0.3932192,-0.085428394,0.0,0.12825276165343608,-0.0048308283417337755,0,,cg12986236,-1.2922921900372701,1.24778430753834e-24,-0.0714674128740733,6.7018301649851085e-34,0.0,1.0
ENSG00000225968,ELFN1,TPDS_TMDE,0.4835079984784394,0.3166636891443301,-0.06479322910308838,200.0,1.8596773000000002,1.7948841,-0.05598616729342362,-0.12786596104148784,-0.00884732508621913,ELFN1,392617.0,cg01310330,-1.03908433383722,1.6122357576944298e-17,-0.2173888235334938,3.6492284698985394e-67,0.0693872402824293,0.33376918017964197
ENSG00000226122,DDC-AS1,TPDS_TMDE,0.4540175862434261,0.16242319282511306,0.29460617899894714,175.0,-0.34314048,-0.048534293,0.0,0.4452645860092037,-0.012021587668951086,DDC-AS1,100129427.0,cg26932364,-1.64597174532502,1.1022002893861202e-16,-0.0278204440823213,0.0081951132945282,0.0,1.0
ENSG00000226237,GAS1RR,TPDS_TMDE,0.4941402460140787,0.4315027500404631,-0.0429895892739296,215.0,-0.05822584,-0.10121543,0.0,0.07061300312721952,0.019756881747795302,GAS1RR,100506834.0,cg14159704,-1.15576041896987,1.42397323626521e-16,-0.16882772960573497,2.7175751312910097e-29,0.0,1.0
ENSG00000226281,0,TPDS_TMDE,0.4899354959785859,0.3688317219726115,0.0831458568572998,207.0,-0.8501243,-0.76697844,0.0,0.15915107534438566,0.0004711820128539684,0,,cg02651357,-3.40048088672328,2.87474477247606e-68,-0.0971773164890236,5.211587140885299e-44,0.0,1.0
ENSG00000226286,0,TPDS_TMDE,0.4785085754412505,0.27463696407367544,-0.08196750283241272,194.0,-0.43006834,-0.51203585,0.0,-0.04850235244380818,-0.0274777675979217,0,,cg00713435,-4.07622566232567,7.18636433782532e-67,-0.1898950163222016,2.1012201541655496e-66,0.0,1.0
ENSG00000226320,LINC01811,TPDS_TMDE,0.4248464833931137,0.057830932191931514,-0.29773062467575073,146.0,-0.03734007,-0.33507070000000005,0.0,-0.1345806090113295,0.005271496161295575,LINC01811,101928114.0,cg17336354,-3.01696049831083,2.15623140485839e-26,-0.1846053444657066,7.171830817498569e-75,0.0,1.0
ENSG00000226455,0,TPDS_TMDE,0.3992603929919977,0.016111046969300526,-0.3300412893295288,118.0,0.23020007,-0.09984124,0.0,-0.10031932077829124,-0.0067274280590377405,0,,cg14132167,-1.05368394291374,6.1486908269873e-10,-0.0840594267789331,1.1516642037556698e-20,0.0,1.0
ENSG00000226496,LINC00323,TPDS_TMDE,0.43749136245211095,0.10969591602365897,0.2760058343410492,163.0,-0.5732166999999999,-0.29721084,0.0,0.33332318684448925,0.014808954845370271,LINC00323,284835.0,cg09456254,-2.5753304975642,2.64653067353951e-34,-0.1213853101080392,1.06357558230966e-34,0.0,1.0
ENSG00000226516,FAM138B,TPDS_TMDE,0.4274642025865015,0.07054470365976967,0.4394342005252838,151.0,-0.49517763,-0.055743415,0.0,0.10901021170004002,-0.0114953686271502,FAM138B,654412.0,cg03170665,-1.38474224510999,6.357267894941781e-08,-0.1112065778525179,4.6394138811505096e-29,0.0,1.0
ENSG00000226627,SHANK2-AS1,TPDS_TMDE,0.4540175862434261,0.16242319282511306,-0.2910734117031097,175.0,0.18659034,-0.104483075,0.0,-0.10301207800061174,0.022882252536778183,SHANK2-AS1,100874198.0,cg09405076,-1.3276467091700401,4.03770033078255e-33,-0.1053315483179273,6.528481927366201e-50,0.0,1.0
ENSG00000226673,LINC01108,TPDS_TMDE,0.4617576392507024,0.183170690931694,0.3464835584163666,179.0,-0.5570289,-0.21054533,0.0,0.21856005601764472,0.034399415738904204,LINC01108,102216342.0,cg15348319,-1.89069559130847,3.7988366063544485e-59,-0.0949578683896629,1.6124447604712302e-21,0.0,1.0
ENSG00000226677,IGBP1P1,TPDS_TMDE,0.493857217624903,0.4077062251624832,0.04337754845619202,212.0,0.13452893,0.17790648,0.0,0.04674889035020918,0.011530274727828664,IGBP1P1,,cg13772903,-1.04667748727801,4.303408633238739e-30,-0.0705575561867829,1.9716959771320597e-31,0.0,1.0
ENSG00000226754,0,TPDS_TMDE,0.4706227823808098,0.229362447755787,-0.2202070653438568,187.0,-0.06596308,-0.28617015,0.0,-0.046442844999039716,0.02432666374994473,0,100507564.0,cg18153869,-1.4266685045358702,3.2320547038514295e-60,0.0947478770683612,7.741004830807651e-15,0.0,1.0
ENSG00000226792,C13orf42,TPDS_TMDE,0.4959508156379721,0.4959508156379721,0.03218009322881698,223.0,-0.11889027,-0.08671018,0.0,0.06325421763668801,0.016238454870407038,C13orf42,647166.0,cg13648764,-3.10229139537293,6.21278640562194e-30,-0.1342560896227296,2.07775063608302e-48,0.0,1.0
ENSG00000226812,0,TPDS_TMDE,0.4642741244666783,0.1941380685691612,0.3212801218032837,181.0,-1.477087,-1.1558069,0.0,0.4187552071988234,0.10087764840234256,0,,cg19717150,-5.85556710597576,6.888699483107458e-56,-0.1737334492224819,6.74050404125074e-32,0.0,1.0
ENSG00000226887,ERVMER34-1,TPDS_TMDE,0.43749136245211095,0.10969591602365897,-0.15681016445159912,163.0,-1.0492628000000002,-1.2060729,0.0,-0.0669383970422297,0.045694161065770594,ERVMER34-1,100288413.0,cg25355316,-4.2298503808553995,2.236494848405609e-114,0.0890517431432755,1.23083528966435e-37,0.0,1.0
ENSG00000226913,BSN-DT,TPDS_TMDE,0.4248464833931137,0.06021801009861229,0.2785335183143616,147.0,-0.36337513,-0.0848416,0.0,0.08188499086588262,0.010712516728084712,BSN-DT,100132677.0,cg03507119,-1.29191291545046,7.1846860524756605e-31,-0.0301261650297948,5.498513765547891e-23,0.0,1.0
ENSG00000226944,RNF207-AS1,TPDS_TMDE,0.4274642025865015,0.07054470365976967,-0.25561869144439703,151.0,0.15257612,-0.10304259,0.0,-0.0951769847004039,-0.01317881738656526,RNF207-AS1,102724450.0,cg17515966,-1.26253179588162,1.3564661344691398e-28,0.0654350894224891,5.3812729770608305e-58,0.0,1.0
ENSG00000226950,DANCR,TPDS_TMDE,0.4941402460140787,0.4315027500404631,-0.07859040796756744,215.0,-0.24333204,-0.32192245,0.0,-0.009569509718133196,0.005781308639650429,DANCR,57291.0,cg14966236,-1.54521505374579,1.3955762316270193e-176,-0.185026447514333,8.097174160759789e-61,0.0,1.0
ENSG00000227165,WDR11-AS1,TPDS_TMDE,0.4274642025865015,0.06784351447980354,0.3175565302371979,150.0,-0.76475453,-0.44719799999999993,0.0,0.19298169435975127,0.028792386873487674,WDR11-AS1,283089.0,cg26596651,-2.08392523191259,2.2999571734425993e-147,-0.0684158857689437,8.265450702130708e-53,0.0,1.0
ENSG00000227218,0,TPDS_TMDE,0.4248464833931137,0.0626815360257449,-0.20864614844322205,148.0,0.091817155,-0.116828986,0.0,-0.1535749556434126,0.05444152143385552,0,,cg00921973,-1.3423250419116899,3.04115164881398e-13,0.0969692611522494,3.7392222787091e-20,0.0,1.0
ENSG00000227373,RABGAP1L-DT,TPDS_TMDE,0.493857217624903,0.41560519370546417,0.02383613586425781,213.0,-0.3352313,-0.31139517,0.0,0.0050112712477203844,-0.03983567684447864,RABGAP1L-DT,102724601.0,cg06033268,-1.89759396564334,1.8117644307717396e-63,-0.0910196561605849,1.04558461727788e-33,0.0,1.0
ENSG00000227375,DLG1-AS1,TPDS_TMDE,0.4540175862434261,0.16242319282511306,0.16002744436264038,175.0,-0.5469550999999999,-0.38692766,0.0,0.048770592158623005,0.006929401942400864,DLG1-AS1,100507086.0,cg17687551,-1.92600722740983,5.2930493403539286e-40,-0.0251164803500063,3.66080770514708e-22,0.0,1.0
ENSG00000227392,HPN-AS1,TPDS_TMDE,0.43749136245211095,0.12570174357778965,-0.0955161452293396,167.0,0.350848,0.25533184,0.0,-0.11492684735077352,-0.09257991530559677,HPN-AS1,100128675.0,cg09960641,-1.1162285367594098,5.802442887598329e-23,-0.389302308387505,1.1328327843566197e-63,0.0,1.0
ENSG00000227398,KIF9-AS1,TPDS_TMDE,0.4681046648115953,0.20549635839647856,0.1537209004163742,183.0,-0.26525605,-0.11153515,0.0,0.10449387687440316,0.036465100247898535,KIF9-AS1,,cg17579089,-1.31833796967279,3.023979401724919e-135,-0.1922278362503252,3.2708971608798407e-47,0.0,1.0
ENSG00000227479,0,TPDS_TMDE,0.4248464833931137,0.06522291083077378,-0.3793941140174866,149.0,-0.20885412,-0.58824825,0.0,-0.16163936696502884,-0.06882030378561105,0,,cg20883195,-2.98635543628563,2.0010547171897197e-27,-0.3359403559081301,4.24267497515682e-68,0.0,1.0
ENSG00000227543,SPAG5-AS1,TPDS_TMDE,0.4274642025865015,0.07332780935513097,0.3919831514358521,152.0,-0.74669254,-0.3547094,0.0,0.4606399548307243,0.032086972931796326,SPAG5-AS1,,cg22047552,-1.8558405371995699,5.5384541046239784e-67,-0.1746608938118734,2.0168173344178198e-29,0.0,1.0
ENSG00000227591,HSD11B1-AS1,TPDS_TMDE,0.4959508156379721,0.4959508156379721,-0.038120970129966736,224.0,0.033707496,-0.0044134740000000006,0.0,0.034006414808878234,0.022404491161316386,HSD11B1-AS1,101930114.0,cg08847382,-1.4555562027280102,1.4749956485417102e-25,-0.0690858745867322,9.19392441881458e-48,0.0,1.0
ENSG00000227660,UST-AS1,TPDS_TMDE,0.4835079984784394,0.3166636891443301,-0.12811236083507538,200.0,-0.11678858,-0.24490094,0.0,-0.027650468449332888,0.008447447717261247,UST-AS1,,cg06259339,-1.17236866143352,7.004869538719901e-18,-0.0706912351081446,1.0598777216517799e-44,0.0,1.0
ENSG00000227681,0,TPDS_TMDE,0.4706227823808098,0.2418549306050837,-0.1613244265317917,189.0,0.32811809999999997,0.16679366,0.0,-0.24567319032129345,-0.002965772650082299,0,,cg20778199,-1.23333759730372,5.702494056788709e-28,-0.3406454348355154,2.1508926463052096e-81,0.0,1.0
ENSG00000227706,0,TPDS_TMDE,0.4958860728222068,0.487854115304664,-0.02081891894340515,222.0,0.18366629999999998,0.16284738,0.0,0.04531918492082498,0.03236249066154079,0,,cg26410148,-2.06187202080021,2.31334539178291e-09,-0.1786186558983691,5.537822638849939e-66,0.0,1.0
ENSG00000227719,0,TPDS_TMDE,0.4326181087645409,0.08530497919300806,-0.3682354986667633,156.0,0.40155503,0.033319544,0.0,-0.25648650042594906,0.0002298791877796309,0,,cg21291881,-1.01534894953707,7.068543338291491e-42,-0.0253616080326617,1.05293611360615e-24,0.0,1.0
ENSG00000227723,0,TPDS_TMDE,0.4905044879388371,0.3765140083474172,-0.10785478353500366,208.0,-0.06763409,-0.17548887,0.0,0.05277266189694818,-0.019491835259901225,0,,cg24504307,-1.8091111871343701,2.8897876358597197e-21,-0.1604036731065834,6.34223017474242e-27,0.0,1.0
ENSG00000227755,0,TPDS_TMDE,0.43749136245211095,0.11355307107936168,0.2179795801639557,164.0,-0.33746234,-0.11948276,0.0,0.108796657642674,0.09716238252735517,0,,cg19148305,-1.94551469390017,8.458598628878503e-15,-0.0500474972308375,4.5812399630480496e-05,0.0,1.0
ENSG00000227802,DNAJB3,TPDS_TMDE,0.3992603929919977,0.004823338878647364,0.4687567949295044,96.0,-0.12759500000000001,0.3411618,0.0,1.1014235019191032,0.008774103665379784,DNAJB3,414061.0,cg15986429,-1.30613809379549,5.843110064121221e-20,-0.0797036026611763,2.523271010640149e-42,0.0,1.0
ENSG00000227929,SRGAP3-AS3,TPDS_TMDE,0.4958860728222068,0.487854115304664,-0.0887627899646759,222.0,-0.11096157,-0.19972436,0.0,-0.008013575011886487,0.0310471214695494,SRGAP3-AS3,100288831.0,cg15778400,-1.8263300757078,2.337050385421689e-53,-0.0977174849063257,1.8666684778893795e-55,0.0,1.0
ENSG00000227954,TARID,TPDS_TMDE,0.4740300085485477,0.25470767360742386,-0.07028186321258545,191.0,-0.99177504,-1.0620569,0.0,-0.04220175896720591,-0.02366487755402313,TARID,100507308.0,cg25632230,-3.21422100856676,6.47652838589866e-91,-0.1898542073118173,9.81191624202537e-37,0.0,1.0
ENSG00000228044,0,TPDS_TMDE,0.4681046648115953,0.20549635839647856,0.0915677845478058,183.0,-0.26753193,-0.17596415,0.0,0.0359466761994873,0.02921691794262605,0,101927787.0,cg10881749,-1.94928141545613,8.05897176726449e-16,-0.0360993465404895,2.35884339962626e-05,0.0,1.0
ENSG00000228055,FAM245A,TPDS_TMDE,0.493857217624903,0.41560519370546417,-0.15778470039367676,213.0,-1.4258598999999998,-1.5836446000000002,0.0,-0.09139332131328136,0.0859890659632376,FAM245A,,cg23153615,-5.29941100531693,5.736107166779219e-52,-0.0765456010201792,6.4630244742058715e-09,0.0,1.0
ENSG00000228063,LYPLAL1-DT,TPDS_TMDE,0.4740300085485477,0.25470767360742386,-0.03740279376506805,191.0,-0.032561332000000005,-0.069964126,0.0,0.014154981319950856,0.011141888771268114,LYPLAL1-DT,643723.0,cg16681597,-1.49435711648711,3.8532351909286394e-44,0.0364152152155271,1.3692645107495e-26,0.0,1.0
ENSG00000228204,0,TPDS_TMDE,0.3992603929919977,0.008074205685360564,0.4273341000080109,105.0,-0.37944987,0.047884237,0.0,0.2517046193976289,-0.0035128515609323396,0,,cg08179353,-1.33387250522868,3.07999204333079e-26,-0.1596627083643571,2.13587198924421e-22,0.0,1.0
ENSG00000228252,COL6A4P2,TPDS_TMDE,0.4785085754412505,0.26790929014357256,-0.0599941611289978,193.0,-0.77122235,-0.8312165000000001,0.0,0.08816469029385843,0.036971889760873115,COL6A4P2,,cg21839588,-3.7125024496815495,3.868686305831899e-124,-0.1514981908669501,5.6184801579339e-47,0.0,1.0
ENSG00000228253,MT-ATP8,TPDS_TMDE,0.493857217624903,0.4077062251624832,-0.011267781257629395,212.0,1.2694671,1.2581993,0.08336805519632923,0.2520316477994617,0.0,MT-ATP8,4509.0,0,-2.31595761526803,5.814883689877219e-66,0.0,1.0,-0.35695110353288,2.02746065513455e-15
ENSG00000228315,GUSBP11,TPDS_TMDE,0.4785085754412505,0.27463696407367544,-0.08589161187410355,194.0,0.15594755,0.07005594,0.0,-0.04436152212943911,0.001206254857796794,GUSBP11,91316.0,cg02801645,-1.3543744268636102,8.051950043192268e-50,-0.0080761233533348,0.0001680801877442,0.0,1.0
ENSG00000228376,GAS2L1P2,TPDS_TMDE,0.4835079984784394,0.3094715732875466,0.1373656988143921,199.0,-0.82975316,-0.69238746,0.0,0.12686043819914616,0.06145306085457744,GAS2L1P2,340508.0,cg04079206,-3.72170942019888,1.6575527009719197e-67,0.0916176455896702,8.87659462808716e-24,0.0,1.0
ENSG00000228672,PROB1,TPDS_TMDE,0.4706227823808098,0.229362447755787,0.2500768601894379,187.0,-0.24858376,0.0014930858,0.0,0.3229678844762713,-0.011709500106935528,PROB1,389333.0,cg01277890,-1.19282100919908,9.82136301806096e-44,-0.1722223887832117,8.9855123662361e-37,0.0,1.0
ENSG00000228689,0,TPDS_TMDE,0.43749136245211095,0.12155530901033468,-0.2576208710670471,166.0,0.16136259,-0.09625827,0.0,-0.1942087096782057,0.020531915527770426,0,,cg01776172,-1.54494062074162,1.1301151120995102e-19,-0.1766912173226955,1.8720460421078693e-57,0.0,1.0
ENSG00000228701,TNKS2-AS1,TPDS_TMDE,0.4248464833931137,0.049018482720215716,-0.23593439161777496,142.0,0.23980522,0.0038708237,0.0,-0.041892919919471305,0.0027180402963365435,TNKS2-AS1,100507633.0,cg05472062,-1.23554990999598,7.10733818684222e-21,-0.1582284404568627,7.91126189756225e-33,0.0,1.0
ENSG00000228723,SRGAP3-AS2,TPDS_TMDE,0.4941402460140787,0.4315027500404631,-0.012056320905685423,215.0,-0.3506192,-0.36267552,0.0,0.020080467828274214,0.006578899266082846,SRGAP3-AS2,101927416.0,cg25113589,-2.03462698328752,1.0807389904610998e-66,-0.0269389944997502,3.6448900798988104e-13,0.0,1.0
ENSG00000228741,SPATA13,TPDS_TMDE,0.4813222167397909,0.3023517023464039,-0.08881890773773192,198.0,1.1647668,1.0759478999999998,-0.1551103328924157,-0.14637538830858074,0.0817938561953192,0,221178.0,cg10985430,-1.9863342181133,1.3145602867701898e-53,-0.0827028549097698,1.22596534926438e-09,0.118169893323745,3.9388712095731005e-06
ENSG00000228791,THRB-AS1,TPDS_TMDE,0.4875730795361804,0.3461082142059647,-0.06862121820449829,204.0,-0.50335014,-0.57197136,0.0,-0.014741426566151627,-0.02433226131376741,THRB-AS1,,cg26160218,-2.28204597123648,1.0482700814612098e-125,0.0910919882121907,1.4715604749467002e-09,0.0,1.0
ENSG00000228842,PCDH9-AS2,TPDS_TMDE,0.4941402460140787,0.4315027500404631,0.023082733154296875,215.0,-1.1889551,-1.1658723,0.0,-0.013749317138192718,0.033280735178083685,PCDH9-AS2,100874064.0,cg15671725,-3.7099092932651097,1.8848961435325898e-100,-0.0374032282461715,4.92211454772442e-05,0.0,1.0
ENSG00000228918,LINC01344,TPDS_TMDE,0.44784811047618606,0.13428813535256795,0.3100537657737732,169.0,-0.417337,-0.10728323,0.0,0.1795810714561849,0.01592866698756945,LINC01344,,cg07919760,-1.2240086273744901,2.10873393447832e-11,-0.0878897834102967,2.1043876249416197e-35,0.0,1.0
ENSG00000228944,0,TPDS_TMDE,0.44784811047618606,0.1387290444440082,0.328792929649353,170.0,-1.0484966999999998,-0.7197038,0.0,0.4245623970476857,0.014139419577717085,0,,cg25711723,-3.0988964261676,1.2090478621580396e-40,-0.0832856631071127,1.6427739782682302e-31,0.0,1.0
ENSG00000229167,0,TPDS_TMDE,0.4941402460140787,0.4315027500404631,-0.037194348871707916,215.0,0.009904537,-0.02728981,0.0,0.038292965005537416,-0.030546476113505194,0,,cg03314569,-1.24898273568581,1.09470224487011e-27,0.0869464491615468,2.7640941584246196e-13,0.0,1.0
ENSG00000229240,LINC00710,TPDS_TMDE,0.4195874414815639,0.031623913708579886,-0.4349628984928131,132.0,-0.29803409999999997,-0.732997,0.0,-0.21379713925506927,-0.02936019680810957,LINC00710,,cg12598937,-2.29601118997955,9.29855034538042e-33,-0.1053804604619914,1.98883131466586e-24,0.0,1.0
ENSG00000229261,0,TPDS_TMDE,0.4879971280089349,0.3536260878318268,-0.14377635717391968,205.0,0.21567702,0.07190066,0.0,-0.15849285983902972,0.04369851710345084,0,101928994.0,cg00838397,-1.19677053826865,1.32105136468578e-12,-0.0926219838630646,3.13297241237969e-17,0.0,1.0
ENSG00000229525,0,TPDS_TMDE,0.4958860728222068,0.4636073368282712,0.06394743174314499,219.0,-0.010090217,0.053857215,0.0,0.05968849697889611,0.0021463438002058965,0,,cg22902891,-1.09350108832844,5.900088359144871e-07,-0.0948196590649962,7.986065079490808e-26,0.0,1.0
ENSG00000229537,LINC01739,TPDS_TMDE,0.44784811047618606,0.14326894474657434,0.09744274616241456,171.0,-1.103333,-1.0058903000000001,0.0,0.042096241259086516,0.05920437135128812,LINC01739,105378769.0,cg18163452,-6.148908830653269,1.2284298221965097e-119,0.0156778964085299,0.046341636611458,0.0,1.0
ENSG00000229719,MIR194-2HG,TPDS_TMDE,0.4958860728222068,0.487854115304664,-0.14852678775787356,222.0,0.3390304,0.19050363,0.0,-0.0812902702011562,-0.009267182186968507,MIR194-2HG,,cg00400165,-1.41539498843833,6.293951433095401e-20,-0.1833494738093674,1.0592960810258698e-19,0.0,1.0
ENSG00000229727,0,TPDS_TMDE,0.4956948784583228,0.4555505749212052,0.007688760757446289,218.0,-0.14903624,-0.14134748,0.0,-0.02705569577110389,-0.008088559493582198,0,100506274.0,cg13449463,-1.5018049999999998,3.776269e-30,-0.181274154889008,1.0243174321207099e-24,0.0,1.0
ENSG00000229782,0,TPDS_TMDE,0.4958860728222068,0.4797624180815948,-0.0823194608092308,221.0,-0.0018483922,-0.08416785,0.0,0.06897556487012979,-0.002584127097924077,0,,cg19092163,-1.426836,5.700658000000001e-44,-0.0914695159457175,9.837640876927491e-31,0.0,1.0
ENSG00000229990,0,TPDS_TMDE,0.4785085754412505,0.26790929014357256,-0.17685270309448242,193.0,0.19502069,0.018167986,0.0,-0.054928796347402435,-0.010511364846036387,0,,cg26282205,-1.073318,1.429364e-35,-0.0375660568986925,1.2754390276550599e-40,0.0,1.0
ENSG00000230027,0,TPDS_TMDE,0.4941402460140787,0.4235384133489907,0.015255212783813475,214.0,-1.1441523,-1.1288971,0.0,0.025267840568181432,0.021290653148982232,0,,cg00791851,-4.136085,8.937863e-53,-0.0329904684617098,0.0115561716396159,0.0,1.0
ENSG00000230156,LINC00443,TPDS_TMDE,0.4248464833931137,0.0626815360257449,-0.21863526105880735,148.0,-0.44012109999999993,-0.6587564,0.0,-0.038456750235389685,-0.04099639600193573,LINC00443,100874173.0,cg27511206,-2.626177,2.480585e-44,-0.1172409103622706,3.4791679840138695e-18,0.0,1.0
ENSG00000230402,LINC01349,TPDS_TMDE,0.43749136245211095,0.12155530901033468,0.34982168674468994,166.0,-0.5846839,-0.23486222,0.0,0.20502503618506496,-0.013589933436248064,LINC01349,,cg00902464,-2.39052,2.355098e-45,-0.1895559828631999,2.96460818590154e-28,0.0,1.0
ENSG00000230461,PROX1-AS1,TPDS_TMDE,0.4959508156379721,0.4959508156379721,0.016839653253555298,223.0,-0.37301958,-0.35617992,0.0,0.015036679009740485,0.035148218447112745,PROX1-AS1,,cg00852051,-2.846894,1.194669e-27,-0.3121188314074861,2.0028985121230198e-60,0.0,1.0
ENSG00000230487,PSMG3-AS1,TPDS_TMDE,0.4835079984784394,0.3094715732875466,-0.008903082460165024,199.0,0.059264548,0.050361465999999994,0.0,0.1010466818181821,0.03475069614657838,PSMG3-AS1,114796.0,cg07639783,-1.15636,5.894913999999998e-63,-0.2424895781785834,8.943164400408758e-57,0.0,1.0
ENSG00000230524,COL6A4P1,TPDS_TMDE,0.4958860728222068,0.4797624180815948,-0.01632529497146606,221.0,0.14695433,0.13062903,0.0,0.045912913051947946,-0.06700478695459769,COL6A4P1,344875.0,cg26712821,-1.622955,1.455134e-14,-0.2106590766198617,8.113865680540742e-43,0.0,1.0
ENSG00000230525,LINC01799,TPDS_TMDE,0.44784811047618606,0.1387290444440082,0.118915393948555,170.0,-0.19497678,-0.07606138,0.0,0.09847882896915584,0.02393160658907025,LINC01799,101060019.0,cg26186929,-1.529692,1.174186e-12,-0.0449384890119475,6.841547450041341e-23,0.0,1.0
ENSG00000230583,GTF2IRD1P1,TPDS_TMDE,0.4274642025865015,0.07332780935513097,0.3051226735115051,152.0,-0.4164344,-0.11131175,0.0,0.08974476935876621,0.03409504941452615,GTF2IRD1P1,729156.0,cg03407889,-1.28542,6.405256000000001e-25,0.045410190296268,3.68165012878231e-07,0.0,1.0
ENSG00000230679,ENO1-AS1,TPDS_TMDE,0.4835079984784394,0.3166636891443301,-0.07248301804065704,200.0,0.060458224000000005,-0.012024795,0.0,0.010145045129870134,0.004177227694807592,ENO1-AS1,100505975.0,cg06972019,-1.1190879999999999,1.964699e-18,-0.0668026390823556,1.68548880833944e-27,0.0,1.0
ENSG00000230703,MYOM3-AS1,TPDS_TMDE,0.4874433784787394,0.3239257898439022,0.032429307699203484,201.0,-0.28405967,-0.25163037,0.0,0.0010436801461038703,-0.017173618488774724,MYOM3-AS1,,cg25593625,-1.458226,1.8799949999999998e-18,0.0642415870746812,7.86360954806205e-08,0.0,1.0
ENSG00000230778,ANKRD63,TPDS_TMDE,0.4706227823808098,0.229362447755787,0.0932612419128418,187.0,-0.7347353,-0.64147407,0.0,0.01642242814935055,0.052472390253624566,ANKRD63,100131244.0,cg20305024,-3.420956,2.5413129999999998e-53,0.0918977039873121,6.40015448159728e-20,0.0,1.0
ENSG00000230921,HAO2-IT1,TPDS_TMDE,0.43749136245211095,0.12155530901033468,0.3352977633476257,166.0,-1.227133,-0.8918353000000001,0.0,0.27776753534090903,-0.029089624562301183,HAO2-IT1,100874270.0,cg08055612,-3.646818,4.9989529999999995e-64,-0.18289198012670302,6.214876076606529e-28,0.0,1.0
ENSG00000230922,0,TPDS_TMDE,0.4785085754412505,0.26790929014357256,-0.08301389217376709,193.0,-1.1075099,-1.1905237,0.0,-0.08068350894480569,-0.023118868748759458,0,101927551.0,cg04406762,-5.740024,6.461032999999997e-98,-0.1694636477992523,3.070442299771889e-40,0.0,1.0
ENSG00000230970,HHATL-AS1,TPDS_TMDE,0.4874433784787394,0.33125553537463626,0.1028517484664917,202.0,-0.44229546,-0.3394437,0.0,0.029096846420454545,0.010277828827351449,HHATL-AS1,100874044.0,cg19606364,-2.181342,1.214077e-30,-0.06569447484928599,7.224551987522636e-78,0.0,1.0
ENSG00000231028,LINC00271,TPDS_TMDE,0.3992603929919977,0.007219669787807538,-0.4045111238956451,103.0,0.64974177,0.24523064,0.0,-0.5934995383116887,-0.015626956402506498,LINC00271,100131814.0,cg25726699,-1.0911030000000002,1.3716199999999998e-29,-0.1855057084458757,4.29240218749204e-42,0.0,1.0
ENSG00000231171,LINC01098,TPDS_TMDE,0.4956948784583228,0.4555505749212052,0.01956397294998169,218.0,-0.66027343,-0.64070946,0.0,0.06581407185064958,0.01430829908835056,LINC01098,285501.0,cg23037411,-2.750738,1.166364e-16,-0.1215004528726796,1.2672689327995798e-68,0.0,1.0
ENSG00000231210,COMETT,TPDS_TMDE,0.4274642025865015,0.07914495096125901,0.5065534710884094,154.0,-0.7516993000000001,-0.24514587,0.0,0.6848260677759745,-0.03873193937384994,COMETT,,cg10087556,-2.277932,2.475696e-25,-0.275863346859197,3.0020277143409502e-74,0.0,1.0
