id,external_gene_name,Regulation_Grouping_2,Integrated padj (PBRM1-BAP1),Integrated pval (PBRM1-BAP1),Integrated diff (PBRM1-BAP1),mannwhitneyu stat (PBRM1-BAP1),Integrated mean (BAP1),Integrated mean (PBRM1),Protein-LogFC mean (PBRM1-BAP1),RNA-LogFC mean (PBRM1-BAP1),CpG-LogFC mean (PBRM1-BAP1),hgnc_symbol,entrezgene_id,Locus,logFC_rna,padj_rna,CpG_Beta_diff,padj_meth,logFC_protein,padj_protein
ENSG00000199030,MIRLET7C,TPDS_TMDE,0.3634309406466009,0.18990546335195624,0.09909294545650482,178.0,-0.08756248,0.01153047,0.0,0.009372621501622713,-0.009574655812163664,MIRLET7C,406885.0,cg13120955,-1.01595237845215,9.8117199701715e-14,-0.0561244638900251,8.32008147937516e-32,0.0,1.0
ENSG00000199094,MIR30C2,TPDS_TMDE,0.4916004830104884,0.470828631615679,0.11331051588058473,211.0,-0.16378102,-0.0504705,0.0,0.05243548237995843,0.024057101664479368,MIR30C2,407032.0,cg15319027,-1.30597198272559,3.1018820257242594e-72,0.0900450558637127,7.72548500084113e-22,0.0,1.0
ENSG00000199575,SNORD114-1,TPDS_TMDE,0.4573199677042834,0.3848572967652243,0.039476767182350166,202.0,0.11565550000000001,0.15513226,0.0,0.12053056956919428,-0.05252207190926264,SNORD114-1,767577.0,cg20052865,-1.89856346624366,2.1919231641672097e-22,-0.227399174354712,4.506885678486261e-46,0.0,1.0
ENSG00000201672,SNORD113-4,TPDS_TMDE,0.3956775478033524,0.23963569796541054,0.007917873561382294,185.0,0.102563694,0.11048157,0.0,0.054374871827600015,-0.00871530830365827,SNORD113-4,767564.0,cg04784410,-1.59277776514716,1.1971972240578599e-18,-0.2302368348524803,1.07036745161882e-48,0.0,1.0
ENSG00000201839,SNORD114-3,TPDS_TMDE,0.4399688018869776,0.3302864385996607,0.006852269172668457,196.0,0.025219776,0.032072045,0.0,0.06117502211703851,-0.01289448482685214,SNORD114-3,767579.0,cg19637048,-1.9918282014630702,4.1209541396354596e-26,-0.1014713028381786,1.6475000036802894e-55,0.0,1.0
ENSG00000202191,SNORD113-1,TPDS_TMDE,0.4671211085366476,0.4036321127989201,-0.02233099937438965,204.0,0.17462063,0.15228963,0.0,0.013054479511574624,0.004835943638707403,SNORD113-1,767561.0,cg07010373,-2.03185374060751,7.243583334032009e-25,-0.1192098938130918,3.2303982828147295e-20,0.0,1.0
ENSG00000203620,0,TPDS_TMDE,0.3472458818607563,0.16457498485372465,-0.08138462901115417,174.0,-0.039993286,-0.121377915,0.0,-0.012528983049706456,-0.10195394258673933,0,,cg00988548,-2.38506303164068,1.80492577407401e-18,-0.1669384951692613,1.79740620927945e-43,0.0,1.0
ENSG00000203661,OR2T5,TPDS_TMDE,0.3956775478033524,0.23963569796541054,0.02616187185049057,185.0,0.04301916,0.06918103,0.0,0.0290035561177342,-0.012623564702908586,OR2T5,401993.0,cg06832985,-1.2926425080617399,7.6183536441756e-06,-0.041124002927662995,7.60357664326015e-43,0.0,1.0
ENSG00000203685,STUM,TPDS_TMDE,0.30522622771351826,0.12080080279929385,-0.3165743350982666,166.0,0.31010777,-0.006466556,0.0,-0.6641496422058405,0.01696059661680438,STUM,375057.0,cg08268274,-1.00969630323678,1.34603556662315e-05,-0.0701839335705887,1.06438702361723e-40,0.0,1.0
ENSG00000203697,CAPN8,TPDS_TMDE,0.09658738380859597,0.009590719096487349,-0.18890298902988434,118.0,0.18755549,-0.0013474976,0.0,-0.4497918608037869,-0.034706042247854244,CAPN8,388743.0,cg09992376,-2.4316420758962,8.71951179359769e-26,-0.1150202508691045,1.6118449778615896e-22,0.0,1.0
ENSG00000203727,SAMD5,TPDS_TMDE,0.4916004830104884,0.470828631615679,0.1734977662563324,211.0,0.39227834,0.5657761,0.0,0.4536379847162873,-0.016101594284009403,SAMD5,389432.0,cg02233217,-1.20436091906826,1.28246086996699e-26,-0.0584474475872094,2.8959815477140196e-48,0.0,1.0
ENSG00000203799,CCDC162P,TPDS_TMDE,0.22421942455158592,0.05368634108981634,-0.269959956407547,148.0,0.06195542,-0.20800455,0.0,-0.2792148746665024,0.06058110968699376,CCDC162P,,cg01950077,-1.73412364009622,1.38575676396493e-28,-0.2219291218670974,6.656522703606539e-50,0.0,1.0
ENSG00000203805,PLPP4,TPDS_TMDE,0.4465828243444076,0.34814590602060497,-0.14483773708343506,198.0,-1.2609188999999998,-1.4057566000000001,0.0,-0.11170984553814024,-0.07950411634835833,PLPP4,196051.0,cg12011977,-3.85415776038082,2.51331569588096e-78,-0.10120643376645301,1.78182868944103e-22,0.0,1.0
ENSG00000203857,HSD3B1,TPDS_TMDE,0.2670903452017957,0.09385780440541974,0.16038626432418826,160.0,0.8211736,0.9815599,0.2270723054764162,0.2691024525564775,-0.0367327008771236,HSD3B1,3283.0,cg16175792,-2.60003444590933,1.89065831702398e-63,-0.2234422563566684,8.389672175583108e-68,0.17813177930201898,0.0001969117193478
ENSG00000203859,HSD3B2,TPDS_TMDE,0.13053977919362508,0.0159037900003501,0.3161751329898834,126.0,-0.26958707,0.046588063,0.0,0.3835467895184369,-0.014096639199358184,HSD3B2,3284.0,cg20414217,-1.41284919169874,1.18922320656514e-23,-0.1007462617485526,3.5787667738732204e-15,0.0,1.0
ENSG00000203865,ATP1A1-AS1,TPDS_TMDE,0.3417508240166379,0.15860126269504532,0.18008744716644287,173.0,0.09019336,0.2702808,0.0,0.21972692470147548,-0.002980435310369993,ATP1A1-AS1,84852.0,cg19414569,-1.54863690113693,1.3500975010463297e-98,-0.0188364963509101,1.34921683883815e-29,0.0,1.0
ENSG00000203942,C10orf62,TPDS_TMDE,0.2451199630598643,0.06835739814908892,0.2433239370584488,153.0,-0.12982464,0.1134993,0.0,0.3047359837453534,0.007665782695952555,C10orf62,414157.0,cg01127249,-1.3412609805266398,8.84010282231773e-15,-0.0791841434618784,6.417156154518879e-61,0.0,1.0
ENSG00000203995,ZYG11A,TPDS_TMDE,0.09658738380859597,0.009590719096487349,0.5938795804977417,118.0,-0.72067106,-0.12679145,0.0,0.9289555208411379,-0.04376150377589606,ZYG11A,440590.0,cg09167911,-2.50352594879401,1.0317357068744299e-33,-0.1266156268058649,9.39119972858983e-14,0.0,1.0
ENSG00000204071,TCEAL6,TPDS_TMDE,0.27235787846702203,0.09801047598355513,-0.1171640157699585,161.0,1.8072107,1.6900467000000001,-0.040887738064404135,0.002345342649290816,-0.09547697681795522,TCEAL6,158931.0,cg16891080,-3.1464600492182897,1.7493200139871494e-52,0.0572599268480941,0.0154336789667099,-0.0304050641256124,0.5745643816346899
ENSG00000204099,NEU4,TPDS_TMDE,0.4399688018869776,0.3302864385996607,-0.0077479779720306405,196.0,-0.3300341,-0.33778208,0.0,-0.29833809484098417,-0.06052396429126381,NEU4,129807.0,cg17280514,-1.9290664676261002,1.0524633639019598e-09,-0.2549316825162261,2.6397825421994596e-69,0.0,1.0
ENSG00000204118,NAP1L6P,TPDS_TMDE,0.3663568700177679,0.19659432038981636,-0.06412564218044281,179.0,-0.08553615,-0.14966179999999998,0.0,-0.03530874621600233,-0.01838513474198861,NAP1L6P,645996.0,cg22049474,-2.04882637943104,2.1709875893583105e-09,-0.2380947634746822,6.343473155976401e-30,0.0,1.0
ENSG00000204193,TXNDC8,TPDS_TMDE,0.3887181297549953,0.22474477783721916,0.0790071114897728,183.0,-0.17437543,-0.09536832,0.0,0.018098799284202827,-0.049899527862230654,TXNDC8,255220.0,cg05154454,-1.61380918837006,1.29468590677109e-21,-0.0352563973419221,5.54818291149187e-05,0.0,1.0
ENSG00000204277,LINC01993,TPDS_TMDE,0.27235787846702203,0.09801047598355513,-0.2582619786262512,161.0,0.13113365,-0.12712833,0.0,-0.12598452846176555,-0.06919987261508409,LINC01993,100996291.0,cg01759909,-1.1506202446546898,1.45715693622366e-10,0.0541947170804856,0.0011719054979362,0.0,1.0
ENSG00000204518,AADACL4,TPDS_TMDE,0.4871355848654149,0.4514580490724549,-0.07120661437511444,209.0,-0.18369739,-0.254904,0.0,-0.04028181076127985,0.00911960311356376,AADACL4,343066.0,cg06751920,-2.62815189054152,2.14273635761954e-20,-0.1039167533284235,9.450695131840069e-52,0.0,1.0
ENSG00000204564,C6orf136,TPDS_TMDE,0.024774923927715232,0.0003804983441015747,-0.6683773994445801,76.0,0.31019455,-0.35818282,0.0,-0.3256116897633744,9.243450455836967e-05,C6orf136,221545.0,cg18674914,-1.0881011327016499,3.5994471117945282e-199,-0.0905711978362886,2.7633103846046882e-101,0.0,1.0
ENSG00000204614,TRIM40,TPDS_TMDE,0.35026519539647344,0.1706926163481406,0.03682523965835571,175.0,-0.11802952,-0.08120428,0.0,0.025636011463238958,0.08045140304771345,TRIM40,135644.0,cg09196959,-3.61894816788315,1.1479523365885399e-38,-0.3040377894355694,1.4577814500736699e-53,0.0,1.0
ENSG00000204682,MIR1915HG,TPDS_TMDE,0.029107232436917825,0.0006404374806549568,0.846541702747345,82.0,-0.6521260999999999,0.19441563,0.0,0.7895436915876828,-0.16591183112247745,MIR1915HG,399726.0,cg02332696,-1.37038837294601,4.9043184687095597e-33,-0.1080794608488557,1.19507036101325e-16,0.0,1.0
ENSG00000204706,MAMDC2-AS1,TPDS_TMDE,0.3342612938630719,0.15277153501206595,-0.14768260717391968,172.0,0.20519471,0.057512097000000005,0.0,-0.2425291729783321,0.020822777375737,MAMDC2-AS1,,cg14405839,-1.06385100791776,1.99513970210076e-37,-0.0822379731520905,2.1180763525913997e-46,0.0,1.0
ENSG00000204740,MALRD1,TPDS_TMDE,0.06084977745894651,0.0033853045206033625,-0.5715365409851074,103.0,-0.33286458,-0.9044011000000001,0.0,-0.5410892203362845,-0.032497323749017086,MALRD1,340895.0,cg05516243,-2.89709807964616,1.8176374914657898e-50,-0.1520990809235254,1.2549782376126197e-75,0.0,1.0
ENSG00000204791,SMPD5,TPDS_TMDE,0.48296728243185205,0.44181302808378575,-0.10184741765260696,208.0,0.04598958,-0.055857837,0.0,-0.09244056691748083,-0.05877909389074159,SMPD5,,cg24064055,-1.76510296112757,2.4946873721754097e-53,-0.1168394143174605,1.1170426349927002e-16,0.0,1.0
ENSG00000204929,0,TPDS_TMDE,0.2184567265125744,0.05107579802970049,0.13961827754974365,147.0,0.08932293,0.22894120000000004,0.0,0.11127270544724926,-0.005637155282401496,0,101927533.0,cg02756655,-1.0223140399497699,5.2489554954990306e-17,-0.15639626656952602,2.5190992564139893e-105,0.0,1.0
ENSG00000204930,FAM221B,TPDS_TMDE,0.4328541838487769,0.3042172362542812,-0.0922984629869461,193.0,-0.24121262,-0.33351108,0.0,-0.0078053871083650925,0.024117796881390745,FAM221B,392307.0,cg04237609,-1.9628206350597,4.6269701567030095e-40,-0.0583466656666238,4.65963784302995e-22,0.0,1.0
ENSG00000204934,ATP6V0E2-AS1,TPDS_TMDE,0.07549698653267664,0.005210355408593177,-0.4316364526748657,109.0,0.27314222,-0.15849423,0.0,-0.4958977121989754,0.08408956933334644,ATP6V0E2-AS1,401431.0,cg17479131,-1.1381460123124099,5.4733601920244e-46,-0.1671699006555309,1.2477836239230299e-57,0.0,1.0
ENSG00000204941,PSG5,TPDS_TMDE,0.3663568700177679,0.19659432038981636,-0.11882930994033812,179.0,-0.22787708,-0.3467064,0.0,-0.10082546449626427,0.00866099255860675,PSG5,5673.0,cg14694712,-4.0302017137684105,6.37306649205047e-32,-0.1454842725511555,3.87511108771166e-41,0.0,1.0
ENSG00000204947,ZNF425,TPDS_TMDE,0.15601388781238668,0.02548959293836177,0.22373031079769132,134.0,0.060831144000000004,0.28456146,0.0,0.14961724879609384,-0.009576711668090043,ZNF425,155054.0,cg03945948,-1.03068978146508,7.3980435423323805e-53,-0.0382096168747119,1.5209859418980804e-47,0.0,1.0
ENSG00000205002,AARD,TPDS_TMDE,0.4451227560720383,0.339171001457708,-0.02764579653739929,197.0,-0.35732597,-0.38497177,0.0,-0.07943859078237281,-0.08181340904108711,AARD,441376.0,cg01010517,-1.61455659276339,6.007826977529131e-15,-0.1859703144768574,1.4563818238798501e-40,0.0,1.0
ENSG00000205085,FAM71F2,TPDS_TMDE,0.2398520371943989,0.06519921574439294,-0.2461787909269333,152.0,0.39666134,0.15048255,0.0,-0.16192143700748118,0.028032230624261828,FAM71F2,346653.0,cg11747142,-1.0504584871232,1.19106473292937e-33,-0.18350910091541398,2.5394426022679498e-67,0.0,1.0
ENSG00000205221,VIT,TPDS_TMDE,0.4937559663109984,0.4805427784801407,0.016739547252655033,212.0,0.062970124,0.07970967,0.0,0.042405758587222335,-0.0039435388560866425,VIT,5212.0,cg26638266,-1.23000912527568,0.0004636061858226,-0.1033433028147271,1.0797604967923e-14,0.0,1.0
ENSG00000205279,CTXN3,TPDS_TMDE,0.31901876205442986,0.13614462662322852,0.4574573040008545,169.0,-1.5733378,-1.1158805,0.0,0.9878343187792248,-0.1141363553544035,CTXN3,613212.0,cg19804027,-4.2987235722126,9.5683694142604e-26,-0.1232328186625407,1.6053230752322204e-15,0.0,1.0
ENSG00000205334,LINC01460,TPDS_TMDE,0.30522622771351826,0.12080080279929385,0.15299206972122192,166.0,-0.20012774,-0.04713566,0.0,0.05954475047367652,-0.01285539872945593,LINC01460,100129995.0,cg03383158,-1.27361835590921,3.84034645982471e-18,0.0113248679019355,0.0054119825804661,0.0,1.0
ENSG00000205363,INSYN1,TPDS_TMDE,0.13276474315970274,0.017951289215959808,0.5787612199783325,128.0,-1.1965343000000002,-0.61777306,0.0,0.5401963331535984,0.03635528459678798,INSYN1,388135.0,cg22843146,-3.1446287136135096,1.4680871746297196e-74,-0.112480262366185,4.279905469525071e-23,0.0,1.0
ENSG00000205414,0,TPDS_TMDE,0.4507930202228842,0.3663486938994425,0.04455137252807617,200.0,-0.31975958,-0.2752082,0.0,0.015046215986674272,-0.01114600448827955,0,,cg03854487,-1.6502890082653898,3.12618652662341e-20,0.0527559447781579,5.8685879849281e-22,0.0,1.0
ENSG00000205517,RGL3,TPDS_TMDE,0.3791349595295017,0.21039320289383615,0.051116943359375,181.0,1.3610728,1.4121896999999999,-0.10401850729517498,-0.2758944092104609,0.012827486645197422,RGL3,57139.0,cg09263118,-1.02699749027034,4.17611235695799e-40,-0.1601994965814048,4.5863180299490095e-28,-0.38159584082464204,1.6543595753685198e-23
ENSG00000205537,0,TPDS_TMDE,0.4112158771734806,0.2629464904743102,-0.1824845671653748,188.0,-0.29753712,-0.48002170000000005,0.0,-0.02990075628987099,0.06221816220793256,0,,cg02714932,-2.43536597192483,8.736341102391398e-64,-0.0450728104459202,6.599044462103691e-12,0.0,1.0
ENSG00000205659,LIN52,TPDS_TMDE,0.4671211085366476,0.4036321127989201,-0.07857322692871094,204.0,1.0656753,0.98710203,-0.0877116384088161,0.44679345616969535,1.3522297623747015e-05,LIN52,91750.0,cg26102253,-1.69109445952591,5.588723197161288e-166,-0.0522001882261059,4.0571589298597393e-56,0.0259898663756162,0.553223130621269
ENSG00000205669,ACOT6,TPDS_TMDE,0.09241791242889093,0.008981459095202076,0.4355202317237854,117.0,-0.7884701999999999,-0.35294998,0.0,0.2946416393582686,0.01449165356496502,ACOT6,641372.0,cg09535072,-2.25579432953266,1.2304743141714196e-54,0.0388109831355667,4.3902647527638706e-06,0.0,1.0
ENSG00000205795,CYS1,TPDS_TMDE,0.4871355848654149,0.4514580490724549,-0.025603175163269043,209.0,1.3616765,1.3360733,0.07677718197808242,-0.1099982144686864,0.0,CYS1,192668.0,0,-1.90612897431562,1.7868481872298795e-56,0.0,1.0,-0.417726930554011,1.7739472440148397e-27
ENSG00000205835,GMNC,TPDS_TMDE,0.2398520371943989,0.06519921574439294,0.2729983925819397,152.0,-1.2217095,-0.9487110999999999,0.0,0.3855160177230079,0.024916321629148364,GMNC,647309.0,cg21199852,-3.73656644656541,3.3182001407637695e-32,-0.1770191827390861,2.46633111947319e-22,0.0,1.0
ENSG00000205869,KRTAP5-1,TPDS_TMDE,0.2670903452017957,0.09385780440541974,-0.12374047935009005,160.0,0.12750937,0.0037688929999999997,0.0,-0.12468635057112368,-0.0022205222139119467,KRTAP5-1,387264.0,cg25145687,-1.3275244740324899,2.77021831459881e-10,-0.264294109209115,4.97293676407612e-75,0.0,1.0
ENSG00000205918,PDPK2P,TPDS_TMDE,0.27235787846702203,0.09801047598355513,-0.2133459448814392,161.0,0.27788895,0.06454299999999999,0.0,-0.30421634623560645,0.016635588154806744,PDPK2P,,cg26526315,-1.1120761219956599,1.4518206594097899e-18,-0.0986261509001079,1.43144958982494e-19,0.0,1.0
ENSG00000206026,SMIM21,TPDS_TMDE,0.22421942455158592,0.05368634108981634,-0.3346965312957764,148.0,-0.25750256,-0.5921991,0.0,-0.08132870351616214,0.012545907024771152,SMIM21,284274.0,cg27096572,-2.57515403232362,1.0064916683453799e-40,-0.0936908400347084,8.690008839634461e-25,0.0,1.0
ENSG00000206432,TMEM200C,TPDS_TMDE,0.39333623061529693,0.23212377553212601,-0.020932912826538086,184.0,0.9557235000000001,0.9347905999999999,-0.019912820512820048,-0.12404332484888758,0.027438987727006453,TMEM200C,645369.0,cg26438105,-1.05667451190394,1.19369241621113e-11,-0.1453673741272529,8.987818133685927e-49,0.001015987055017,0.984350094540285
ENSG00000206557,TRIM71,TPDS_TMDE,0.12567772773759275,0.014957419709614913,0.7887070178985596,125.0,-1.2088208,-0.42011377,0.0,1.1209743017270442,-0.06512500220164988,TRIM71,131405.0,cg12338417,-2.23870203443984,3.77045743051793e-17,0.0761837939904378,1.84152726159515e-16,0.0,1.0
ENSG00000206567,0,TPDS_TMDE,0.4507930202228842,0.3663486938994425,-0.15822988748550415,200.0,0.28526047,0.12703058,0.0,-0.1825612764384445,0.0053750031051236855,0,,cg08512456,-1.10093370258308,9.525511626302758e-57,-0.030091649563355,2.87310274649396e-06,0.0,1.0
ENSG00000206727,SNORD116-9,TPDS_TMDE,0.30522622771351826,0.12080080279929385,-0.15845821797847748,166.0,0.15436235,-0.004095865,0.0,-0.06278866891133777,-0.0016613827456012505,SNORD116-9,,cg12069692,-1.2180444385134899,1.9899440786413094e-43,-0.0261420393495787,6.833331470433019e-54,0.0,1.0
ENSG00000207014,SNORD116-3,TPDS_TMDE,0.2517586373910698,0.07854160307341121,-0.19153328239917755,156.0,-0.016655623999999997,-0.2081889,0.0,-0.05614408863157866,-0.009880517683782545,SNORD116-3,,cg20110984,-1.35859143090973,1.1370447528500902e-48,-0.025233829889377002,3.27965244719148e-39,0.0,1.0
ENSG00000207197,SNORD116-12,TPDS_TMDE,0.4141793336068316,0.2709666203667229,-0.10416340827941896,189.0,-0.03608009,-0.1402435,0.0,-0.018340021115312743,0.02128815557980196,SNORD116-12,,cg17742273,-1.3640129339384197,1.4954142566052798e-66,-0.0782378439102323,5.523622244658139e-20,0.0,1.0
ENSG00000207606,MIR554,TPDS_TMDE,0.3574317685610201,0.17695389668901207,-0.13533473014831546,176.0,0.0396229,-0.09571183,0.0,-0.027752285981608227,-0.13278533187710947,MIR554,693139.0,cg02890365,-1.65925723695034,4.70382421879774e-28,-0.1892917101262323,2.4623786543935396e-27,0.0,1.0
ENSG00000207607,MIR200A,TPDS_TMDE,0.3472458818607563,0.16457498485372465,0.21788734197616574,174.0,-0.73760885,-0.5197215000000001,0.0,0.08531272379638744,-0.030437634079732486,MIR200A,406983.0,cg16561256,-2.48399902712025,7.08297720736564e-45,0.0417937130653405,8.669975228246441e-08,0.0,1.0
ENSG00000207729,MIR556,TPDS_TMDE,0.40556583724082,0.2550495018704594,0.1318812370300293,187.0,-0.67664814,-0.5447668999999999,0.0,0.0018206956791843585,-0.012062677505065985,MIR556,693141.0,cg22341854,-3.0959434845822202,6.2531086255529294e-74,-0.1130492944773073,2.45467495550389e-63,0.0,1.0
ENSG00000207732,MIR218-1,TPDS_TMDE,0.4937559663109984,0.4805427784801407,-0.001584768295288086,212.0,-0.7919703,-0.7935551,0.0,-0.028867092465567963,-0.04590009589963598,MIR218-1,407000.0,cg21129041,-3.0558820088157006,1.2282856497546099e-50,-0.1102009898181427,7.93420928352171e-43,0.0,1.0
ENSG00000207746,MIR575,TPDS_TMDE,0.3621264375520452,0.1833583863379722,-0.2155268043279648,177.0,-0.16420306,-0.37972987,0.0,-0.08612926637650406,-0.02184030783773264,MIR575,693160.0,cg09031823,-1.5179758991119598,5.22612651479722e-12,-0.1463501700938513,1.04402481471241e-22,0.0,1.0
ENSG00000207768,MIR188,TPDS_TMDE,0.3956775478033524,0.23963569796541054,-0.07058432698249817,185.0,-0.16062811,-0.23121244,0.0,-0.021989554555512717,0.02266164487496136,MIR188,406964.0,cg26715986,-1.9967919754199197,1.8451751231628602e-42,-0.0136907210716508,0.0116294587251717,0.0,1.0
ENSG00000207785,MIR500A,TPDS_TMDE,0.4912281873893133,0.461131812528137,-0.06102713942527771,210.0,-0.26148197,-0.3225091,0.0,-0.031115831783854738,-0.03162104341475131,MIR500A,574502.0,cg08207582,-1.7325772693541002,3.80333976758644e-32,-0.0652599619402167,7.22841208581887e-20,0.0,1.0
ENSG00000207815,MIR563,TPDS_TMDE,0.02179479026675033,0.0001841813261978901,0.751092791557312,68.0,-0.59764636,0.15344639999999998,0.0,0.14865047119129268,-0.011699387385735229,MIR563,693148.0,cg12698662,-1.15623545452696,8.08510053301282e-23,-0.1257939907676424,5.48527645941629e-64,0.0,1.0
ENSG00000207923,MIR559,TPDS_TMDE,0.5,0.5,-0.11516696214675905,214.0,-0.80752856,-0.9226955,0.0,-0.02663889091113864,-0.018724364131754573,MIR559,693144.0,cg10285618,-3.39008516380292,1.3049571517141595e-87,-0.092343175937452,1.36768705502281e-44,0.0,1.0
ENSG00000207926,MIR135A1,TPDS_TMDE,0.4573199677042834,0.3848572967652243,-0.08220528066158295,202.0,0.010954458,-0.07125082,0.0,-0.06477424424134598,-0.01562811359537647,MIR135A1,406925.0,cg05269632,-1.21826334658747,1.89412529350595e-40,0.0093287248883677,0.0008144310737593,0.0,1.0
ENSG00000207935,MIR204,TPDS_TMDE,0.4399688018869776,0.3302864385996607,-0.03813371062278748,196.0,-0.49238035,-0.53051406,0.0,0.030034688848165736,0.02089052375898753,MIR204,406987.0,cg26054672,-2.09726947590305,4.96995674519362e-35,-0.0484054710001078,2.4385739603903294e-43,0.0,1.0
ENSG00000207954,MIR138-1,TPDS_TMDE,0.10733245171219433,0.011640279974421072,-0.38117772340774536,121.0,-0.41576022,-0.79693794,0.0,-0.10945454268225913,0.046135712032078335,MIR138-1,406929.0,cg03322633,-3.2770539472774907,6.2608917995985394e-27,-0.1920542802788745,2.7918655787060694e-64,0.0,1.0
ENSG00000211448,DIO2,TPDS_TMDE,0.4916004830104884,0.470828631615679,-0.06988289952278137,211.0,0.16444089,0.094557986,0.0,-0.12222034039397832,-0.023668168594035963,DIO2,1734.0,cg08183125,-1.0536716513501898,1.32175137799245e-08,-0.0980672661975105,2.98950961192151e-15,0.0,1.0
ENSG00000212545,RNU6-337P,TPDS_TMDE,0.4141793336068316,0.2709666203667229,0.17725679278373718,189.0,-0.43949774,-0.26224095,0.0,0.035515006565413586,-0.014400379748761282,RNU6-337P,,cg19630306,-2.74293774387353,1.56825807260498e-35,-0.0954813902884135,1.3879001955016e-47,0.0,1.0
ENSG00000212695,0,TPDS_TMDE,0.019739892547018828,0.00012642641367565494,0.867252767086029,64.0,-1.0011256,-0.13387282,0.0,0.3384972692840087,0.027757141365788957,0,,cg14545834,-1.8093493214557002,1.4725443358389598e-27,-0.1197019437389382,5.1389888722969483e-42,0.0,1.0
ENSG00000212766,EWSAT1,TPDS_TMDE,0.20480786159461375,0.043846190087860976,-0.25515639781951904,144.0,-0.034593813,-0.28975022,0.0,-0.24991196268385896,-0.006069277638059922,EWSAT1,283673.0,cg16774511,-1.7643159178968,8.732342529617331e-20,-0.0578394158895345,3.0025947166223085e-40,0.0,1.0
ENSG00000213225,NOC2LP1,TPDS_TMDE,0.4607274480096259,0.3942139784026024,-0.07891593128442764,203.0,0.09602466,0.01710873,0.0,-0.0108567592832447,-0.06595849465573222,NOC2LP1,,cg23481024,-1.6156514931785402,2.7209998398732294e-18,-0.0984257906057812,7.46063926775065e-12,0.0,1.0
ENSG00000213231,TCL1B,TPDS_TMDE,0.496209024975356,0.4902684943946651,-0.10222601890563963,213.0,-0.47876936,-0.5809954,0.0,-0.009561682714051,-0.07212445746347558,TCL1B,9623.0,cg05402891,-3.8274287007883903,1.9298450431553694e-30,-0.2495485171787598,4.2366561105129396e-54,0.0,1.0
ENSG00000213533,STIMATE,TPDS_TMDE,0.18338848098029306,0.0355153748377328,-0.29531073570251465,140.0,0.39526802,0.09995729,0.0,-0.20390336479321516,0.000918568895890204,STIMATE,375346.0,cg04464357,-1.05020395862743,6.531740839699429e-75,-0.261706157596569,8.634996767772137e-261,0.0,1.0
ENSG00000213901,SLC23A3,TPDS_TMDE,0.31006797365546424,0.12577405128559674,0.13165903091430664,167.0,0.9505712,1.0822302,0.006758554778553971,-0.6464180244683859,-0.0891723383320325,SLC23A3,151295.0,cg27264181,-1.12584004573563,1.67851567149159e-07,-0.0399750598848031,0.0095214474750844,-0.17639682847896396,0.0314269415600722
ENSG00000213918,DNASE1,TPDS_TMDE,0.3621264375520452,0.1833583863379722,0.04760301113128662,177.0,1.0594428999999999,1.1070459,-0.0758655628842149,-0.2573699590967444,0.0,DNASE1,1773.0,0,-1.8891591319021002,1.2068666437409192e-180,0.0,1.0,-0.17152610754781697,8.70815725777258e-06
ENSG00000213963,0,TPDS_TMDE,0.17402873483572445,0.03186441623752701,0.3257642090320587,138.0,-0.7979829,-0.47221866,0.0,0.18795791912357096,-0.010718061884275848,0,100130691.0,cg23531734,-2.02763743410262,6.75263494901416e-157,0.0275032118216866,0.0016379650593486,0.0,1.0
ENSG00000213981,0,TPDS_TMDE,0.14294530303533606,0.021441795455300408,-0.3195410966873169,131.0,-0.38522404,-0.70476514,0.0,-0.25224424316532634,-0.08623789264746408,0,,cg19828869,-2.40103922419371,2.1125194311358502e-47,-0.1643647441210964,1.97065963632941e-21,0.0,1.0
ENSG00000214049,UCA1,TPDS_TMDE,0.3342612938630719,0.15277153501206595,-0.08194723725318909,172.0,0.22788827,0.14594103,0.0,-0.2807470786283961,-0.08212168109702139,UCA1,,cg18352648,-1.05749515060443,7.18628908634919e-06,-0.0886863966291783,2.3051284658660907e-15,0.0,1.0
ENSG00000214402,LCNL1,TPDS_TMDE,0.27235787846702203,0.09801047598355513,-0.2501168847084045,161.0,-0.19205019,-0.44216707,0.0,-0.1046861576572985,-0.02207061632917659,LCNL1,401562.0,cg06516820,-1.92379162681716,2.6177323434103693e-28,0.07564856359363001,1.24727919283281e-28,0.0,1.0
ENSG00000214553,LRRC37A11P,TPDS_TMDE,0.12027117915642573,0.014059870239413146,0.4610884785652161,124.0,-1.0649167,-0.60382825,0.0,0.27971833146936165,-0.010600464242757313,LRRC37A11P,342666.0,cg05305986,-3.06456896161542,4.4797305613977485e-112,-0.0346943774843732,1.61571664674661e-19,0.0,1.0
ENSG00000214796,TUBA5P,TPDS_TMDE,0.3956775478033524,0.23963569796541054,-0.14096665382385254,185.0,-0.6211002,-0.76206684,0.0,-0.08338400655689249,-0.06880211222087686,TUBA5P,,cg05455036,-3.16712298508858,3.9549708180979295e-60,-0.1367960981778248,1.8107231121447898e-20,0.0,1.0
ENSG00000214814,FER1L6,TPDS_TMDE,0.12027117915642573,0.014059870239413146,-0.28294944763183594,124.0,-0.8265009,-1.1094503,0.0,-0.40393698376521137,0.011506554027732513,FER1L6,654463.0,cg20890440,-5.09410384846564,9.008543474222968e-211,-0.138244613017631,1.3003010915007e-36,0.0,1.0
