,Regulatory Cluster label,Cell type,p-value,odds-ratio,genes in cell type and cluster,genes in cluster but not cell type,genes in cell type but not cluster,genes not in cell type or cluster,gene_ids,gene_names,p.adj
69,TPDE (-),CD45- Vascular Endothelium,4.5810779351923655e-07,6.392857142857143,20,16,70,358,ENSG00000249751 ENSG00000143341 ENSG00000176435 ENSG00000124749 ENSG00000165810 ENSG00000164125 ENSG00000064989 ENSG00000135636 ENSG00000152583 ENSG00000131477 ENSG00000128606 ENSG00000149573 ENSG00000081189 ENSG00000143554 ENSG00000128245 ENSG00000019582 ENSG00000185585 ENSG00000142089 ENSG00000157510 ENSG00000113555,ECSCR HMCN1 CLEC14A COL21A1 BTNL9 GASK1B CALCRL DYSF SPARCL1 RAMP2 LRRC17 MPZL2 MEF2C SLC27A3 YWHAH CD74 OLFML2A IFITM3 AFAP1L1 PCDH12,1.1681748734740532e-05
70,TPDE (-),CD45- ccRCC CA9+,0.5282848403287657,1.0345789180145009,14,22,163,265,ENSG00000173546 ENSG00000103710 ENSG00000198796 ENSG00000124749 ENSG00000240694 ENSG00000128606 ENSG00000061918 ENSG00000165810 ENSG00000143554 ENSG00000163840 ENSG00000135636 ENSG00000142089 ENSG00000184731 ENSG00000147202,CSPG4 RASL12 ALPK2 COL21A1 PNMA2 LRRC17 GUCY1B1 BTNL9 SLC27A3 DTX3L DYSF IFITM3 FAM110C DIAPH2,0.8285445062873362
71,TPDE (-),TAM HLAhi,0.524630937490411,1.0909090909090908,4,32,44,384,ENSG00000019582 ENSG00000081189 ENSG00000128245 ENSG00000188906,CD74 MEF2C YWHAH LRRK2,0.8285445062873362
72,TPDE (-),TAM HLAint,0.18789192746201044,1.8110599078341014,5,31,35,393,ENSG00000164125 ENSG00000128245 ENSG00000188906 ENSG00000019582 ENSG00000081189,GASK1B YWHAH LRRK2 CD74 MEF2C,0.42588836891389037
73,TPDE (-),TAM ISGhi,2.989612226447693e-07,6.484210526315789,21,15,76,352,ENSG00000249751 ENSG00000143341 ENSG00000176435 ENSG00000173546 ENSG00000165810 ENSG00000164125 ENSG00000064989 ENSG00000135636 ENSG00000152583 ENSG00000131477 ENSG00000128606 ENSG00000061918 ENSG00000149573 ENSG00000081189 ENSG00000103710 ENSG00000128245 ENSG00000019582 ENSG00000185585 ENSG00000142089 ENSG00000157510 ENSG00000113555,ECSCR HMCN1 CLEC14A CSPG4 BTNL9 GASK1B CALCRL DYSF SPARCL1 RAMP2 LRRC17 GUCY1B1 MPZL2 MEF2C RASL12 YWHAH CD74 OLFML2A IFITM3 AFAP1L1 PCDH12,1.0527550526360636e-05
74,TPDE (-),TAM ISGint,3.525640297743471e-10,11.19186046511628,20,16,43,385,ENSG00000249751 ENSG00000143341 ENSG00000176435 ENSG00000173546 ENSG00000165810 ENSG00000164125 ENSG00000064989 ENSG00000135636 ENSG00000152583 ENSG00000131477 ENSG00000128606 ENSG00000061918 ENSG00000149573 ENSG00000081189 ENSG00000103710 ENSG00000019582 ENSG00000185585 ENSG00000142089 ENSG00000157510 ENSG00000113555,ECSCR HMCN1 CLEC14A CSPG4 BTNL9 GASK1B CALCRL DYSF SPARCL1 RAMP2 LRRC17 GUCY1B1 MPZL2 MEF2C RASL12 CD74 OLFML2A IFITM3 AFAP1L1 PCDH12,3.5961531036983405e-08
75,TPDE (-),cDC1,0.2649227509327341,1.6583333333333334,4,32,30,398,ENSG00000019582 ENSG00000135636 ENSG00000064989 ENSG00000188906,CD74 DYSF CALCRL LRRK2,0.4909623058213433
76,TPDS (+),B cell,0.1723383774986828,1.8088235294117647,6,72,17,369,ENSG00000071909 ENSG00000107902 ENSG00000163644 ENSG00000138823 ENSG00000123836 ENSG00000166123,MYO3B LHPP PPM1K MTTP PFKFB2 GPT2,0.40944360459781415
77,TPDS (+),CD4+ Naive,0.4414426228611237,1.25,4,74,16,370,ENSG00000154229 ENSG00000112394 ENSG00000148660 ENSG00000092068,PRKCA SLC16A10 CAMK2G SLC7A8,0.7381499595382724
78,TPDS (+),CD4+ Proliferating,0.47678759667952725,1.0784313725490196,11,67,51,335,ENSG00000137563 ENSG00000169738 ENSG00000100889 ENSG00000144199 ENSG00000181061 ENSG00000147155 ENSG00000135069 ENSG00000101444 ENSG00000123453 ENSG00000091483 ENSG00000163541,GGH DCXR PCK2 FAHD2B HIGD1A EBP PSAT1 AHCY SARDH FH SUCLG1,0.7843924977630933
79,TPDS (+),CD8A+ Proliferating,0.24327597859964017,1.4612244897959183,8,70,28,358,ENSG00000137563 ENSG00000144199 ENSG00000164303 ENSG00000198910 ENSG00000147155 ENSG00000135069 ENSG00000123453 ENSG00000002746,GGH FAHD2B ENPP6 L1CAM EBP PSAT1 SARDH HECW1,0.4681915059842131
80,TPDS (+),CD14+ Monocyte,0.719640489937299,0.8357142857142857,6,72,35,351,ENSG00000014257 ENSG00000073792 ENSG00000144040 ENSG00000186529 ENSG00000225697 ENSG00000111110,ACP3 IGF2BP2 SFXN5 CYP4F3 SLC26A6 PPM1H,0.9919368915351959
81,TPDS (+),CD14+/CD16+ Monocyte,0.953577143806186,0.48094248094248093,4,74,39,347,ENSG00000014257 ENSG00000112394 ENSG00000005249 ENSG00000073792,ACP3 SLC16A10 PRKAR2B IGF2BP2,0.9999999999704231
82,TPDS (+),CD45- Myofibroblast,0.9899300609153944,0.4374132116643523,7,71,71,315,ENSG00000011465 ENSG00000070087 ENSG00000181061 ENSG00000145362 ENSG00000065154 ENSG00000079156 ENSG00000108176,DCN PFN2 HIGD1A ANK2 OAT OSBPL6 DNAJC12,0.9999999999704231
83,TPDS (+),CD45- PAX8+ renal epithelium,0.01001620398029921,1.8472376714868373,47,31,174,212,ENSG00000132855 ENSG00000164303 ENSG00000122121 ENSG00000139410 ENSG00000173898 ENSG00000145362 ENSG00000049283 ENSG00000166123 ENSG00000147614 ENSG00000166426 ENSG00000127884 ENSG00000111110 ENSG00000137563 ENSG00000014257 ENSG00000158296 ENSG00000177807 ENSG00000188488 ENSG00000186115 ENSG00000186529 ENSG00000101444 ENSG00000143320 ENSG00000101311 ENSG00000108176 ENSG00000092068 ENSG00000140263 ENSG00000162390 ENSG00000105519 ENSG00000184831 ENSG00000144040 ENSG00000138823 ENSG00000154277 ENSG00000143882 ENSG00000173599 ENSG00000002746 ENSG00000135447 ENSG00000091483 ENSG00000071909 ENSG00000070087 ENSG00000185813 ENSG00000073792 ENSG00000135069 ENSG00000155066 ENSG00000172482 ENSG00000187193 ENSG00000211452 ENSG00000111907 ENSG00000163541,ANGPTL3 ENPP6 XPNPEP2 SDSL SPTBN2 ANK2 EPN3 GPT2 ATP6V0D2 CRABP1 ECHS1 PPM1H GGH ACP3 SLC13A3 KCNJ10 SERPINA5 CYP4F2 CYP4F3 AHCY CRABP2 FERMT1 DNAJC12 SLC7A8 SORD ACOT11 CAPS APOO SFXN5 MTTP UCHL1 ATP6V1C2 PC HECW1 PPP1R1A FH MYO3B PFN2 PCYT2 IGF2BP2 PSAT1 PROM2 AGXT MT1X DIO1 TPD52L1 SUCLG1,0.048650133618596166
84,TPDS (+),CD45- Vascular Endothelium,0.9981710381717976,0.35991854742915325,7,71,83,303,ENSG00000164303 ENSG00000175866 ENSG00000135540 ENSG00000073792 ENSG00000187193 ENSG00000005249 ENSG00000111907,ENPP6 BAIAP2 NHSL1 IGF2BP2 MT1X PRKAR2B TPD52L1,0.9999999999704231
85,TPDS (+),CD45- ccRCC CA9+,0.24044353430948495,1.2324074074074074,33,45,144,242,ENSG00000175866 ENSG00000135540 ENSG00000173898 ENSG00000145362 ENSG00000049283 ENSG00000166123 ENSG00000166426 ENSG00000127884 ENSG00000111110 ENSG00000137563 ENSG00000011465 ENSG00000158296 ENSG00000117594 ENSG00000188488 ENSG00000186115 ENSG00000186529 ENSG00000101444 ENSG00000143320 ENSG00000101311 ENSG00000108176 ENSG00000140263 ENSG00000162390 ENSG00000105519 ENSG00000154277 ENSG00000143882 ENSG00000173599 ENSG00000002746 ENSG00000070087 ENSG00000198910 ENSG00000137267 ENSG00000135069 ENSG00000155066 ENSG00000079156,BAIAP2 NHSL1 SPTBN2 ANK2 EPN3 GPT2 CRABP1 ECHS1 PPM1H GGH DCN SLC13A3 HSD11B1 SERPINA5 CYP4F2 CYP4F3 AHCY CRABP2 FERMT1 DNAJC12 SORD ACOT11 CAPS UCHL1 ATP6V1C2 PC HECW1 PFN2 L1CAM TUBB2A PSAT1 PROM2 OSBPL6,0.4681915059842131
86,TPDS (+),Mast,0.2680091811863794,1.5839041095890412,5,73,16,370,ENSG00000148660 ENSG00000162390 ENSG00000154229 ENSG00000079156 ENSG00000111110,CAMK2G ACOT11 PRKCA OSBPL6 PPM1H,0.4909623058213433
87,TPDS (+),NK HSP+,0.1255345316697887,2.554054054054054,4,74,8,378,ENSG00000137267 ENSG00000135469 ENSG00000122121 ENSG00000065154,TUBB2A COQ10A XPNPEP2 OAT,0.34606816838698506
88,TPDS (+),TAM HLAhi,0.1602395375695735,1.5486083098023395,11,67,37,349,ENSG00000112394 ENSG00000108176 ENSG00000162390 ENSG00000177807 ENSG00000135540 ENSG00000139410 ENSG00000123836 ENSG00000005249 ENSG00000167107 ENSG00000111110 ENSG00000092068,SLC16A10 DNAJC12 ACOT11 KCNJ10 NHSL1 SDSL PFKFB2 PRKAR2B ACSF2 PPM1H SLC7A8,0.4086108208024124
89,TPDS (+),TAM HLAint,0.21142612868296837,1.4936886395511921,9,69,31,355,ENSG00000162390 ENSG00000135540 ENSG00000139410 ENSG00000123836 ENSG00000005249 ENSG00000079156 ENSG00000112394 ENSG00000111110 ENSG00000092068,ACOT11 NHSL1 SDSL PFKFB2 PRKAR2B OSBPL6 SLC16A10 PPM1H SLC7A8,0.43359147928568154
90,TPDS (+),TAM ISGhi,0.9939436666885773,0.441699604743083,9,69,88,298,ENSG00000011465 ENSG00000175866 ENSG00000135540 ENSG00000073792 ENSG00000139410 ENSG00000145362 ENSG00000005249 ENSG00000167107 ENSG00000111110,DCN BAIAP2 NHSL1 IGF2BP2 SDSL ANK2 PRKAR2B ACSF2 PPM1H,0.9999999999704231
91,TPDS (+),TAM ISGint,0.9738385366852179,0.48099415204678364,6,72,57,329,ENSG00000014257 ENSG00000011465 ENSG00000135540 ENSG00000145362 ENSG00000111907 ENSG00000111110,ACP3 DCN NHSL1 ANK2 TPD52L1 PPM1H,0.9999999999704231
92,TPDS (+),TAM/TCR (Ambiguos),0.11231603939278269,1.806020066889632,9,69,26,360,ENSG00000112394 ENSG00000014257 ENSG00000162390 ENSG00000135540 ENSG00000139410 ENSG00000123836 ENSG00000005249 ENSG00000079156 ENSG00000167107,SLC16A10 ACP3 ACOT11 NHSL1 SDSL PFKFB2 PRKAR2B OSBPL6 ACSF2,0.3349807507715626
93,TPDS (+),cDC1,0.5225319184102176,1.0654761904761905,6,72,28,358,ENSG00000014257 ENSG00000073792 ENSG00000005249 ENSG00000166123 ENSG00000167107 ENSG00000111110,ACP3 IGF2BP2 PRKAR2B GPT2 ACSF2 PPM1H,0.8285445062873362
94,TPDS (+),cDC2,0.16805397586973547,1.605697151424288,9,69,29,357,ENSG00000112394 ENSG00000014257 ENSG00000162390 ENSG00000175866 ENSG00000139410 ENSG00000073792 ENSG00000123836 ENSG00000005249 ENSG00000167107,SLC16A10 ACP3 ACOT11 BAIAP2 SDSL IGF2BP2 PFKFB2 PRKAR2B ACSF2,0.40944360459781415
95,TPDS (+),pDC,0.1938483681125707,1.5824175824175823,8,70,26,360,ENSG00000137563 ENSG00000175866 ENSG00000181061 ENSG00000163644 ENSG00000114054 ENSG00000101444 ENSG00000123836 ENSG00000108176,GGH BAIAP2 HIGD1A PPM1K PCCB AHCY PFKFB2 DNAJC12,0.4298376858148307
96,TPDS (-),CD45- Myofibroblast,0.12928400646993518,1.803726708074534,8,23,70,363,ENSG00000182752 ENSG00000160808 ENSG00000167434 ENSG00000188176 ENSG00000165959 ENSG00000112902 ENSG00000196586 ENSG00000165795,PAPPA MYL3 CA4 SMTNL2 CLMN SEMA5A MYO6 NDRG2,0.34702549105087865
97,TPDS (-),CD45- PAX8+ renal epithelium,3.096338390106069e-07,11.606217616580311,28,3,193,240,ENSG00000145692 ENSG00000165376 ENSG00000166415 ENSG00000196586 ENSG00000148942 ENSG00000095932 ENSG00000204385 ENSG00000182752 ENSG00000124602 ENSG00000162460 ENSG00000108187 ENSG00000107611 ENSG00000143375 ENSG00000140284 ENSG00000168065 ENSG00000160808 ENSG00000188176 ENSG00000112902 ENSG00000072415 ENSG00000151150 ENSG00000010932 ENSG00000157551 ENSG00000119411 ENSG00000165959 ENSG00000140832 ENSG00000117472 ENSG00000166126 ENSG00000147647,BHMT CLDN2 WDR72 MYO6 SLC5A12 SMIM24 SLC44A4 PAPPA UNC5CL TMEM82 PBLD CUBN CGN SLC27A2 SLC22A11 MYL3 SMTNL2 SEMA5A PALS1 ANK3 FMO1 KCNJ15 BSPRY CLMN MARVELD3 TSPAN1 AMN DPYS,1.0527550526360636e-05
98,TPDS (-),CD45- Vascular Endothelium,0.7545128791599865,0.7873303167420814,5,26,85,348,ENSG00000204385 ENSG00000167434 ENSG00000072415 ENSG00000196586 ENSG00000165795,SLC44A4 CA4 PALS1 MYO6 NDRG2,0.992345602815554
99,TPDS (-),CD45- ccRCC CA9+,0.5442400188357993,1.0258373205741627,12,19,165,268,ENSG00000168065 ENSG00000182752 ENSG00000124602 ENSG00000165376 ENSG00000108187 ENSG00000188176 ENSG00000165959 ENSG00000112902 ENSG00000166415 ENSG00000072415 ENSG00000148942 ENSG00000143375,SLC22A11 PAPPA UNC5CL CLDN2 PBLD SMTNL2 CLMN SEMA5A WDR72 PALS1 SLC5A12 CGN,0.8285445062873362
100,TPDS (-),TAM ISGhi,0.8155663044087962,0.7127926421404682,5,26,92,341,ENSG00000167434 ENSG00000165959 ENSG00000112902 ENSG00000196586 ENSG00000165795,CA4 CLMN SEMA5A MYO6 NDRG2,0.9999999999704231
101,TPDS (-),TAM ISGint,0.6300269747042553,0.9391086001255493,4,27,59,374,ENSG00000165959 ENSG00000196586 ENSG00000165795 ENSG00000112902,CLMN MYO6 NDRG2 SEMA5A,0.9313442234758555
