ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Data
BP,GO:0071773,cellular response to BMP stimulus,0.015036231884057972,167/18862,1.9899524147535835e-08,6.210227733963659e-07,4.480763097524875e-07,HEYL/SOX11/SFRP2/TFAP2B/NOTCH1/CRIM1/AMH/TGFBR3/MSX1/DLX5/GDF6/GATA4/SKI/SLC39A5/HES5/GATA3/COL2A1/RUNX2/SFRP1/ACVR2B/SKOR2/RNF165/BMP4/SKOR1/VWC2/SOST/CRB2/WNT1/COMP/NUMA1/RBPMS2/ZNF423/VSTM2A/ABL1/SMAD9/NEO1/NODAL/SMPD3/RGMA/GATA5/PPARG/FSTL3/TMPRSS6/DLX1/SMURF1/USP9X/SFRP5/HJV/LEFTY1/GDF7/SMAD5/NBL1/RBPJ/SKIL/GREM2/GDF5/GREM1/SPINT1/ROR2/PCSK6/TOB1/FBXL15/SORL1/PHOX2B/DAND5/ACVR1/PELO/BMP2/CCN1/ACVRL1/BMP7/LEFTY2/SOSTDC1/ADAMTS7/WNT5A/TGFB2/CHRD/BMPR1A/MIR26A1/RGMB/ITGA3/SMAD3/FAM83G,83,CpG
BP,GO:1905330,regulation of morphogenesis of an epithelium,0.007065217391304348,61/18862,2.041873800445815e-08,6.34087312217262e-07,4.5750255077658114e-07,GDNF/SIX2/VEGFA/SHH/ESR1/GATA3/PIK3CD/SFRP1/LHX1/PDGFA/BMP4/TBX2/ABL1/HOXB7/PAX8/SMO/AR/PAX2/TACSTD2/HOXD13/SOX8/LBX2/HGF/FGF10/WNT2/NTN4/AGT/WNT5B/GREM1/WNT2B/FGF1/CAV3/SIX1/BTBD7/RNF207/BMP7/SIRT6/WNT5A/FGF7,39,CpG
BP,GO:0060538,skeletal muscle organ development,0.01431159420289855,157/18862,2.1641021355575473e-08,6.687499932624891e-07,4.825121428144562e-07,HEYL/P2RX2/ACTA1/SOX11/DMRTA2/NOTCH1/TBX1/TWIST1/PAX5/SHH/SKI/MYLK2/ZBTB18/FOXL2/IGF2/ACTN3/PITX1/NR2F2/CASQ1/BCL9L/HLX/FLOT1/MYOCD/MIR1-1/TCF21/CDON/MYH14/SVIL/MEGF10/RIPOR2/VAX1/MEOX2/HDAC4/SMO/NUPR1/SHOX2/ZNF689/CYP26B1/WNT10B/YBX3/MYL3/ELN/HDAC9/CHRND/SOX8/MYOM2/MYOD1/DLL1/COL19A1/EGR2/NEURL1/CFL2/VGLL2/WT1/PPP3CA/POPDC3/KLHL40/ASB2/EPHB1/DISP1/RYR1/MYORG/HOXD10/CNTFR/ASS1/SIX1/NPHS1/NIBAN2/EEF2/PHOX2B/GPC1/MYOG/BCL2/HLF/RBM24/MAFF/KCNAB1/BIN3/BVES,79,CpG
BP,GO:0007519,skeletal muscle tissue development,0.01358695652173913,147/18862,2.2912874471513487e-08,7.04598832528883e-07,5.083775640123737e-07,HEYL/P2RX2/ACTA1/SOX11/DMRTA2/NOTCH1/TBX1/TWIST1/PAX5/SHH/SKI/MYLK2/ZBTB18/FOXL2/IGF2/ACTN3/PITX1/NR2F2/CASQ1/BCL9L/HLX/FLOT1/MYOCD/MIR1-1/TCF21/CDON/MYH14/SVIL/MEGF10/RIPOR2/VAX1/MEOX2/HDAC4/SMO/NUPR1/SHOX2/ZNF689/CYP26B1/WNT10B/YBX3/MYL3/ELN/HDAC9/CHRND/SOX8/MYOM2/MYOD1/DLL1/COL19A1/EGR2/NEURL1/CFL2/VGLL2/PPP3CA/POPDC3/KLHL40/ASB2/EPHB1/RYR1/MYORG/HOXD10/SIX1/NPHS1/NIBAN2/EEF2/PHOX2B/GPC1/MYOG/BCL2/HLF/RBM24/MAFF/KCNAB1/BIN3/BVES,75,CpG
MF,GO:0001217,DNA-binding transcription repressor activity,0.025129210479415433,309/18337,1.5443281443405272e-08,7.13360808212682e-07,5.870947884760142e-07,HEYL/FOXK1/INSM1/CDX2/NR2E1/ZNF688/NKX6-1/ZNF536/TFAP2A/MSX1/SKI/NKX6-2/EN1/JDP2/HIC1/PRDM16/HHEX/TFEC/THAP11/OVOL1/PPARD/ZBTB18/HES5/ASCL2/SCRT2/GATA3/ZNF69/TBX18/HAND1/SPI1/BCL6/OTP/GFI1/DLX4/ZBTB39/FEZF2/MYPOP/AEBP1/ZIM2/NEUROG3/SALL1/ETV3/TBX15/OSR2/MNT/TBX2/FOXD3/POU4F2/FEZF1/ZNF85/ZNF582/E2F6/ZNF891/ZBTB7A/TCF21/MAFK/ZNF614/ZFP37/LRRFIP1/IRX2/BHLHE40/BCL11A/TBX21/NR2F6/FOXP2/PRRX1/VAX1/KCNIP3/ZNF560/NFATC2/ZBTB17/MYT1L/ZGPAT/ZBTB16/ZNF559/TFAP2C/HES2/ZNF219/NFKB1/OVOL2/PPARG/GSC/VAX2/ZNF205/YBX3/ZNF705A/HOXB13/ZNF177/PROX1/IRX1/SOX13/SMAD5/MLXIPL/FOXS1/CREM/POU5F1/IRF8/ZFHX3/PATZ1/SKIL/CUX2/ARX/FOXK2/ZNF134/PRDM2/ZNF3/POU6F1/ASCL1/FERD3L/PEG3/ZNF439/NR2F1/ZEB2/ZNF391/NKX3-2/SCRT1/ZBTB34/NFATC4/SP2/KLF12/HEY2/PLAGL1/FOXO3/MITF/ZNF550/DEAF1/TCF7/SOX6/ELK3/TBX3/ERF/ZBTB20/ZNF239/ZNF491/ZFP69/HIC2/RORC/ZNF440/ZNF750/CC2D1A/ZNF599,141,CpG
BP,GO:0031644,regulation of nervous system process,0.01286231884057971,137/18862,2.3481535191311105e-08,7.185805720680836e-07,5.184655777294599e-07,CBLN1/DLGAP4/NTSR1/BEGAIN/NOS3/NPTXR/SHANK1/SHISA9/WNT7A/CARTPT/SLC8A2/RIMS2/NMU/SLC8A3/MTNR1B/IGSF11/GRIN1/SHANK2/NPTX1/NLGN3/PRKCZ/GLRA1/SSH1/STX1B/CELF4/NRXN1/GHSR/NCMAP/FGF12/ADRA2C/F2R/AVPR1A/ITGA2/SOX10/CCK/TAFA4/GRM1/RELN/OPRM1/HGF/SHANK3/NPY2R/TMEM108/EGR2/SHISA6/TMEM98/NPTX2/EDNRB/MYRF/CUX2/JAM2/RIMS1/MGLL/EDN1/DLGAP3/LRRK2/PTK2B/NETO1/GRIN2D/DLGAP1/NLGN4X/SLC9A1/SPX/OPRD1/TMEM25/MTMR2/PTEN/TNR/TNFRSF1B/DICER1/HTR2C,71,CpG
MF,GO:0003779,actin binding,0.03368383532347175,439/18337,1.6894634520819707e-08,7.514983725742396e-07,6.18481942107201e-07,ESPN/MICAL3/SYNE1/LASP1/SAMD14/PDLIM5/SNTG2/ADD1/DNASE1/WASL/EPS8L3/MYH6/EPB41L1/PHACTR1/PFN3/MYBPC2/NOS3/TNNC2/PKNOX2/FMN2/PDLIM2/PHACTR3/LIMCH1/NOD2/ADSS1/MYO7B/SLC6A2/MTSS2/DST/CACNB2/ADD3/BIN1/FAM107A/CORO7/CTNNA2/KLHL1/MAEA/ACTN3/CROCC/FERMT2/TLN2/EPS8L2/CAMK2B/INF2/MYO7A/GAS2L1/DSTN/CNN1/IQGAP2/PDLIM4/FSCN1/SPTBN1/ALDOA/FLNA/MYO1C/SSH1/MAP1A/TNNT3/ADCY8/ABL1/ACTN1/MISP/COTL1/MTSS1/MYH14/SVIL/CALD1/TNS1/TRPC6/AJUBA/SNTG1/DIXDC1/MRTFA/EGFR/MYLK/ABLIM2/ABLIM3/ABLIM1/MYO1G/DAAM1/LSP1/DMTN/SORBS1/CORO2B/CLMN/WIPF2/PDLIM3/SLC6A4/FHL3/RAI14/SPTB/BCL7B/GAS7/ARPC1B/MYL3/MACF1/SYNE2/MYO16/PLEKHH2/ANXA6/WDR1/MYH7B/MYOM2/PSTPIP2/MYOM3/PXK/SHANK3/DAAM2/RUSC1/MYOZ3/COBL/MYO1H/SPIRE2/TNS4/TRPV4/CFL2/HOOK1/PDLIM1/MYO15A/MAPT/MYO10/KLHL3/S100A4/PPP1R18/HIP1R/CDK5R1/SETD3/PRKCE/VASH2/HPCA/PSTPIP1/LDB3/FMNL1/CDK5R2/FMNL2/SYNPO/MYH9/SHROOM2/LRRK2/TULP1/TPM1/EZR/PALLD/SHROOM3/PPP1R9B/HIP1/MIB2/ACTR3B/TNNI3/TMOD1/MICALL2/AFAP1/EEF2/XIRP1/EPB41L3/ADD2/RDX/RCSD1/FHOD1/LIMA1/MYO18A/GSN/GAS2L3/FMNL3/PHACTR2/MYH7/KCNMA1/VIL1/MYO6/CNN3/SPEF1/MYBPC1/TNNI2/AFDN/PLS1/TMOD3/MARCKS/PDLIM7/MYO1F/TRPC5/MYH10/ITPRID2/CAPZA2/PTK2/MLPH/MICAL1/CORO6/CYFIP1/WIPF1,189,CpG
BP,GO:0048608,reproductive structure development,0.030797101449275364,405/18862,2.48243117089756e-08,7.560022271177884e-07,5.45465806735233e-07,SFRP2/CDX2/LHX8/LHX4/NOTCH1/NTRK1/GJB3/AMH/NCOA4/STOX2/COL9A3/VEGFA/ADGRG1/SHH/GATA4/HSP90AB1/ESR1/ZFP42/NR5A1/RSPO3/LHX9/LEP/FOXA1/TFEB/DMRT1/HOXA10/PPARD/ASCL2/WNT7A/GATA3/OSR1/TESC/FOXL2/PTPRN/FZD5/FGFR2/INHBA/ZFP36L1/SFRP1/HAND1/LHX1/IGF2/TPPP3/MGST1/KRT8/MERTK/BMP4/STC2/STK3/NHLH2/NR2F2/SALL1/AXL/FOXF2/ZNF568/TAF4/GPR149/NEUROG1/HOXA9/EOMES/MYOCD/GLI3/FLNA/PDGFRA/UTF1/GLI2/IMMP2L/KRT19/MDFI/DLX3/ETNK2/WNT7B/TCF21/ROBO2/GHSR/PLCD3/GRHL2/SLIT3/SLIT2/SOCS3/ITGB8/CYP27B1/NODAL/NUPR1/TFAP2C/ERCC1/AR/OVOL2/PPARG/HOXD13/FSTL3/NDP/YBX3/REN/HOXB13/SOX8/RBP4/ARRB1/FGF10/WNT2/REC8/GDF7/AKT1/NKX2-1/ADCYAP1/BCL2L11/EPAS1/RBPJ/PATZ1/LHCGR/HOXA11/WT1/STAR/CCND1/ADAM19/SPINT1/INHBB/ROR2/ST14/CEBPA/ASB1/VDR/PDGFRB/BIRC2/SENP2/VASH2/WNT2B/SRY/CITED1/VGF/ALOX15B/ADAM15/CYP19A1/HEY2/GATA2/RARG/FGF8/BCL2/KITLG/WDR19/CCN1/BIK/SRD5A2/ARRB2/TBX3/CYP7B1/FSHR/PTEN/BMP7/HIF1A/WNT9B/GCM1/TNC/PLAG1/STAT5B/ADAM29/TNFSF10/SETD2/KIT/GJB2/PTK2/BOK/ZP3/PDGFB/WNT5A/TGFB2/MMP14/PTCH1/ZNF830/RDH10,170,CpG
BP,GO:0001704,formation of primary germ layer,0.011231884057971014,115/18862,2.6233035009857378e-08,7.950627533756774e-07,5.736485034291181e-07,MMP2/SFRP2/EPHA2/SOX17/FOXF1/COL11A1/SIX2/TBX20/TRIM15/MMP9/WNT3/ITGA8/FOXC2/FGFR2/TBXT/INHBA/HAND1/LHX1/SOX2/BMP4/CRB2/TAL1/KDM6B/EOMES/MIR1-1/LAMA3/TLX2/NODAL/PAX2/ITGA2/COL12A1/ITGA7/POU5F1/FZD7/ITGB2/HOXA11/COL4A2/COL5A2/EYA2/TXNRD1/LAMB1/DUSP5/DKK1/MESP2/ATOH8/COL5A1/ITGA4/ACVR1/DUSP4/MIXL1/EXT2/BMP7/PRKAR1A/SETD2/WNT5A/WNT11/BMPR1A/ITGA3/SMAD3/MMP14/PRKACA/MMP15,62,CpG
BP,GO:0007416,synapse assembly,0.015398550724637682,173/18862,2.6585526798978235e-08,8.018907222045876e-07,5.785749750611179e-07,GABRA1/CBLN1/PDLIM5/PLXNB2/NTRK1/ERBB4/LRRC4/FGF13/CBLN4/IGFN1/DRD1/SHANK1/PCDHB2/LRFN1/PCDHB16/KIRREL3/RAB17/WNT7A/FZD5/FZD1/SPOCK2/NRXN2/BDNF/SLITRK1/POU4F1/SHANK2/ASIC2/NLGN3/EPHB3/GABRG2/ADGRB1/NRXN1/ROBO2/SDK1/GHSR/ACHE/FARP1/FLRT2/ADGRF1/SLITRK2/CLSTN3/EFNB2/SHANK3/LHFPL4/SLIT1/CLSTN2/PLXND1/DLG5/PCDH17/DSCAM/GABRB3/EPHB2/CUX2/PTPRS/LRRN1/PLXNB1/LRFN5/EPHB1/LRRC4B/LRFN3/SYNDIG1/CDH9/NPAS4/FBXO45/NTNG2/PTPRD/SEMA4D/OBSL1/SIX1/AGRN/MUSK/SEMA4A/ADD2/NRCAM/NLGN4X/RAB29/MDGA1/GPC4/PTEN/GABRB2/ADGRL3/SLITRK6/WNT5A/GABRA2/SDK2,85,CpG
BP,GO:0055074,calcium ion homeostasis,0.0338768115942029,454/18862,2.7439010500942185e-08,8.23692962847331e-07,5.943055858374494e-07,P2RX2/TFAP2B/HTR1B/NTSR1/FKBP1B/GRIN2A/CALCB/CXCL12/ADRA1B/ADRA1A/GPR199P/F2RL1/P2RY1/GPR12/ESR1/JPH3/DRD1/GPR4/FZD9/MCOLN3/DRD5/SLC24A4/PDE4D/TRPM2/ANK2/TAC1/SLC8A2/CACNB2/MCOLN2/C19orf12/NMU/KCNK3/CNR1/SLC8A3/MTNR1B/PACS2/TMTC2/CX3CL1/STC2/GRIN1/GRM5/GRIK2/HTR2A/CASQ1/NOS1/PRNP/MIR1-1/PDGFRA/KL/BNIP3/ADCY8/ABL1/JPH4/CAMK2N1/GALR1/ATP2C2/RGN/LCK/PRKCB/TRPC6/RYR2/GPER1/CMKLR1/ACKR3/TRPM4/PTGER3/TRPV3/P2RX5/EDN3/ADCY5/SLC35G1/SCGN/CYP27B1/F2R/FPR2/OPRL1/TCIRG1/AVPR1A/C1QTNF1/CALM1/HAP1/GRIN2C/SV2A/HCRTR1/FAM155B/MCUR1/CD36/CASR/ANXA6/GRM1/YWHAE/CALCA/TBXA2R/TPCN2/P2RY6/NPY2R/ATP6V1B1/CNGB1/GALR2/PML/TRPV2/ADCYAP1/LPAR3/SPPL3/SMDT1/CDH23/TRPV4/EDNRB/ATP2A3/PTGDR/FIS1/P2RX7/AVPR1B/CACNA1C/ADRA1D/KCNA5/STIM1/GCM2/PKHD1/FAM155A/F2RL3/HCRTR2/CEMIP/EDN1/TMEM178A/RYR1/PRKCE/GPR6/SLC24A3/HTT/CACNA1A/ATP2B4/CCL15/CALCR/CAV3/PTK2B/GRIN2D/GATA2/CALB1/SLC25A23/LPAR1/TNNI3/LIME1/SLC24A2/CCRL2/CACNA2D1/EDN2/GLP1R/TPCN1/UBASH3B/ATP2A1/GRIA1/GRIN2B/LETM1/BCL2/TRPC7/GNA13/CALM3/TNFSF11/CASQ2/THADA/PROK2/TMEM64/GPR17/NCS1/TACR1/LPAR2/CCR6/TRPC5/ATP13A4/TMTC4/TRPV6/BDKRB1/CCL14/FFAR4/BOK/ATP1A2/FFAR1/CCKBR/SLC30A1/ATP2B2/WNT5A/APLNR/HTR2C/SMAD3/NOL3/PRKACA,187,CpG
BP,GO:0031532,actin cytoskeleton reorganization,0.010326086956521738,103/18862,2.7645934239305228e-08,8.259714191686264e-07,5.959495228138582e-07,ARAP1/PHACTR1/HCK/TRPM2/NTF3/EFS/IQGAP2/PDLIM4/FLNA/PDGFRA/BAIAP2/ABL1/NEDD9/THSD7B/BCAR1/SIPA1L1/DMTN/CDC42BPB/CLDN3/TJP1/BRSK2/FGF10/RAPGEF3/GAB1/TNIK/AUTS2/NRK/TRPV4/HRAS/CSF3/CLDN19/PHPT1/DTNBP1/NPHS2/NTRK3/ARHGDIA/MYH9/MKLN1/PTK2B/EZR/MICALL2/CDC42BPA/THSD7A/PIP5K1A/BAIAP2L2/CASS4/GSN/CSF1R/MINK1/INSRR/F11R/CD2AP/KIT/NRP1/FES/FGF7/FARP2,57,CpG
BP,GO:0099003,vesicle-mediated transport in synapse,0.01684782608695652,194/18862,2.7915100724708533e-08,8.300792215498234e-07,5.989133576537516e-07,HTR1B/RAB3B/ADRA1A/SLC18A2/P2RY1/DDC/PRKAR1B/GSG1L/CALY/SNCB/WNT7A/CPLX2/CACNB2/RIMS2/CPLX1/GAK/CNR1/HTR2A/NLGN3/RIMS3/CTBP2/CADPS/ITSN2/STX1B/PRKCB/SLC32A1/STXBP5L/SNCG/PREPL/CSPG5/DOC2A/SEPTIN5/SLC17A6/MX2/VAMP2/CALM1/FGF14/PACSIN1/SV2A/USP46/SLC17A8/SYNJ2/BRSK2/PPP3CC/SNAP91/NUMB/ADCY1/PCDH17/SYT5/BRSK1/SYT9/PPFIA3/SLC17A7/SYT7/GRIN3A/SYT6/ADORA2A/RAPGEF4/ARC/SYN2/SYT2/CDK5R1/RIMS1/ERC2/DTNBP1/SNAP25/BACE1/HPCA/BTBD9/RIMS4/LRRK2/DNM2/SYNDIG1/NSG1/STON2/DENND1A/AP2B1/NLGN4X/CALM3/DNAJC6/PTEN/TH/FCHO2/NCS1/SLC2A4/SLC18A1/PICALM/SYT8/RAB11A/PRKCG/CYFIP1/OTOF/SLC4A8,93,CpG
MF,GO:0022834,ligand-gated channel activity,0.013188379967920157,139/18337,2.1264736483888205e-08,8.806533971430943e-07,7.247763179082042e-07,GABRA1/P2RX2/ABCC9/GABRB1/FKBP1B/GRIN2A/ABCC8/ASIC3/CHRNA4/AQP1/CFTR/GABRG3/MCOLN3/SCNN1B/ASIC1/TRPM2/MCOLN2/SCNN1A/CHRNA3/GABRA6/GRIA2/GRIN1/GRIK2/ASIC2/GRIK4/HCN4/GLRA1/GABRG2/GRIA4/RYR2/GABRA5/TRPM4/P2RX5/GABRG1/KCNJ1/ASIC4/GRIN2C/CHRND/HCN2/ANXA6/GRIK3/TPCN2/SCNN1D/CNGB1/KCNJ6/KCNJ3/GABRB3/KCNH2/KCNJ12/GABRP/KCNJ15/P2RX7/GRIN3A/GRID1/GRIK1/GABRR2/HTR3E/RYR1/GABRD/HTR3A/SHROOM2/PTK2B/GRIN2D/KCNJ16/TPCN1/GLRB/GRIA1/GRIN2B/CNGA3/CHRNB4/GABRB2/GABRA4/CHRNG/GABRA2,74,CpG
MF,GO:0015276,ligand-gated ion channel activity,0.013188379967920157,139/18337,2.1264736483888205e-08,8.806533971430943e-07,7.247763179082042e-07,GABRA1/P2RX2/ABCC9/GABRB1/FKBP1B/GRIN2A/ABCC8/ASIC3/CHRNA4/AQP1/CFTR/GABRG3/MCOLN3/SCNN1B/ASIC1/TRPM2/MCOLN2/SCNN1A/CHRNA3/GABRA6/GRIA2/GRIN1/GRIK2/ASIC2/GRIK4/HCN4/GLRA1/GABRG2/GRIA4/RYR2/GABRA5/TRPM4/P2RX5/GABRG1/KCNJ1/ASIC4/GRIN2C/CHRND/HCN2/ANXA6/GRIK3/TPCN2/SCNN1D/CNGB1/KCNJ6/KCNJ3/GABRB3/KCNH2/KCNJ12/GABRP/KCNJ15/P2RX7/GRIN3A/GRID1/GRIK1/GABRR2/HTR3E/RYR1/GABRD/HTR3A/SHROOM2/PTK2B/GRIN2D/KCNJ16/TPCN1/GLRB/GRIA1/GRIN2B/CNGA3/CHRNB4/GABRB2/GABRA4/CHRNG/GABRA2,74,CpG
BP,GO:0006816,calcium ion transport,0.03097826086956522,409/18862,3.14857574995777e-08,9.318601656213044e-07,6.723496820147036e-07,CRHR1/STAC2/P2RX2/NTSR1/FKBP1B/GRIN2A/CXCL12/BEST1/ADRA1A/CHRNA4/JPH3/DRD1/RCVRN/MCOLN3/ASIC1/SLC24A4/CACNA1H/PDE4D/TRPM2/ANK2/GRM6/SLC8A2/CACNB2/MCOLN2/BIN1/SLC8A3/GJC2/BSPRY/CX3CL1/CAMK2B/GRIN1/LGALS3/CTNNB1/HTR2A/CASQ1/NOS1/REM1/SPHK2/SPG7/PRNP/MIR1-1/ABL1/JPH4/NALCN/CACNA1E/ATP2C2/RGN/LCK/PRKCB/TRPC6/RYR2/GPER1/RAMP1/TRPM4/TRPV3/P2RX5/MYLK/CACNA2D2/GNAO1/SLC35G1/CYP27B1/CACHD1/BHLHA15/UCN/F2R/RGS9/PDE4B/PKD2L1/CACNA2D4/CALM1/FGF14/HAP1/CACNG7/CAMK2G/GRIN2C/IL16/FAM155B/MCUR1/KCNE3/CACNA1B/CASR/ANXA6/YWHAE/TPCN2/P2RY6/OPRM1/GJA4/GEM/PML/TRPV2/ANXA9/LPAR3/SMDT1/CDH23/ORAI1/TRPV4/AHNAK/EHD3/ATP2A3/P2RX7/GRIN3A/ADORA2A/CACNA1C/PPP3CA/TMEM37/CRACR2B/PKD2L2/STIM1/RRAD/FAM155A/F2RL3/ORAI3/CEMIP/PDGFRB/SLN/RYR1/SESTD1/PRKCE/HPCA/HOMER3/SLC24A3/HTT/PLPP4/CACNA1A/ATP2B4/TMC2/CALCR/CAV3/CCL2/PTK2B/GRIN2D/INPP5K/CACNG6/TMC1/SLC25A23/LIME1/SLC24A2/CACNA2D1/TPCN1/GNAI2/UBASH3B/ATP2A1/GRIN2B/LETM1/CACNB1/BCL2/TRPC7/CRH/CALM3/SLC9A1/CACNG8/CASQ2/THADA/ARRB2/OPRD1/NCS1/TRPM3/ORAI2/TRPC5/TRPV6/BDKRB1/ATP1A2/FFAR1/SLC30A1/PACSIN3/ATP2B2/PDGFB/APLNR/HTR2C/NOL3/PRKACA,171,CpG
BP,GO:0021885,forebrain cell migration,0.006340579710144928,53/18862,3.1897915687003715e-08,9.39647011639586e-07,6.779679964758636e-07,NR2E1/CXCL12/FGF13/SUN2/ADGRG1/DRD1/LHX6/POU3F3/FEZF2/AXL/BMERB1/GLI3/ZMIZ1/FOXB1/EMX2/SLIT2/DIXDC1/POU3F2/ROBO1/DAB1/SYNE2/RELN/NKX2-1/ARX/PAFAH1B1/LAMB1/CDK5R1/CDK5R2/LRRK2/FBXO45/DAB2IP/TNR/HTR6/FOXG1/SRGAP2,35,CpG
BP,GO:0006937,regulation of muscle contraction,0.014492753623188406,161/18862,3.6068245574665054e-08,1.0575545121055278e-06,7.630398488525223e-07,FKBP1B/FGF13/ADRA1B/ADRA1A/GATA4/TNNC2/KCNA1/MYLK2/CHRM2/PDE4D/SSTR2/ANK2/BIN1/NMU/SLC8A3/ACTN3/CHRNA3/CHGA/CASQ1/CNN1/HCN4/DOCK4/NOS1/MYOCD/MIR1-1/TNNT3/NKX2-5/RYR2/GHSR/GPER1/TRPM4/ADRA2C/HDAC4/TACR3/ORMDL3/ATP1A1/UCN/F2R/PDE4B/ITGA2/CALM1/KCNQ1/MYL3/ACE2/ANXA6/CALCA/ARHGAP42/TBXA2R/NPY2R/ADRA2B/TNNT1/JUP/EHD3/GJA5/CACNA1C/KCNB2/HSPB6/SETD3/EDN1/CAV3/TPM1/TNNI3/EDN2/ATP2A1/CALM3/SLC9A1/MYH7/KCNMA1/CASQ2/RNF207/CHRM3/PROK2/SPX/SCN5A/TNNI2/MYL5/TACR1/KIT/ATP1A2/PRKACA,80,CpG
BP,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,0.020652173913043477,251/18862,3.657445317642605e-08,1.067432189000879e-06,7.701667260006676e-07,WFIKKN2/ONECUT1/SOX11/SFRP2/TFAP2B/PMEPA1/NOTCH1/CRIM1/TGFBR3/MSX1/SHH/GDF6/CIDEA/GATA4/TBX20/SKI/HSP90AB1/ZC3H3/RASL11B/PRDM16/NREP/LDLRAD4/DMRT1/BMP3/HES5/INHBA/SFRP1/ACVR2B/SKOR2/RNF165/BMP4/SKOR1/VWC2/SOST/CRB2/WNT1/NUMA1/UCMA/BCL9L/ONECUT2/RBPMS2/MYOCD/ZNF423/DACT2/ABL1/ZBTB7A/RBPMS/NEO1/FBN2/NODAL/CSNK2B/PPARG/IL17RD/FSTL3/TMPRSS6/DLX1/SMURF1/SFRP5/LEFTY1/FGF10/GDF7/NKX2-1/NBL1/MIR17HG/GDF10/VASN/RBPJ/SKIL/CREBBP/INHBC/NOMO3/UBC/GREM2/GDF5/GREM1/SPRY2/INHBB/TGFB1I1/LTBP4/WFIKKN1/PCSK6/CITED1/DKK1/CAV3/DNM2/LATS2/DKK3/TOB1/FBXL15/ADAMTSL2/SORL1/DAND5/ACVR1/EMILIN1/PELO/BMP2/PALS1/CCN1/DAB2/THBS1/PEG10/TGFBR3L/ACVRL1/BMP7/LEFTY2/SOSTDC1/RNF111/WNT5A/TGFB2/CHRD/BMPR1A/MIR26A1/ITGA3/SMAD3,114,CpG
BP,GO:0001709,cell fate determination,0.005253623188405797,41/18862,4.7695601952980345e-08,1.3855902060441846e-06,9.99722027838118e-07,LBX1/SOX17/TRIM15/WNT7A/GATA3/BMP4/PTCH2/BARHL2/WNT1/FEZF2/TBX2/PRRX1/PAX2/CYP26B1/NOTCH4/NKX2-2/ISL1/MYOD1/DLL1/PROX1/EBF2/ASCL1/ATOH1/GATA2/MCL1/NTF4/POU6F2/FOXG1/PTCH1,29,CpG
MF,GO:0001227,"DNA-binding transcription repressor activity, RNA polymerase II-specific",0.024772767777579755,307/18337,3.5298230137532465e-08,1.4131058131725494e-06,1.1629837929523852e-06,HEYL/FOXK1/INSM1/CDX2/NR2E1/ZNF688/NKX6-1/ZNF536/TFAP2A/MSX1/SKI/NKX6-2/EN1/JDP2/HIC1/PRDM16/HHEX/TFEC/THAP11/OVOL1/PPARD/ZBTB18/HES5/ASCL2/SCRT2/GATA3/ZNF69/TBX18/HAND1/SPI1/BCL6/OTP/GFI1/DLX4/ZBTB39/FEZF2/MYPOP/AEBP1/ZIM2/NEUROG3/SALL1/ETV3/TBX15/OSR2/MNT/TBX2/FOXD3/POU4F2/FEZF1/ZNF85/ZNF582/E2F6/ZNF891/ZBTB7A/TCF21/MAFK/ZNF614/ZFP37/LRRFIP1/IRX2/BHLHE40/BCL11A/TBX21/NR2F6/FOXP2/PRRX1/VAX1/KCNIP3/ZNF560/NFATC2/ZBTB17/MYT1L/ZGPAT/ZBTB16/ZNF559/TFAP2C/HES2/ZNF219/NFKB1/OVOL2/PPARG/GSC/VAX2/ZNF205/YBX3/ZNF705A/HOXB13/ZNF177/PROX1/IRX1/SOX13/SMAD5/MLXIPL/FOXS1/CREM/POU5F1/IRF8/ZFHX3/PATZ1/SKIL/CUX2/ARX/FOXK2/ZNF134/PRDM2/ZNF3/POU6F1/ASCL1/FERD3L/PEG3/ZNF439/NR2F1/ZEB2/ZNF391/NKX3-2/SCRT1/ZBTB34/NFATC4/SP2/KLF12/HEY2/PLAGL1/FOXO3/MITF/ZNF550/DEAF1/ELK3/TBX3/ERF/ZBTB20/ZNF239/ZNF491/ZFP69/HIC2/RORC/ZNF440/ZNF750/CC2D1A/ZNF599,139,CpG
