ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Data
BP,GO:0048638,regulation of developmental growth,26/814,319/18862,0.0014880356717305,0.0364872420323312,0.0317825878972734,RTN4R/SEMA3A/SEMA3C/TLL2/HAMP/AGR2/LIMK1/WNT5A/FN1/PROX1/UNC13A/ATP8A2/CCNB1/KIAA0319/GATA6/CRABP2/DUSP10/DRD2/G6PD/NKX6-1/MFSD2A/SEMA3E/LEP/BASP1/L1CAM/SYT3,26,RNA
BP,GO:0007292,female gamete generation,14/814,131/18862,0.0015845199775534,0.0386558528534108,0.0336715786841042,TRIP13/MDK/TTK/MMP19/EREG/TOP2A/CCNB1/LGR5/PTX3/PLK1/BNC1/LEP/FOSL1/SYCP2,14,RNA
BP,GO:0050433,regulation of catecholamine secretion,8/814,52/18862,0.001622623275343,0.0392798424916861,0.0342151112840168,SYT7/SYT13/OXT/SYT8/DRD2/KCNB1/KCNA2/SYT3,8,RNA
BP,GO:0071300,cellular response to retinoic acid,9/814,64/18862,0.0016264437486153,0.0392798424916861,0.0342151112840168,BRINP1/PTK6/WNT5B/FZD10/WNT5A/SOX9/LEP/WNT7B/BRINP2,9,RNA
BP,GO:0042472,inner ear morphogenesis,11/814,90/18862,0.0016791109556325,0.0399903975190143,0.0348340475574654,TBX18/WNT5A/OTX1/PROX1/SOX9/CHRNA10/ATP8A2/TFAP2A/ZIC1/LHFPL5/STRC,11,RNA
BP,GO:0022604,regulation of cell morphogenesis,25/814,305/18862,0.0016817464616842,0.0399903975190143,0.0348340475574654,CD44/COCH/HCK/CCL7/MDK/WNT5A/FN1/UNC13A/ITPKA/LRP8/PDPN/MELTF/RHOBTB3/MFSD2A/SEMA3E/HAS2/FGG/FGA/FGB/CCL11/F2/CCL13/EFNA5/PLXNB3/SYT3,25,RNA
BP,GO:0060479,lung cell differentiation,5/814,21/18862,0.0016891491253349,0.0399903975190143,0.0348340475574654,SPDEF/SOX9/FOXA1/FOXJ1/GATA6,5,RNA
BP,GO:0060487,lung epithelial cell differentiation,5/814,21/18862,0.0016891491253349,0.0399903975190143,0.0348340475574654,SPDEF/SOX9/FOXA1/FOXJ1/GATA6,5,RNA
BP,GO:0098813,nuclear chromosome segregation,23/814,273/18862,0.0017764016278346,0.0418160259706764,0.0364242800195764,TRIP13/SMC1B/KIF4A/TTK/CDC20/NEK2/CENPF/KIF14/NCAPH/DLGAP5/TOP2A/CCNB1/CDCA8/KIF2C/CDCA5/PTTG1/PLK1/BUB1/UBE2C/HORMAD2/AURKB/KIF18B/SYCP2,23,RNA
BP,GO:0010755,regulation of plasminogen activation,4/814,13/18862,0.0018010647889991,0.0418160259706764,0.0364242800195764,CPB2/SERPINE1/MELTF/SERPINF2,4,RNA
BP,GO:0070307,lens fiber cell development,4/814,13/18862,0.0018010647889991,0.0418160259706764,0.0364242800195764,WNT5B/PROX1/BFSP2/WNT7B,4,RNA
BP,GO:0070486,leukocyte aggregation,4/814,13/18862,0.0018010647889991,0.0418160259706764,0.0364242800195764,CD44/S100A8/S100A9/HAS2,4,RNA
BP,GO:0071692,protein localization to extracellular region,29/814,375/18862,0.0018299998088567,0.0419133024386352,0.03650901368869,GIPR/SYT7/ACHE/KCNN4/IL1A/STEAP3/FOXA2/RSAD2/IL6/IL1RN/MTTP/FBN2/DRD2/ADAM8/SLC16A1/KCNB1/NBL1/NKX6-1/RAB3B/KRT20/FGG/FGA/FGB/SAA1/LEP/ARL4D/HCAR2/EFNA5/IRS2,29,RNA
BP,GO:0050768,negative regulation of neurogenesis,14/814,133/18862,0.0018307351432955,0.0419133024386352,0.03650901368869,RTN4R/SEMA3A/SEMA3C/BRINP1/NR2E1/WNT5A/DLX2/IL6/KIAA0319/DUSP10/NKX6-1/SEMA3E/CCL11/F2,14,RNA
BP,GO:0031424,keratinization,20/814,225/18862,0.0018391891695539,0.0419133024386352,0.03650901368869,PKP1/TGM5/CASP14/KRT23/PERP/PI3/TGM3/KRT34/TCHH/IVL/KLK5/KRT19/KRT15/KRT20/KRT27/SFN/PKP3/KRT39/KRT40/KRT25,20,RNA
BP,GO:0050432,catecholamine secretion,8/814,53/18862,0.0018401387462655,0.0419133024386352,0.03650901368869,SYT7/SYT13/OXT/SYT8/DRD2/KCNB1/KCNA2/SYT3,8,RNA
BP,GO:0070306,lens fiber cell differentiation,6/814,31/18862,0.0018502842985285,0.0419455959373961,0.0365371432733259,WNT5B/PROX1/SLC7A11/BFSP2/WNT7B/SPRED3,6,RNA
BP,GO:0010975,regulation of neuron projection development,32/814,428/18862,0.0018808877959692,0.0423027696113761,0.036848263080019,HGF/RTN4R/HSPA5/CTNNA2/SEMA3A/SEMA3C/PTK6/LIMK1/NCS1/MDK/NR2E1/DPYSL3/WNT5A/FN1/CDC20/EPO/ATP8A2/KIAA0319/ITPKA/ZNF365/CRABP2/LRP8/S100A9/CSMD3/MFSD2A/SHOX2/SEMA3E/TSKU/RTN4RL1/PLXNB3/L1CAM/TENM3,32,RNA
BP,GO:0120254,olefinic compound metabolic process,13/814,119/18862,0.0018836439236026,0.0423027696113761,0.036848263080019,DKKL1/CYP2C18/PTGIS/FADS2/CYP1B1/CYP2C9/CYP1A1/PTGES/FADS1/AKR1C2/CYP4F12/CYP4F3/ELOVL2,13,RNA
BP,GO:0050808,synapse organization,31/814,412/18862,0.0019926739920134,0.0445235720528196,0.0387827159152077,CTNNA2/ADD2/ACHE/OXT/SRPX2/WNT5A/CDC20/SRGN/UNC13A/C1QL1/ITPKA/ZNF365/SYBU/DRD2/KIRREL3/SLC7A11/EPHB1/LRP8/IGFN1/LRFN5/ACTBL2/CTNND2/SEMA3E/SPTBN2/ADGRB1/SLITRK2/ERC2/WNT7B/IL1RAP/C5AR1/L1CAM,31,RNA
BP,GO:0009913,epidermal cell differentiation,28/814,360/18862,0.0020010594181042,0.0445235720528196,0.0387827159152077,PKP1/SULT2B1/FA2H/TGM5/CASP14/KRT23/PERP/WNT5A/PI3/EREG/TGM3/KRT34/GATA6/TCHH/IVL/PITX2/KLK5/KRT19/KRT15/KRT20/KRT27/SFN/PKP3/KRT39/LHFPL5/KRT40/KRT25/STRC,28,RNA
BP,GO:0061035,regulation of cartilage development,9/814,66/18862,0.0020250187549517,0.0448490328861655,0.0390662119255055,PTHLH/NKX3-2/MDK/WNT5A/SOX9/LOXL2/FGF18/SHOX2/LEP,9,RNA
BP,GO:0055078,sodium ion homeostasis,8/814,54/18862,0.0020800150592006,0.0458557448372408,0.0399431187370407,OXT/ATP1A3/IL1A/DRD2/TMPRSS3/ADORA1/SCNN1G/CYP4F12,8,RNA
BP,GO:0046883,regulation of hormone secretion,22/814,260/18862,0.0020938881635779,0.0458668983493484,0.0399528341186146,GIPR/SYT7/OSM/RETN/FOXA2/LIF/IL6/CYP19A1/DRD2/SLC16A1/KCNB1/ADORA1/NKX6-1/SCG5/FGG/FGA/FGB/C1QTNF1/LEP/HCAR2/EFNA5/IRS2,22,RNA
BP,GO:0046394,carboxylic acid biosynthetic process,26/814,327/18862,0.0021034468613366,0.0458668983493484,0.0399528341186146,BCAT1/HSD3B7/TRIB3/FA2H/UGDH/APOA4/PROX1/PTGIS/GAD1/ALOX5AP/FADS2/PSAT1/CYP2C9/CYP1A1/PTGES/FADS1/OLAH/PLOD2/CBS/LIPH/HACD1/ELOVL6/PYCR1/ELOVL2/CES1/CBSL,26,RNA
BP,GO:0045686,negative regulation of glial cell differentiation,5/814,22/18862,0.0021091520048285,0.0458668983493484,0.0399528341186146,NR2E1/DLX2/DUSP10/NKX6-1/F2,5,RNA
BP,GO:0034754,cellular hormone metabolic process,14/814,136/18862,0.0022589760546138,0.0489037789120448,0.0425981402048322,HSD17B2/CYP26A1/CYP2C18/TTR/CYP19A1/CYP1B1/CYP2C9/CYP1A1/CRABP2/AKR1C2/CYP26C1/AKR1B10/AKR1B15/UGT1A8,14,RNA
BP,GO:0002237,response to molecule of bacterial origin,27/814,346/18862,0.002276570801967,0.0490636738755765,0.0427374183593245,SLC11A1/TNIP3/APOB/BDKRB1/HCK/HAMP/SERPINE1/WNT5A/IL1A/PTGFR/SLPI/LBP/EPO/IL6/CYP1A1/DUSP10/S100A8/PTGES/S100A9/CXCL3/PPBP/CXCL1/CSF2/NOD2/CXCL8/CEBPB/C5AR1,27,RNA
CC,GO:0062023,collagen-containing extracellular matrix,56/852,423/19520,1.1448430086998334e-13,5.609730742629184e-11,4.8083406365393005e-11,ITIH4/ITIH1/LAMC2/ACHE/COCH/MXRA5/SRPX2/FGF9/FGL1/APLP1/SERPINE1/AMBP/ATRNL1/KAZALD1/LGALS3BP/VTN/APOA4/MDK/WNT5B/WNT5A/COL7A1/FN1/F3/MMP8/SLPI/COL5A1/FIBCD1/RTBDN/ITGB4/APCS/LOXL2/ADAMDEC1/FBN2/INHBE/S100A8/COL8A1/NCAM1/LAD1/CSTB/S100A9/SERPINF2/FGG/FGA/FGB/LGALS4/F2/THBS2/SERPINA3/LAMB3/SERPINA1/EGFL6/L1CAM/ORM2/ORM1/TMEFF1/ANXA8,56,RNA
CC,GO:0072562,blood microparticle,29/852,146/19520,5.836799621932713e-12,1.4300159073735144e-09,1.2257279206058698e-09,CFH/CP/ITIH4/ITIH1/TF/APOL1/AMBP/LGALS3BP/VTN/APOA4/FN1/CFHR3/APCS/C1R/SERPINF2/FGG/FGA/FGB/HSPA6/C8G/CPN2/F2/C1S/POTEE/SERPINA3/ORM2/ORM1/CFHR1/HPR,29,RNA
CC,GO:0005788,endoplasmic reticulum lumen,38/852,306/19520,6.6138872827900385e-09,1.0802682561890396e-06,9.259442195906056e-07,PLAUR/HSPA5/CP/APOB/TF/SERPIND1/APOL1/CHRDL1/APOA4/WNT5B/WNT5A/COL7A1/FN1/QSOX1/F10/COL5A1/CKAP4/IL6/MTTP/SERPINA10/FKBP10/COL8A1/IGFBP1/DMP1/MELTF/GPX8/CERCAM/PCSK9/COL22A1/MZB1/FGG/FGA/F2/F8/PDIA2/WNT7B/SERPINA1/CES1,38,RNA
CC,GO:0031093,platelet alpha granule lumen,16/852,67/19520,2.097258402591216e-08,2.56914154317424e-06,2.2021213227207773e-06,HGF/ACTN2/SERPINE1/FN1/QSOX1/SRGN/PPBP/SERPINF2/FGG/FGA/FGB/F8/SERPINA3/SERPINA1/ORM2/ORM1,16,RNA
CC,GO:0031091,platelet alpha granule,18/852,91/19520,6.47429109257499e-08,6.3448052707234894e-06,5.438404517762992e-06,HGF/ACTN2/SERPINE1/FN1/QSOX1/SRGN/LHFPL2/PPBP/SERPINF2/FGG/FGA/FGB/F8/THBS2/SERPINA3/SERPINA1/ORM2/ORM1,18,RNA
CC,GO:0031983,vesicle lumen,37/852,328/19520,1.306430126149667e-07,1.0669179363555611e-05,9.145010883047669e-06,HGF/ITIH4/ACTN2/APOB/TF/RETN/SERPINE1/LGALS3BP/FN1/QSOX1/MMP8/TTR/SRGN/SLPI/TCN1/GALNS/S100A8/CDA/CSTB/HK3/ITIH3/S100A9/PTX3/PPBP/CXCL1/SERPINF2/RNASE2/LRG1/FGG/FGA/FGB/HSPA6/F8/SERPINA3/SERPINA1/ORM2/ORM1,37,RNA
CC,GO:0034774,secretory granule lumen,36/852,322/19520,2.406593091675246e-07,1.6846151641726724e-05,1.4439558550051478e-05,HGF/ITIH4/ACTN2/TF/RETN/SERPINE1/LGALS3BP/FN1/QSOX1/MMP8/TTR/SRGN/SLPI/TCN1/GALNS/S100A8/CDA/CSTB/HK3/ITIH3/S100A9/PTX3/PPBP/CXCL1/SERPINF2/RNASE2/LRG1/FGG/FGA/FGB/HSPA6/F8/SERPINA3/SERPINA1/ORM2/ORM1,36,RNA
CC,GO:0060205,cytoplasmic vesicle lumen,36/852,326/19520,3.260754602850212e-07,1.9972121942457547e-05,1.711896166496361e-05,HGF/ITIH4/ACTN2/TF/RETN/SERPINE1/LGALS3BP/FN1/QSOX1/MMP8/TTR/SRGN/SLPI/TCN1/GALNS/S100A8/CDA/CSTB/HK3/ITIH3/S100A9/PTX3/PPBP/CXCL1/SERPINF2/RNASE2/LRG1/FGG/FGA/FGB/HSPA6/F8/SERPINA3/SERPINA1/ORM2/ORM1,36,RNA
CC,GO:0031225,anchored component of membrane,24/852,170/19520,3.872406632449338e-07,2.1083102776668616e-05,1.8071230951430245e-05,PLAUR/RTN4R/RAB27B/ACHE/ULBP1/LYPD3/NRN1/ART1/ULBP2/ULBP3/RTBDN/MDGA2/NCAM1/LYPD1/LY6K/FCGR3B/MELTF/NOD2/RAB3B/EFNA5/LSAMP/RTN4RL1/CD177/TDGF1,24,RNA
CC,GO:0070820,tertiary granule,23/852,164/19520,7.587448915403063e-07,3.7178499685475006e-05,3.1867285444692864e-05,SLC11A1/PKP1/QSOX1/CHRNB4/MMP8/PLAU/ADGRE3/TCN1/GPR84/ADAM8/CDA/CSTB/PTX3/PPBP/CXCL1/FPR2/FPR1/LRG1/MCEMP1/FCAR/CD177/ORM1/CLEC5A,23,RNA
CC,GO:0042581,specific granule,22/852,160/19520,1.8403537846685263e-06,8.197939586250709e-05,7.026805359643465e-05,PLAUR/RETN/QSOX1/CHRNB4/MMP8/PLAU/SLPI/TCN1/CKAP4/GPR84/ADAM8/PTX3/CXCL1/FPR2/LRG1/ADGRG3/MCEMP1/FCAR/CD177/ORM2/ORM1/CLEC5A,22,RNA
CC,GO:0005604,basement membrane,15/852,94/19520,1.3034214831481796e-05,0.0005322304389521734,0.0004561975191018629,LAMC2/ACHE/FGF9/APLP1/ATRNL1/COL7A1/FN1/COL5A1/ITGB4/LOXL2/COL8A1/LAD1/LAMB3/EGFL6/TMEFF1,15,RNA
CC,GO:0046658,anchored component of plasma membrane,11/852,60/19520,4.956636919941175e-05,0.0018682708390547,0.001601375004904,RTN4R/ULBP1/LYPD3/ULBP2/ULBP3/RTBDN/MELTF/NOD2/EFNA5/RTN4RL1/CD177,11,RNA
CC,GO:0098688,parallel fiber to Purkinje cell synapse,5/852,12/19520,9.594093401698483e-05,0.0033579326905944,0.0028782280205095,P2RX6/PLCB4/GRIA3/CALB2/SPTBN2,5,RNA
CC,GO:1904724,tertiary granule lumen,10/852,55/19520,0.00011672648925448712,0.0037188696556817,0.0031876025620129,QSOX1/MMP8/TCN1/CDA/CSTB/PTX3/PPBP/CXCL1/LRG1/ORM1,10,RNA
CC,GO:0034364,high-density lipoprotein particle,7/852,27/19520,0.00012143247855287476,0.0037188696556817,0.0031876025620129,APOB/APOL1/PLTP/APOA4/SAA2/SAA1/HPR,7,RNA
CC,GO:0000940,condensed chromosome outer kinetochore,5/852,14/19520,0.00022542541189844584,0.006497555990014,0.0055693337057263,CENPF/CCNB1/SKA1/PLK1/BUB1,5,RNA
CC,GO:0035580,specific granule lumen,10/852,62/19520,0.0003257865977756668,0.0088686351616709,0.0076016872814322,RETN/QSOX1/MMP8/SLPI/TCN1/PTX3/CXCL1/LRG1/ORM2/ORM1,10,RNA
CC,GO:0035579,specific granule membrane,12/852,91/19520,0.0005858463853436293,0.0151086699378093,0.0129502885181223,PLAUR/CHRNB4/PLAU/CKAP4/GPR84/ADAM8/FPR2/ADGRG3/MCEMP1/FCAR/CD177/CLEC5A,12,RNA
CC,GO:0097060,synaptic membrane,30/852,368/19520,0.0008053250148900874,0.0180551827873152,0.0154758709605559,SYT7/CDH10/ACTN2/P2RX6/SRPX2/SLC1A6/OTOF/CHRNB4/GRIA3/CHRNA10/UNC13A/ANK2/TENM2/DRD2/KCNB1/ADORA1/IL31RA/LRFN5/HTR3A/CHRNA5/CALB2/FOSL1/KCNA2/KPNA2/MX2/KCND2/SLITRK2/GABRA5/ERC2/GRM7,30,RNA
CC,GO:0034358,plasma lipoprotein particle,7/852,36/19520,0.0008106408598386433,0.0180551827873152,0.0154758709605559,APOB/APOL1/PLTP/APOA4/SAA2/SAA1/HPR,7,RNA
CC,GO:1990777,lipoprotein particle,7/852,36/19520,0.0008106408598386433,0.0180551827873152,0.0154758709605559,APOB/APOL1/PLTP/APOA4/SAA2/SAA1/HPR,7,RNA
CC,GO:0032809,neuronal cell body membrane,6/852,28/19520,0.0011213937090358,0.0238905616272861,0.0204776242519595,ATP1A3/KCNB1/KCNA2/KCNB2/KCND2/GABRA5,6,RNA
CC,GO:0070821,tertiary granule membrane,10/852,73/19520,0.0012233064301406,0.0249758396153725,0.0214078625274621,SLC11A1/CHRNB4/PLAU/GPR84/ADAM8/FPR2/MCEMP1/FCAR/CD177/CLEC5A,10,RNA
CC,GO:0032994,protein-lipid complex,7/852,39/19520,0.0013332565503358,0.0261318283865829,0.0223987100456425,APOB/APOL1/PLTP/APOA4/SAA2/SAA1/HPR,7,RNA
CC,GO:0098982,GABA-ergic synapse,9/852,64/19520,0.0017593872928942,0.0324427624042934,0.0278080820608229,CDH10/ATP2B3/DRD2/LRFN5/KCND2/SLITRK2/GABRA5/ERC2/SLC6A17,9,RNA
CC,GO:0000779,"condensed chromosome, centromeric region",13/852,117/19520,0.0017876624181957,0.0324427624042934,0.0278080820608229,BIRC5/CENPA/NEK2/CENPF/HJURP/CCNB1/KIF2C/SKA1/PLK1/BUB1/CEBPB/AURKB/CENPW,13,RNA
CC,GO:0044298,cell body membrane,6/852,31/19520,0.0019605545397509,0.0331989924626106,0.0284562792536662,ATP1A3/KCNB1/KCNA2/KCNB2/KCND2/GABRA5,6,RNA
CC,GO:0030667,secretory granule membrane,25/852,305/19520,0.0019648383294198,0.0331989924626106,0.0284562792536662,PLAUR/SLC11A1/CD44/RAB27B/MOXD1/PKP1/SLC17A9/CHRNB4/PLAU/CCDC136/ATP8B3/ADGRE3/CKAP4/GPR84/LHFPL2/ADAM8/FCGR3B/FPR2/FPR1/ADGRG3/MCEMP1/FCAR/C5AR1/CD177/CLEC5A,25,RNA
CC,GO:0000775,"chromosome, centromeric region",18/852,196/19520,0.0024092718420657,0.0393514400870739,0.0337298057889204,SMC1B/BIRC5/TTK/CENPA/NEK2/CENPF/HJURP/TOP2A/CCNB1/CDCA8/KIF2C/CDCA5/SKA1/PLK1/BUB1/CEBPB/AURKB/CENPW,18,RNA
CC,GO:0031233,intrinsic component of external side of plasma membrane,5/852,23/19520,0.0027326313993803,0.0424118953953634,0.0363530531960257,RTN4R/F3/F10/RTBDN/EFNA5,5,RNA
CC,GO:0098793,presynapse,35/852,487/19520,0.0027697564339829,0.0424118953953634,0.0363530531960257,SYT7/CDH10/RAB27B/ATP2B3/CNGB1/CHAT/SEPTIN3/OXT/SLC1A6/NCS1/KCNIP3/OTOF/GRM4/LAMP5/SYNGR3/GAD1/UNC13A/C1QL1/SYT8/DRD2/KIRREL3/SLC1A7/ADORA1/IL31RA/HTR3A/RAB3B/CALB2/SPTBN2/FOSL1/KCNA2/MX2/GABRA5/ERC2/GRM7/SLC6A17,35,RNA
MF,GO:0004867,serine-type endopeptidase inhibitor activity,22/815,98/18337,2.441295835141645e-10,1.996979993145866e-07,1.732035150405757e-07,ITIH4/ITIH1/SERPIND1/TFPI2/SERPINE1/AMBP/COL7A1/PI3/SLPI/WFDC3/SERPINA10/SPINT4/ITIH3/SERPINA12/SERPINF2/WFDC13/WFDC12/WFDC5/WFDC10B/SERPINA11/SERPINA3/SERPINA1,22,RNA
MF,GO:0030414,peptidase inhibitor activity,28/815,187/18337,1.6687594238490183e-08,6.825226043542483e-06,5.91970448249599e-06,ITIH4/ITIH1/BIRC5/SERPIND1/TFPI2/SERPINE1/AMBP/COL7A1/PI3/SLPI/WFDC3/TNFSF14/PI15/SERPINA10/SPINT4/CSTB/ITIH3/PTTG1/SERPINA12/SERPINF2/WFDC13/WFDC12/CST2/WFDC5/WFDC10B/SERPINA11/SERPINA3/SERPINA1,28,RNA
MF,GO:0004866,endopeptidase inhibitor activity,27/815,180/18337,2.8876569459499174e-08,7.873677939290108e-06,6.829055373930682e-06,ITIH4/ITIH1/BIRC5/SERPIND1/TFPI2/SERPINE1/AMBP/COL7A1/PI3/SLPI/WFDC3/TNFSF14/SERPINA10/SPINT4/CSTB/ITIH3/PTTG1/SERPINA12/SERPINF2/WFDC13/WFDC12/CST2/WFDC5/WFDC10B/SERPINA11/SERPINA3/SERPINA1,27,RNA
MF,GO:0061135,endopeptidase regulator activity,27/815,192/18337,1.1368010031948627e-07,2.324758051533494e-05,2.016325989877204e-05,ITIH4/ITIH1/BIRC5/SERPIND1/TFPI2/SERPINE1/AMBP/COL7A1/PI3/SLPI/WFDC3/TNFSF14/SERPINA10/SPINT4/CSTB/ITIH3/PTTG1/SERPINA12/SERPINF2/WFDC13/WFDC12/CST2/WFDC5/WFDC10B/SERPINA11/SERPINA3/SERPINA1,27,RNA
MF,GO:0061134,peptidase regulator activity,29/815,230/18337,4.200547146242716e-07,6.872095131253083e-05,5.960355319089664e-05,ITIH4/ITIH1/BIRC5/SERPIND1/TFPI2/SERPINE1/AMBP/COL7A1/FN1/PI3/SLPI/WFDC3/TNFSF14/PI15/SERPINA10/SPINT4/CSTB/ITIH3/PTTG1/SERPINA12/SERPINF2/WFDC13/WFDC12/CST2/WFDC5/WFDC10B/SERPINA11/SERPINA3/SERPINA1,29,RNA
MF,GO:0005539,glycosaminoglycan binding,27/815,228/18337,3.531967907081851e-06,0.0004332562474720431,0.0003757749463340073,CFH/CD44/RTN4R/LAMC2/CCN5/HMMR/APOB/SERPIND1/RSPO4/FGF9/APLP1/CCL7/VTN/MDK/DPYSL3/PODXL2/FN1/COL5A1/SERPINA10/LRTM1/LIPH/NELL1/NOD2/SAA1/F2/RTN4RL1/THBS2,27,RNA
MF,GO:0008201,heparin binding,22/815,164/18337,3.7075717998830087e-06,0.0004332562474720431,0.0003757749463340073,CFH/RTN4R/LAMC2/CCN5/APOB/SERPIND1/RSPO4/FGF9/APLP1/CCL7/VTN/MDK/FN1/COL5A1/SERPINA10/LRTM1/LIPH/NELL1/SAA1/F2/RTN4RL1/THBS2,22,RNA
MF,GO:0030546,signaling receptor activator activity,44/815,492/18337,8.765700499312995e-06,0.0008962928760547537,0.0007773792284917051,HGF/SEMA3A/SEMA3C/PTHLH/OSM/OXT/FGF9/RETN/HAMP/NAMPT/CCL7/MDK/WNT5B/WNT5A/IL1A/CCL20/TTR/EREG/TNFSF14/LIF/EPO/IL6/IL1RN/FGF5/INHBE/UCN2/TSLP/FGF18/NBL1/CXCL3/PPBP/CXCL1/CSF2/CXCL8/SEMA3E/CCL11/LEP/F2/CCL13/PMCH/EFNA5/WNT7B/TDGF1/LEFTY1,44,RNA
MF,GO:0048018,receptor ligand activity,43/815,486/18337,1.439876664739734e-05,0.0011842452548122,0.0010271281710763,HGF/SEMA3A/SEMA3C/PTHLH/OSM/OXT/FGF9/RETN/HAMP/NAMPT/CCL7/MDK/WNT5B/WNT5A/IL1A/CCL20/TTR/EREG/TNFSF14/LIF/EPO/IL6/IL1RN/FGF5/INHBE/UCN2/TSLP/FGF18/NBL1/CXCL3/PPBP/CXCL1/CSF2/CXCL8/SEMA3E/CCL11/LEP/F2/CCL13/PMCH/WNT7B/TDGF1/LEFTY1,43,RNA
MF,GO:1901681,sulfur compound binding,28/815,260/18337,1.447732585345008e-05,0.0011842452548122,0.0010271281710763,CFH/TKTL1/RTN4R/LAMC2/CCN5/APOB/SERPIND1/RSPO4/FGF9/APLP1/CCL7/VTN/MDK/DPYSL3/FN1/COL5A1/SERPINA10/LRTM1/PTGES/CBS/LIPH/NELL1/SAA1/F2/RTN4RL1/THBS2/RYR2/CBSL,28,RNA
MF,GO:0015267,channel activity,42/815,477/18337,2.0280593110450055e-05,0.0014527312863137,0.0012599934203776,KCNG1/KCNH2/CNGB1/ASIC4/PANX2/FXYD3/P2RX6/APOL1/NALCN/AQP9/KCNN4/NCS1/KCNIP3/CHRNB4/GJA3/KCNS1/KCNK15/KCNK17/GRIA3/CHRNA10/CLCA2/TRPC3/TRPM8/CACNA1B/SCN3A/KCNJ6/KCNB1/TMEM63C/HTR3A/SCNN1G/TRPV3/CHRNA5/LRRC8E/CATSPER1/KCNA2/KCNB2/KCND2/GABRA5/GJB5/RYR2/ASIC5/FXYD1,42,RNA
MF,GO:0022803,passive transmembrane transporter activity,42/815,478/18337,2.131146141291632e-05,0.0014527312863137,0.0012599934203776,KCNG1/KCNH2/CNGB1/ASIC4/PANX2/FXYD3/P2RX6/APOL1/NALCN/AQP9/KCNN4/NCS1/KCNIP3/CHRNB4/GJA3/KCNS1/KCNK15/KCNK17/GRIA3/CHRNA10/CLCA2/TRPC3/TRPM8/CACNA1B/SCN3A/KCNJ6/KCNB1/TMEM63C/HTR3A/SCNN1G/TRPV3/CHRNA5/LRRC8E/CATSPER1/KCNA2/KCNB2/KCND2/GABRA5/GJB5/RYR2/ASIC5/FXYD1,42,RNA
MF,GO:0005261,cation channel activity,32/815,333/18337,3.690249172556537e-05,0.0023220183255009,0.0020139497508527,KCNG1/KCNH2/CNGB1/ASIC4/P2RX6/NALCN/KCNN4/NCS1/KCNIP3/CHRNB4/KCNS1/KCNK15/KCNK17/GRIA3/CHRNA10/TRPC3/TRPM8/CACNA1B/SCN3A/KCNJ6/KCNB1/TMEM63C/HTR3A/SCNN1G/TRPV3/CHRNA5/CATSPER1/KCNA2/KCNB2/KCND2/RYR2/ASIC5,32,RNA
MF,GO:0005216,ion channel activity,38/815,429/18337,4.3802610794251255e-05,0.0025593239735498,0.0022197714041598,KCNG1/KCNH2/CNGB1/ASIC4/FXYD3/P2RX6/APOL1/NALCN/KCNN4/NCS1/KCNIP3/CHRNB4/KCNS1/KCNK15/KCNK17/GRIA3/CHRNA10/CLCA2/TRPC3/TRPM8/CACNA1B/SCN3A/KCNJ6/KCNB1/TMEM63C/HTR3A/SCNN1G/TRPV3/CHRNA5/LRRC8E/CATSPER1/KCNA2/KCNB2/KCND2/GABRA5/RYR2/ASIC5/FXYD1,38,RNA
MF,GO:0046873,metal ion transmembrane transporter activity,37/815,425/18337,7.891058391227178e-05,0.0040619757722136,0.0035230622448487,SLC11A1/KCNG1/KCNH2/ATP2C2/ATP2B3/SLC6A15/ASIC4/NALCN/KCNN4/SLC1A6/ATP1A3/NCS1/KCNIP3/KCNS1/KCNK15/KCNK17/CHRNA10/TRPC3/TRPM8/CACNA1B/SCN3A/KCNJ6/KCNB1/SLC9C2/SCNN1G/TRPV3/MFSD2A/NIPAL4/CATSPER1/KCNA2/KCNB2/KCND2/SLC30A10/SLC28A3/RYR2/SLC12A8/ASIC5,37,RNA
MF,GO:0070330,aromatase activity,7/815,25/18337,7.945184884525389e-05,0.0040619757722136,0.0035230622448487,CYP2C18/CYP19A1/CYP1B1/CYP2C9/CYP1A1/CYP4F12/CYP4F3,7,RNA
MF,GO:0022836,gated channel activity,31/815,337/18337,0.00010949293648456226,0.0052480116556473,0.0045517434769093,KCNG1/KCNH2/CNGB1/ASIC4/P2RX6/NALCN/KCNN4/NCS1/KCNIP3/CHRNB4/KCNS1/KCNK17/GRIA3/CHRNA10/CLCA2/TRPM8/CACNA1B/SCN3A/KCNJ6/KCNB1/TMEM63C/HTR3A/SCNN1G/CHRNA5/CATSPER1/KCNA2/KCNB2/KCND2/GABRA5/RYR2/ASIC5,31,RNA
MF,GO:0004857,enzyme inhibitor activity,34/815,385/18337,0.00011548191907292387,0.0052480116556473,0.0045517434769093,ITIH4/ITIH1/GCKR/BIRC5/SERPIND1/TRIB3/TFPI2/SERPINE1/AMBP/COL7A1/PI3/SLPI/WFDC3/TNFSF14/PPP1R1A/PI15/SERPINA10/SPINT4/CSTB/ITIH3/PTTG1/SERPINA12/SCG5/SERPINF2/WFDC13/WFDC12/CST2/WFDC5/SFN/WFDC10B/SERPINA11/SERPINA3/SERPINA1/UGT1A8,34,RNA
