ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Data
CC,GO:0031970,organelle envelope lumen,38/1616,93/19520,9.677632474452387e-18,1.5542864277150802e-16,1.2594813555268181e-16,SDHAF3/GATM/AIFM1/CLPB/ARL2/NDUFB7/COA7/COA6/CHCHD10/CHCHD5/UQCC2/COA4/NDUFS5/NDUFS1/CHCHD7/THEM4/CYCS/TIMM8A/TIMM8B/PNPT1/OPA1/CHCHD4/MYOC/IMMT/TRAP1/STOML2/TRIAP1/COX19/NDUFA8/PTGES/CMC4/PPOX/TIMM10/TIMM9/TIMM13/AK2/COX17/SUOX,38,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0005903,brush border,39/1616,101/19520,3.714782774105553e-17,5.790690794929245e-16,4.692357188343857e-16,MTTP/SLC27A4/ADD3/USH1C/ATP6V0A4/SLC3A1/CA4/MME/ENPEP/SLC22A5/AQP1/ABCC2/SLC7A9/SLC5A1/VIL1/LRP2/DCXR/MYH14/ESPN/SLC26A6/SLC9A3R1/CDHR2/CDHR5/PDZD3/SLC34A3/ANKS4B/FOLR1/SLC2A2/PLS1/CUBN/SLC34A1/SLC9A3/PDZK1/SLC17A3/SLC22A12/PTH1R/AMN/MYO7B/SLC6A19,39,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0005741,mitochondrial outer membrane,55/1616,195/19520,2.010845633055101e-16,3.044994815769153e-15,2.467443664019493e-15,ACSL1/ARMCX1/ARMCX2/RHOT1/ASS1/ARMC1/PGAM5/BPHL/CISD1/FAM210B/TOMM5/MTERF3/FIS1/SAMM50/CHCHD6/MFN2/GDAP1/CYP24A1/CPT1A/CPT1B/CYB5A/CYP27B1/DAO/COASY/APOO/DNAJC11/OPA1/CHCHD3/MFN1/ARMCX6/USP30/NIPSNAP2/GK/MYOC/HSPA9/MGST1/LETMD1/VDAC3/IMMT/FUNDC1/HADHB/MTX1/RTN4IP1/PHB/PLA2G2A/MICOS13/CNP/KMO/MAOA/MAOB/MTARC2/MICOS10/MTX2/MTX3/VDAC2,55,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0009295,nucleoid,25/1616,44/19520,2.2372748645117437e-16,3.2047450761924977e-15,2.596893726090446e-15,HSD17B10/SLC25A5/ACADVL/ATP5F1B/DBT/TEFM/UQCC2/TFB1M/POLDIP2/TUFM/DDX28/FASTKD5/TRMT10C/TFB2M/CPS1/HADHA/LRPPRC/HSPA9/FASTKD2/LONP1/HADHB/TFAM/CLPX/GRSF1/VDAC2,25,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0042645,mitochondrial nucleoid,25/1616,44/19520,2.2372748645117437e-16,3.2047450761924977e-15,2.596893726090446e-15,HSD17B10/SLC25A5/ACADVL/ATP5F1B/DBT/TEFM/UQCC2/TFB1M/POLDIP2/TUFM/DDX28/FASTKD5/TRMT10C/TFB2M/CPS1/HADHA/LRPPRC/HSPA9/FASTKD2/LONP1/HADHB/TFAM/CLPX/GRSF1/VDAC2,25,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0031968,organelle outer membrane,58/1616,220/19520,8.903739848809275e-16,1.2418373999655042e-14,1.0062952516105774e-14,ACSL1/ARMCX1/ARMCX2/RHOT1/ASS1/ARMC1/PGAM5/BPHL/CISD1/FAM210B/TOMM5/MTERF3/FIS1/SAMM50/CHCHD6/MFN2/GDAP1/CYP24A1/CPT1A/CPT1B/CYB5A/CYP27B1/DAO/COASY/APOO/DNAJC11/CLMN/OPA1/RETSAT/CHCHD3/MFN1/ARMCX6/USP30/NIPSNAP2/GK/MYOC/LRPPRC/HSPA9/MGST1/LETMD1/VDAC3/IMMT/FUNDC1/HADHB/MTX1/RTN4IP1/PHB/PLA2G2A/MICOS13/CNP/KMO/MAOA/MAOB/MTARC2/MICOS10/MTX2/MTX3/VDAC2,58,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0019867,outer membrane,58/1616,222/19520,1.3863345132158005e-15,1.883993056421472e-14,1.5266517716384527e-14,ACSL1/ARMCX1/ARMCX2/RHOT1/ASS1/ARMC1/PGAM5/BPHL/CISD1/FAM210B/TOMM5/MTERF3/FIS1/SAMM50/CHCHD6/MFN2/GDAP1/CYP24A1/CPT1A/CPT1B/CYB5A/CYP27B1/DAO/COASY/APOO/DNAJC11/CLMN/OPA1/RETSAT/CHCHD3/MFN1/ARMCX6/USP30/NIPSNAP2/GK/MYOC/LRPPRC/HSPA9/MGST1/LETMD1/VDAC3/IMMT/FUNDC1/HADHB/MTX1/RTN4IP1/PHB/PLA2G2A/MICOS13/CNP/KMO/MAOA/MAOB/MTARC2/MICOS10/MTX2/MTX3/VDAC2,58,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0045259,proton-transporting ATP synthase complex,17/1616,23/19520,2.3221901024608162e-14,3.076901885760582e-13,2.493298846852667e-13,ATP5PF/ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5F1E/ATP5PB/ATP5PD/ATP5ME/ATP5MF/ATP5MG/ATP5PO/ATP6/PPIF/ATP5MK/ATP5MJ/DMAC2L,17,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0070069,cytochrome complex,21/1616,36/19520,2.765555914580657e-14,3.5749869139701184e-13,2.8969109451833333e-13,BCS1L/COA6/NDUFA4/COX2/COX3/COX1/COX8A/COX4I1/COX6A1/COX6B1/UQCRC1/UQCR10/UQCRC2/UQCRH/UQCRB/UQCRQ/UQCRFS1/CYC1/COX5A/COX7B/COX7C,21,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0016323,basolateral plasma membrane,53/1616,211/19520,1.315103117164744e-13,1.6595348859459866e-12,1.3447670972511672e-12,EPCAM/SLC3A2/MTTP/SLC12A6/CNNM2/ABCC6/ATP1B1/ATP6V1B1/BSND/KCNJ16/CADM1/ST14/ERBB2/CLDN7/ANK2/AQP1/SLC26A6/DLG1/DSP/MAP7/SLC26A1/CASR/SLC47A1/LIN7C/FOLR1/SLC6A13/SLC2A9/SLC4A4/PALM/ABCA8/KCNJ10/SLC7A8/SLC7A7/ENPP1/SLC16A10/SLC13A3/SLC22A7/SLC22A6/SLC22A8/SLCO4C1/SLC51A/SLC51B/PTH1R/GM2A/HPGD/SLC6A6/ANK3/AQP2/ATP1A1/CDH16/PROM2/SLC39A5/UMOD,53,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0031526,brush border membrane,26/1616,59/19520,1.6341897564463826e-13,2.014233885852518e-12,1.6321895241863506e-12,MTTP/SLC27A4/ATP6V0A4/SLC3A1/CA4/SLC22A5/AQP1/ABCC2/SLC7A9/SLC5A1/LRP2/SLC26A6/SLC9A3R1/CDHR2/CDHR5/SLC34A3/FOLR1/CUBN/SLC34A1/SLC9A3/PDZK1/SLC17A3/SLC22A12/PTH1R/AMN/SLC6A19,26,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0005753,mitochondrial proton-transporting ATP synthase complex,16/1616,22/19520,2.095418753042507e-13,2.524027134346656e-12,2.045289117802256e-12,ATP5PF/ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5F1E/ATP5PB/ATP5PD/ATP5ME/ATP5MF/ATP5MG/ATP5PO/ATP6/PPIF/ATP5MK/ATP5MJ,16,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0015935,small ribosomal subunit,29/1616,74/19520,2.601381294134151e-13,3.0638490797580002e-12,2.48272179650698e-12,MRPS26/MRPS6/MRPS22/MRPS18B/MRPS16/MRPS18C/MRPS33/MRPS2/DAP3/MRPS36/MRPS18A/MRPS10/MRPS15/MRPS11/MRPS14/MRPS28/MRPS17/MRPL42/MRPS24/MRPS31/MRPS27/MRPS35/MRPS34/MRPS7/MRPS5/MRPS9/LARP4/MRPS12/MRPS21,29,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0009925,basal plasma membrane,56/1616,240/19520,7.341403863337477e-13,8.458574016454049e-12,6.854216879271604e-12,EPCAM/SLC3A2/MTTP/SLC12A6/CNNM2/ABCC6/LDLRAP1/ATP1B1/ATP6V1B1/BSND/KCNJ16/CADM1/ST14/ERBB2/CLDN7/ANK2/AQP1/SLC26A6/DLG1/DSP/MAP7/SLC26A1/TACSTD2/CASR/SLC47A1/LIN7C/FOLR1/SLC6A13/SLC2A9/SLC4A4/PALM/ABCA8/KCNJ10/SLC7A8/SLC7A7/ENPP1/SLC16A10/SLC13A3/SLC22A7/SLC22A6/SLC22A8/SLCO4C1/SLC51A/SLC51B/PTH1R/GM2A/HPGD/SLC23A1/SLC6A6/ANK3/AQP2/ATP1A1/CDH16/PROM2/SLC39A5/UMOD,56,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0098862,cluster of actin-based cell projections,43/1616,156/19520,9.056170813984588e-13,1.0212277726408152e-11,8.27529158366341e-12,MTTP/SLC27A4/ADD3/USH1C/ATP6V0A4/SLC3A1/TPRN/CA4/CALB1/MME/ENPEP/SLC22A5/AQP1/ABCC2/SLC7A9/SLC5A1/PVALB/VIL1/LRP2/DCXR/MYH14/ESPN/SLC26A6/SLC9A3R1/CDHR2/CDHR5/PDZD3/SLC34A3/ANKS4B/FOLR1/SLC2A2/PLS1/CUBN/SLC34A1/SLC9A3/PDZK1/SLC17A3/SLC22A12/PTH1R/AMN/MYO3B/MYO7B/SLC6A19,43,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0001401,SAM complex,12/1616,13/19520,1.1991984261964871e-12,1.2970921752737511e-11,1.0510697269348376e-11,SAMM50/CHCHD6/APOO/DNAJC11/CHCHD3/HSPA9/IMMT/MTX1/MICOS13/MICOS10/MTX2/MTX3,12,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0140275,MIB complex,12/1616,13/19520,1.1991984261964871e-12,1.2970921752737511e-11,1.0510697269348376e-11,SAMM50/CHCHD6/APOO/DNAJC11/CHCHD3/HSPA9/IMMT/MTX1/MICOS13/MICOS10/MTX2/MTX3,12,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0033178,"proton-transporting two-sector ATPase complex, catalytic domain",14/1616,18/19520,1.5004214628822114e-12,1.5788533962603318e-11,1.2793886507928809e-11,ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5F1E/ATP5PO/ATP6V1A/ATP6V1B1/ATP6V1B2/ATP6V1C1/ATP6V1C2/ATP6V1E1/ATP6V1F/ATP6V1H,14,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0045178,basal part of cell,58/1616,258/19520,1.5192740228165456e-12,1.5788533962603318e-11,1.2793886507928809e-11,EPCAM/SLC3A2/MTTP/SLC12A6/CNNM2/ABCC6/LDLRAP1/ATP1B1/ATP6V1B1/BSND/KCNJ16/CADM1/ST14/ERBB2/CLDN7/ANK2/AQP1/SLC26A6/DLG1/DSP/MAP7/SLC26A1/TACSTD2/CASR/SLC47A1/LIN7C/FOLR1/SLC6A13/SLC2A9/SLC4A4/PRCP/PALM/ABCA8/KCNJ10/SLC7A8/SLC7A7/ENPP1/SLC16A10/SLC13A3/SLC22A7/SLC22A6/SLC22A8/SLCO4C1/SLC51A/SLC51B/REG1A/PTH1R/GM2A/HPGD/SLC23A1/SLC6A6/ANK3/AQP2/ATP1A1/CDH16/PROM2/SLC39A5/UMOD,58,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0005902,microvillus,31/1616,91/19520,3.1741997219633378e-12,3.235242024308787e-11,2.621606248099276e-11,MTTP/TBC1D10A/SLC27A4/USH1C/ATP6V1A/ATP6V1B1/ATP6V1B2/ATP6V1E1/CLIC4/VIL1/DCXR/MYO6/RDX/ESPN/SLC9A3R1/RAPGEF3/CDHR2/CDHR5/ANKS4B/NFASC/KIF13B/PODXL/AOC3/SLC7A8/PDZK1/SLC6A6/CNP/DPEP1/IQGAP2/MYO7B/PROM2,31,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0045239,tricarboxylic acid cycle enzyme complex,12/1616,14/19520,7.757554204386929e-12,7.757554204386931e-11,6.286161103058328e-11,DBT/MRPS36/DLD/DLST/OGDH/OGDHL/SUCLA2/BCKDHA/BCKDHB/FH/SUCLG1/SUCLG2,12,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0033176,proton-transporting V-type ATPase complex,16/1616,27/19520,2.4521458678323e-11,2.406735759168739e-10,1.950244666813993e-10,ATP6V1A/ATP6V1B1/ATP6V1B2/ATP6V1C1/ATP6V0C/ATP6V1C2/ATP6V0D1/ATP6V0D2/ATP6V1G1/ATP6V1G2/ATP6V1G3/ATP6V1D/ATP6V0A1/ATP6V0A4/ATP6V1F/ATP6V1H,16,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0031314,extrinsic component of mitochondrial inner membrane,12/1616,15/19520,3.584647713367894e-11,3.4542968874272427e-10,2.799112472830815e-10,ACADVL/COQ8A/NDUFAF5/TAMM41/NOA1/COQ7/COQ6/COQ4/OPA1/ATP23/COQ5/COQ3,12,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0045277,respiratory chain complex IV,14/1616,22/19520,1.1403844497619555e-10,1.079292425667565e-09,8.745805554565375e-10,COA6/NDUFA4/COX2/COX3/COX1/COX8A/COX4I1/COX6A1/COX6B1/UQCRC2/UQCRFS1/COX5A/COX7B/COX7C,14,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0098799,outer mitochondrial membrane protein complex,14/1616,23/19520,2.6915227521079126e-10,2.5026439624863046e-09,2.0279617412004223e-09,TOMM5/SAMM50/CHCHD6/APOO/DNAJC11/CHCHD3/MFN1/HSPA9/IMMT/MTX1/MICOS13/MICOS10/MTX2/MTX3,14,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0033177,"proton-transporting two-sector ATPase complex, proton-transporting domain",14/1616,24/19520,5.966002201105497e-10,5.4516916665274375e-09,4.417656802270497e-09,ATP5PF/ATP5PB/ATP5PD/ATP5ME/ATP5MF/ATP5MG/ATP5PO/ATP6/ATP6V0C/ATP6V0D1/ATP6V0D2/ATP6V0A1/ATP6V0A4/DMAC2L,14,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0016471,vacuolar proton-transporting V-type ATPase complex,12/1616,18/19520,1.154672982365336e-09,1.0372486112773356e-08,8.405112877877916e-09,ATP6V1B1/ATP6V1C1/ATP6V1C2/ATP6V0D1/ATP6V0D2/ATP6V1G1/ATP6V1G2/ATP6V1G3/ATP6V0A1/ATP6V0A4/ATP6V1F/ATP6V1H,12,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0005778,peroxisomal membrane,21/1616,61/19520,7.989695567100211e-09,6.941866640267397e-08,5.625186870365635e-08,ACSL1/SLC27A2/ALDH3A2/FIS1/DAO/HSD17B4/ABCD4/DHRS4/ATAD1/MGST1/PECR/PNPLA8/PEX11A/PXMP2/PEX6/ACOX1/DECR2/PXMP4/ABCD3/PEX1/PEX11G,21,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0031903,microbody membrane,21/1616,61/19520,7.989695567100211e-09,6.941866640267397e-08,5.625186870365635e-08,ACSL1/SLC27A2/ALDH3A2/FIS1/DAO/HSD17B4/ABCD4/DHRS4/ATAD1/MGST1/PECR/PNPLA8/PEX11A/PXMP2/PEX6/ACOX1/DECR2/PXMP4/ABCD3/PEX1/PEX11G,21,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0005750,mitochondrial respiratory chain complex III,10/1616,14/19520,1.0813008993656617e-08,9.096658359742869e-08,7.371274301440099e-08,BCS1L/COX1/UQCRC1/UQCR10/UQCRC2/UQCRH/UQCRB/UQCRQ/UQCRFS1/CYC1,10,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0045275,respiratory chain complex III,10/1616,14/19520,1.0813008993656617e-08,9.096658359742869e-08,7.371274301440099e-08,BCS1L/COX1/UQCRC1/UQCR10/UQCRC2/UQCRH/UQCRB/UQCRQ/UQCRFS1/CYC1,10,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0043202,lysosomal lumen,26/1616,96/19520,4.165924395157572e-08,3.449906139739865e-07,2.795554528329424e-07,CTSB/SMPD1/CTSF/SDC1/CTSL/CTSV/GPC3/DCN/GLB1/NPC2/GLA/GALNS/CTSA/SGSH/HYAL1/CUBN/GPC4/MAN2B2/LGMN/NAGLU/NEU1/GM2A/SDC4/ARSB/GNS/GUSB,26,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0098858,actin-based cell projection,43/1616,216/19520,5.329388745337064e-08,4.345501592351759e-07,3.521280337000036e-07,MTTP/TBC1D10A/SLC27A4/USH1C/ATP6V1A/ATP6V1B1/ATP6V1B2/ATP6V1E1/GAP43/BAIAP2/TPRN/CALB1/FARP1/CIB1/CLIC4/PVALB/VIL1/DCXR/MYO6/RDX/ESPN/SLC9A3R1/RAPGEF3/CDHR2/CDHR5/ANKS4B/NFASC/KIF13B/GPM6A/PODXL/AOC3/PLS1/PALM/SLC7A8/PDZK1/SLC6A6/ACP3/CNP/DPEP1/IQGAP2/MYO3B/MYO7B/PROM2,43,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0005775,vacuolar lumen,37/1616,173/19520,6.568472891757175e-08,5.274682776714094e-07,4.2742215946362486e-07,RETN/CTSB/SMPD1/PTGES2/CTSF/SDC1/GRN/CTSL/CTSV/DEFA3/GPC3/CTSC/DPP7/DCN/GLB1/NPC2/RNASE2/GLA/GALNS/GGH/CTSA/SGSH/HYAL1/CUBN/GPC4/MAN2B2/LGMN/FUCA2/NAGLU/NEU1/GM2A/SDC4/ARSB/GNS/GUSB/LYZ/NHLRC3,37,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0045240,dihydrolipoyl dehydrogenase complex,8/1616,10/19520,8.393537930211259e-08,6.639664332853682e-07,5.380303967833768e-07,DBT/MRPS36/DLD/DLST/OGDH/OGDHL/BCKDHA/BCKDHB,8,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0043296,apical junction complex,31/1616,137/19520,1.9958034903303499e-07,1.5555527204045372e-06,1.2605074675770631e-06,EPCAM/AOC1/MAGI2/PARD3B/SHROOM3/CLDN3/TRAF4/NECTIN3/CDH1/CLDN7/CLDN10/PATJ/PLEKHA7/DLG1/EPB41L4B/LIN7C/CGNL1/PDZD3/MPP7/CGN/CAMSAP3/MAGI3/MARVELD3/MPDZ/PRKCZ/OCLN/WNK4/TJP3/ANK3/CLDN2/PALS1,31,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0045263,"proton-transporting ATP synthase complex, coupling factor F(o)",9/1616,14/19520,2.4392245108090374e-07,1.8736072329402755e-06,1.5182358511214148e-06,ATP5PF/ATP5PB/ATP5PD/ATP5ME/ATP5MF/ATP5MG/ATP5PO/ATP6/DMAC2L,9,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0005604,basement membrane,24/1616,94/19520,4.528884925714391e-07,3.4290128723266098e-06,2.778624134874393e-06,VWA2/COL4A5/FREM1/COL4A4/CASK/LAMC3/COL4A2/FREM2/DLG1/MEGF9/FRAS1/PTN/COL18A1/NTN1/ANG/COL28A1/COL4A1/COL4A3/COL4A6/LAD1/NTN4/SMOC1/THBS4/TINAG,24,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0005751,mitochondrial respiratory chain complex IV,8/1616,12/19520,7.932728382566044e-07,5.921614144732399e-06,4.798448006059224e-06,NDUFA4/COX1/COX4I1/COX6A1/UQCRC2/UQCRFS1/COX5A/COX7C,8,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0031253,cell projection membrane,55/1616,337/19520,8.757246381034142e-07,6.446306363816799e-06,5.223620648336156e-06,EPB41L3/MTTP/SLC27A4/ATP6V0A4/SLC3A1/GAP43/EPB41L5/FERMT1/NAPEPLD/AIF1L/CASK/CA4/RAB25/THY1/SLC22A5/AQP1/CIB1/ABCC2/SLC7A9/THEM4/SLC5A1/LRP2/MYO6/SH3YL1/SLC26A6/MPP2/DLG1/EPS8L1/SLC9A3R1/HIP1R/CDHR2/CDHR5/SLC34A3/FOLR1/SMO/PODXL/CUBN/PALM/DDN/SLC7A8/SLC34A1/SLC9A3/PDZK1/SLC17A3/SLC22A12/EHD3/PLA2G4F/REG1A/PTH1R/SLC6A6/AMN/DPEP1/PROM2/SLC6A19/UMOD,55,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0005923,bicellular tight junction,25/1616,117/19520,8.691651838276654e-06,6.310377362036475e-05,5.113473612136807e-05,EPCAM/AOC1/MAGI2/PARD3B/CLDN3/TRAF4/CLDN7/CLDN10/PATJ/DLG1/EPB41L4B/LIN7C/CGNL1/MPP7/CGN/MAGI3/MARVELD3/MPDZ/PRKCZ/OCLN/WNK4/TJP3/ANK3/CLDN2/PALS1,25,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0005766,primary lysosome,30/1616,155/19520,9.512823968297456e-06,6.722395604263536e-05,5.447343409214544e-05,RETN/ATP6V0C/NDUFC2/PTGES2/GRN/DEFA3/DEFA4/CTSC/DPP7/GLB1/NPC2/RNASE2/GLA/GALNS/GGH/CTSA/MGST1/PRCP/FUCA2/SLCO4C1/GM2A/STX3/VNN1/ACP3/ARSB/GNS/GUSB/LYZ/NHLRC3/PIGR,30,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0042582,azurophil granule,30/1616,155/19520,9.512823968297456e-06,6.722395604263536e-05,5.447343409214544e-05,RETN/ATP6V0C/NDUFC2/PTGES2/GRN/DEFA3/DEFA4/CTSC/DPP7/GLB1/NPC2/RNASE2/GLA/GALNS/GGH/CTSA/MGST1/PRCP/FUCA2/SLCO4C1/GM2A/STX3/VNN1/ACP3/ARSB/GNS/GUSB/LYZ/NHLRC3/PIGR,30,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0031312,extrinsic component of organelle membrane,15/1616,52/19520,1.3055732752895056e-05,9.104655735571552e-05,7.377754796649838e-05,ACADVL/COQ8A/ATP6V1B1/NDUFAF5/TAMM41/NOA1/COQ7/COQ6/COQ4/OPA1/ATP23/COQ5/SYN1/PHB/COQ3,15,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0031528,microvillus membrane,10/1616,26/19520,2.2701590482554893e-05,0.00015625770072407914,0.00012661994418157756,MTTP/SLC9A3R1/CDHR2/CDHR5/PODXL/SLC7A8/PDZK1/SLC6A6/DPEP1/PROM2,10,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0070160,tight junction,25/1616,124/19520,2.497896412912461e-05,0.00016972885882610313,0.00013753599682432986,EPCAM/AOC1/MAGI2/PARD3B/CLDN3/TRAF4/CLDN7/CLDN10/PATJ/DLG1/EPB41L4B/LIN7C/CGNL1/MPP7/CGN/MAGI3/MARVELD3/MPDZ/PRKCZ/OCLN/WNK4/TJP3/ANK3/CLDN2/PALS1,25,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0005911,cell-cell junction,66/1616,485/19520,4.152892083094411e-05,0.00027861174734684024,0.00022576681810826385,EPCAM/EPB41L3/ABCB11/AOC1/MAGI2/ADD3/PARD3B/SHROOM3/ATP1B1/BAIAP2/EPB41L5/CADM1/CLDN3/CASK/TRAF4/NECTIN3/CDH1/DSC1/DSC3/CLDN7/ANK2/CLIC4/LDB3/DES/ABCC2/GJB1/NPHS1/CLDN10/PATJ/SLC5A1/RDX/PLEKHA7/DLG1/DSP/EPB41L4B/LIN7C/CGNL1/BAIAP2L2/PDZD3/MPP7/NFASC/SLC2A2/PODXL/CADM4/CGN/CAMSAP3/MAGI3/TSPAN33/MARVELD3/MPDZ/SLC8A1/NPHS2/PRKCZ/OCLN/WNK4/STX3/TJP3/PKP4/ADD1/ANK3/ATP1A1/CLDN2/FLRT3/PALS1/PDLIM2/PKP2,66,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0035578,azurophil granule lumen,20/1616,91/19520,4.380590718337004e-05,0.00029021413508982654,0.0002351685543528287,RETN/PTGES2/GRN/DEFA3/CTSC/DPP7/GLB1/NPC2/RNASE2/GLA/GALNS/GGH/CTSA/FUCA2/GM2A/ARSB/GNS/GUSB/LYZ/NHLRC3,20,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0000276,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)",6/1616,11/19520,0.00010232045421514218,0.0006695042065929056,0.0005425178079243408,ATP5PF/ATP5PB/ATP5PD/ATP5ME/ATP5MG/ATP5PO,6,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0016328,lateral plasma membrane,15/1616,62/19520,0.0001231939087792757,0.00079625331284166,0.0006452261204357444,EPCAM/ABCC6/ARL2/ATP1B1/ATP6V1B1/CLDN3/CDH1/CLDN7/DLG1/TACSTD2/MPP7/PTPRO/OCLN/ANK3/ATP1A1,15,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0005774,vacuolar membrane,57/1616,431/19520,0.00028657615655049027,0.0018299441321898,0.0014828544308509,SLC3A2/AP1M2/SLC17A5/ATP6V1A/ATP6V1B1/ATP6V1B2/ATP6V1C1/ATP6V0C/ATP6V1C2/ATP6V0D1/ATP6V0D2/ATP6V1E1/ATP6V1G1/ATP6V1G2/ATP6V1G3/ATP6V1D/ATP6V0A1/ATP6V0A4/ATP6V1F/SLC3A1/NDUFC2/TMEM9B/PIP4P1/ANPEP/ENPEP/ATP6V1H/CLCN5/GRN/SLC44A2/LRP2/MYO6/ABCD4/TEX264/TMEM192/SLC2A8/CTSA/MGST1/SORT1/LAPTM4A/PRCP/CUBN/MAN2B2/ENPP1/TSPAN1/NEU1/SLCO4C1/OCLN/ZNRF2/RNF13/VNN1/SLC30A2/ABHD6/ACP3/EGF/GNAI1/PIGR/SPHK2,57,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0062023,collagen-containing extracellular matrix,56/1616,423/19520,0.00031418241670147333,0.0019823414387116,0.0016063461906541,CTSH/APOE/THSD4/SLPI/VWA2/ANGPTL3/CTSB/TINAGL1/COL4A5/FREM1/COL4A4/PRG4/CASK/L1CAM/CTSF/COCH/TIMP2/CTSL/GPC3/LAMC3/COL4A2/FREM2/DLG1/CTSC/DCN/SOD3/MEGF9/NPNT/F9/FRAS1/SFRP1/SERPINE2/MYOC/PTN/FGL1/GPC4/SPON1/COL18A1/SEMA3B/ADAMDEC1/INHBE/NTN1/SERPINA5/ANG/PRSS1/COL16A1/COL28A1/COL4A1/COL4A3/COL4A6/CCN2/LAD1/NTN4/SMOC1/THBS4/TINAG,56,Protein_Negative_LogFC-0.5_pvalue0.05.csv
CC,GO:0031301,integral component of organelle membrane,50/1616,371/19520,0.0004249839682711864,0.0026499000374556,0.0021472874186333,SLC27A2/SLC25A4/RHOT1/SFXN5/MPC2/MPC1/L2HGDH/TMEM11/PET100/CHCHD10/MCUR1/COA3/FIS1/SAMM50/CHCHD6/GDAP1/COX11/CPT1A/ETFDH/APOO/DNAJC11/CCDC51/SFXN1/CHCHD3/TMEM70/MFN1/ADCK1/HSPA9/MAN1C1/IMMT/HSD11B1/TMEM177/PEX11A/FUNDC1/MTX1/SCO2/RHBDD2/SLC25A3/PPOX/PISD/AFG3L2/SCO1/SFXN2/SFXN4/MICOS13/G6PC1/MICOS10/MTX2/MTX3/PEX11G,50,Protein_Negative_LogFC-0.5_pvalue0.05.csv
