ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0032944,regulation of mononuclear cell proliferation,49/899,187/12848,2.23267369818036e-16,3.3590935897784504e-14,2.8005081973101018e-14,CD22/CD6/TNFRSF1B/FOXP3/PTPRC/CD209/IL12RB1/CD40LG/TNFSF13B/IL7/LILRB1/IL27RA/EBI3/TNFSF8/CD86/IL1A/CD80/CCR2/PKN1/IRF1/IL1B/EPO/PTPN22/IL2RA/IL6/IL10/TLR4/XCL1/ATM/CD1D/FCRL3/IKZF3/IL23R/CTLA4/TMIGD2/BCL2/IL20RB/CD28/CLECL1/LILRB4/TNFRSF4/ZP3/IL27/SPN/PDCD1LG2/AIF1/LST1/HLA-DPB1/HLA-DPA1,49
BP,GO:0002706,regulation of lymphocyte mediated immunity,41/899,135/12848,2.3498777776739284e-16,3.424946860959751e-14,2.855410694318254e-14,TNFRSF1B/FOXP3/PTPRC/LAG3/IL12RB1/LILRB1/IL27RA/IL18R1/IL18RAP/CCR2/IL1B/C3/RSAD2/KLRD1/IL6/IL10/ARRB2/XCL1/MR1/CD96/CD1D/IL23R/NLRP3/SLAMF6/NOD2/IL7R/SERPINB9/IL20RB/CD28/FUT7/LILRB4/ZP3/KIR2DL4/NCR1/SH2D1B/NCR3/KLRC2/KLRK1/LTA/TNF/PIK3R6,41
BP,GO:0006959,humoral immune response,49/899,191/12848,5.635884619066666e-16,7.965383594947555e-14,6.640815879691313e-14,SLC11A1/C6/CD5L/PTPRC/TF/IL7/EBI3/PF4V1/IFNG/CCR6/TREM1/IL1B/C3/CCR7/CFP/MASP1/IL6/FCN3/CXCL13/C1R/PPBP/PF4/CAMP/C2/NOD2/WFDC13/RNASE3/CXCL8/FGB/BCL2/REG1B/C1QB/C1QA/CD28/HLA-DQB1/F2/CCL13/C1S/DMBT1/ZP3/PRTN3/ELANE/CFD/H2BC12/RPL39/KRT6A/LTA/TNF/CFB,49
BP,GO:0046631,alpha-beta T cell activation,38/899,120/12848,6.334110174285363e-16,8.68890878025498e-14,7.244025691582084e-14,FOXP3/PRDM1/IL4R/PTPRC/IL12RB1/ELF4/LILRB1/EBI3/TNFSF8/IFNG/CLEC4A/ITK/CD86/IL18R1/MYB/CD80/CCR2/LY9/IRF1/BCL11B/PRR7/PTPN22/RSAD2/IL6/LEF1/XCL1/BATF/IL23R/NLRP3/SLAMF6/NFKBID/BCL2/ZNF683/CD28/FUT7/LILRB4/IL27/SPN,38
BP,GO:0070661,leukocyte proliferation,57/899,250/12848,7.210589629957868e-16,9.608625724035285e-14,8.010802434004322e-14,FYN/CD22/CD6/SLC11A1/TNFRSF1B/FOXP3/PTPRC/CD209/IL12RB1/ELF4/CD40LG/TNFSF13B/IL7/LILRB1/IL27RA/EBI3/CD79A/TNFSF8/CD86/IL1A/CD80/CCR2/PKN1/IRF1/IL1B/TNFSF14/EPO/PTPN22/IL2RA/IL6/IL10/TLR4/LEF1/XCL1/ATM/CD1D/FCRL3/IKZF3/IL23R/CTLA4/TMIGD2/IL7R/BCL2/IL20RB/GAPT/CD28/CLECL1/LILRB4/TNFRSF4/ZP3/IL27/SPN/PDCD1LG2/AIF1/LST1/HLA-DPB1/HLA-DPA1,57
BP,GO:0002703,regulation of leukocyte mediated immunity,47/899,180/12848,1.0734223372339562e-15,1.390678272460881e-13,1.1594216706848638e-13,NOS2/TNFRSF1B/FOXP3/IL4R/PTPRC/LAG3/IL12RB1/LILRB1/IL27RA/IL18R1/IL18RAP/CCR2/IL1B/C3/RSAD2/KLRD1/IL6/IL10/TLR4/ARRB2/XCL1/MR1/CD96/CD1D/SCIMP/IL23R/NLRP3/SLAMF6/NOD2/IL7R/PTAFR/SERPINB9/CLEC7A/IL20RB/CD28/FUT7/LILRB4/ZP3/KIR2DL4/NCR1/SH2D1B/NCR3/KLRC2/KLRK1/LTA/TNF/PIK3R6,47
BP,GO:0002253,activation of immune response,73/899,387/12848,3.052858649854407e-15,3.8482520926813386e-13,3.2083242823789985e-13,CD79B/FYN/CD22/C6/FOXP3/CD5L/PTPRC/LAT2/CD209/SLA2/KCNN4/CD79A/ICAM2/CLEC4A/ITK/BTNL8/LAX1/ZBP1/IL1B/C3/RBCK1/FFAR2/CCR7/CFP/MASP1/ARPC1B/PTPN22/KLRD1/TESPA1/TLR4/FCN3/FCGR2A/C1R/UBASH3A/FCRL3/PYHIN1/AIM2/CTLA4/C2/CLEC4E/CLEC4D/NOD2/CD3D/NFKBID/BTNL3/GCSAML/MUC17/FPR1/BCL2/KLHL6/THEMIS/C1QB/C1QA/CMKLR1/CD28/HLA-DQB1/F2/MUC16/C1S/LILRB4/FPR3/CFD/PSMB8/NCR3/MICB/KLRC2/HLA-DPB1/HLA-DPA1/HLA-DQB2/NFAM1/HLA-DQA1/LILRA2/CFB,73
BP,GO:0070098,chemokine-mediated signaling pathway,28/899,69/12848,3.1851688209670554e-15,3.909375626576407e-13,3.2592835525352637e-13,CCL22/CCL24/PF4V1/SH2B3/CCR6/CCL20/CCRL2/CCR2/CCR7/XCL1/XCL2/CXCL13/TFF2/CXCR5/CCR5/CXCR1/PPBP/PF4/CCR1/CX3CR1/CXCL8/CMKLR1/CCR8/CXCR2/CCL13/CCR4/CXCR3/ACKR1,28
BP,GO:0042098,T cell proliferation,44/899,166/12848,4.9386252586500235e-15,5.906089283677874e-13,4.923962673536623e-13,FYN/CD6/SLC11A1/TNFRSF1B/FOXP3/PTPRC/CD209/IL12RB1/ELF4/CD40LG/TNFSF13B/LILRB1/IL27RA/EBI3/TNFSF8/CD86/IL1A/CD80/CCR2/IRF1/IL1B/TNFSF14/EPO/PTPN22/IL2RA/IL6/IL10/XCL1/CD1D/IL23R/CTLA4/TMIGD2/IL20RB/CD28/CLECL1/LILRB4/TNFRSF4/ZP3/IL27/SPN/PDCD1LG2/AIF1/HLA-DPB1/HLA-DPA1,44
BP,GO:0001906,cell killing,39/899,134/12848,6.2058585788693364e-15,7.236031102961646e-13,6.032747786932456e-13,NOS2/SLAMF7/CD5L/PTPRC/LAG3/IL12RB1/APOL1/GZMB/LILRB1/HAMP/IFNG/IL18RAP/C3/ULBP2/KLRD1/ARRB2/XCL1/MR1/CD1D/IL23R/SLAMF6/PF4/CAMP/IL7R/SERPINB9/CLEC7A/F2/CCL13/KIR2DL4/NCR1/TUBB/GZMM/ELANE/H2BC12/NCR3/KRT6A/KLRC2/KLRK1/PIK3R6,39
BP,GO:0070663,regulation of leukocyte proliferation,49/899,203/12848,7.668442589830919e-15,8.723321033895464e-13,7.272715513950042e-13,CD22/CD6/TNFRSF1B/FOXP3/PTPRC/CD209/IL12RB1/CD40LG/TNFSF13B/IL7/LILRB1/IL27RA/EBI3/TNFSF8/CD86/IL1A/CD80/CCR2/PKN1/IRF1/IL1B/EPO/PTPN22/IL2RA/IL6/IL10/TLR4/XCL1/ATM/CD1D/FCRL3/IKZF3/IL23R/CTLA4/TMIGD2/BCL2/IL20RB/CD28/CLECL1/LILRB4/TNFRSF4/ZP3/IL27/SPN/PDCD1LG2/AIF1/LST1/HLA-DPB1/HLA-DPA1,49
BP,GO:0002699,positive regulation of immune effector process,46/899,185/12848,1.592259501766036e-14,1.7681662657706649e-12,1.474136992361839e-12,NOS2/FOXP3/IL4R/PTPRC/LAG3/IL12RB1/LILRB1/IFNG/CD86/IL18R1/IL18RAP/MYB/CD80/CCR2/CD244/IL1B/C3/FFAR2/LBP/PTPN22/RSAD2/KLRD1/IL6/IL10/TLR4/XCL1/MR1/CD1D/SCIMP/IL23R/NLRP3/SLAMF6/NOD2/NFKBID/PTAFR/CLEC7A/CD28/TNFRSF4/ZP3/KIR2DL4/SH2D1B/NCR3/KLRC2/KLRK1/LTA/TNF,46
BP,GO:0042742,defense response to bacterium,44/899,176/12848,4.865288947717697e-14,5.27714131445473e-12,4.399602784056102e-12,NOS2/STAB1/NR1H4/SLC11A1/TF/CEBPE/IL27RA/HAMP/TNFSF8/CCL20/CFP/LBP/STAB2/IL6/IL10/TLR4/IRF8/PLAC8/MR1/CXCL13/SLAMF8/SHC1/IL23R/PPBP/CAMP/NOD2/GSDMA/WFDC13/IL7R/RNASE3/FGB/TLR6/F2/GBP6/PRG2/DMBT1/C10orf99/SPN/ELANE/H2BC12/RPL39/KRT6A/LTA/TNF,44
BP,GO:0042129,regulation of T cell proliferation,39/899,142/12848,5.087177282362039e-14,5.392407919303761e-12,4.495701646183103e-12,CD6/TNFRSF1B/FOXP3/PTPRC/CD209/IL12RB1/CD40LG/TNFSF13B/LILRB1/IL27RA/EBI3/TNFSF8/CD86/IL1A/CD80/CCR2/IRF1/IL1B/EPO/PTPN22/IL2RA/IL6/IL10/XCL1/CD1D/IL23R/CTLA4/TMIGD2/IL20RB/CD28/CLECL1/LILRB4/ZP3/IL27/SPN/PDCD1LG2/AIF1/HLA-DPB1/HLA-DPA1,39
BP,GO:1990868,response to chemokine,28/899,77/12848,8.640292569873783e-14,8.760505336063331e-12,7.303716419476832e-12,CCL22/CCL24/PF4V1/SH2B3/CCR6/CCL20/CCRL2/CCR2/CCR7/XCL1/XCL2/CXCL13/TFF2/CXCR5/CCR5/CXCR1/PPBP/PF4/CCR1/CX3CR1/CXCL8/CMKLR1/CCR8/CXCR2/CCL13/CCR4/CXCR3/ACKR1,28
BP,GO:1990869,cellular response to chemokine,28/899,77/12848,8.640292569873783e-14,8.760505336063331e-12,7.303716419476832e-12,CCL22/CCL24/PF4V1/SH2B3/CCR6/CCL20/CCRL2/CCR2/CCR7/XCL1/XCL2/CXCL13/TFF2/CXCR5/CCR5/CXCR1/PPBP/PF4/CCR1/CX3CR1/CXCL8/CMKLR1/CCR8/CXCR2/CCL13/CCR4/CXCR3/ACKR1,28
BP,GO:0050900,leukocyte migration,68/899,373/12848,1.5913467879833262e-13,1.5791577487562196e-11,1.3165587983897886e-11,FYN/APOB/CEACAM6/CCL22/IL27RA/CCL24/PF4V1/MDK/SELPLG/CCR6/CCL20/CSF3R/CCR2/CD244/TREM1/FFAR2/CCR7/LBP/IL6/IL10/XCL1/XCL2/VEGFC/ADAM8/CCL28/GPR15/SLC16A1/CXCL13/SLAMF8/JAML/CXCR5/SHC1/CCR5/NLRP3/CXCR1/CD200R1/PPBP/PF4/CCR1/NOD2/CX3CR1/RHOH/GCSAML/P2RY12/PTAFR/CXCL8/CEACAM3/S1PR1/SAA1/CD34/CMKLR1/RHOG/F2/FUT7/CXCR2/CCL13/CXCR3/GCNT1/ZP3/C10orf99/PRTN3/MMP1/HRH1/SPN/ELANE/AIF1/KLRK1/TNF,68
BP,GO:0045619,regulation of lymphocyte differentiation,39/899,147/12848,1.735802536248378e-13,1.6866214643880072e-11,1.4061523177415588e-11,FOXP3/PRDM1/IL4R/PTPRC/LAG3/IL12RB1/IL7/MDK/IFNG/CD86/MYB/CD80/CCR2/INHBA/IRF1/IL2RA/TESPA1/IL10/LEF1/CD27/DUSP10/ADAM8/SLAMF8/FCRL3/IKZF3/IL23R/NLRP3/CTLA4/NFKBID/RHOH/IL7R/ZNF683/CD28/LILRB4/FANCA/IL27/HLA-DOA/NFAM1/PIK3R6,39
BP,GO:0002819,regulation of adaptive immune response,39/899,148/12848,2.2022119087003984e-13,2.0961461922813588e-11,1.7475769690095105e-11,SLC11A1/TNFRSF1B/FOXP3/IL4R/PTPRC/IL12RB1/TNFSF13B/LILRB1/IL27RA/IL18R1/ADCY7/CD80/CCR2/PKN1/IRF1/IL1B/C3/RSAD2/KLRD1/IL6/IL10/XCL1/DUSP10/MR1/CD1D/IL23R/NLRP3/NOD2/NFKBID/IL7R/IL20RB/CD28/FUT7/IRF7/LILRB4/ZP3/IL27/LTA/TNF,39
BP,GO:0032946,positive regulation of mononuclear cell proliferation,34/899,117/12848,3.6178137574213276e-13,3.308526149924132e-11,2.7583496429131856e-11,CD6/FOXP3/PTPRC/CD209/IL12RB1/CD40LG/TNFSF13B/IL7/IL27RA/EBI3/CD86/IL1A/CD80/CCR2/IL1B/EPO/PTPN22/IL2RA/IL6/TLR4/XCL1/CD1D/FCRL3/IL23R/TMIGD2/BCL2/CD28/CLECL1/TNFRSF4/ZP3/PDCD1LG2/AIF1/HLA-DPB1/HLA-DPA1,34
BP,GO:0050671,positive regulation of lymphocyte proliferation,34/899,117/12848,3.6178137574213276e-13,3.308526149924132e-11,2.7583496429131856e-11,CD6/FOXP3/PTPRC/CD209/IL12RB1/CD40LG/TNFSF13B/IL7/IL27RA/EBI3/CD86/IL1A/CD80/CCR2/IL1B/EPO/PTPN22/IL2RA/IL6/TLR4/XCL1/CD1D/FCRL3/IL23R/TMIGD2/BCL2/CD28/CLECL1/TNFRSF4/ZP3/PDCD1LG2/AIF1/HLA-DPB1/HLA-DPA1,34
BP,GO:0042102,positive regulation of T cell proliferation,29/899,87/12848,4.127250984618105e-13,3.7018266523574695e-11,3.086248003477587e-11,CD6/FOXP3/PTPRC/CD209/IL12RB1/CD40LG/TNFSF13B/IL27RA/EBI3/CD86/IL1A/CD80/CCR2/IL1B/EPO/PTPN22/IL2RA/IL6/XCL1/CD1D/IL23R/TMIGD2/CD28/CLECL1/ZP3/PDCD1LG2/AIF1/HLA-DPB1/HLA-DPA1,29
BP,GO:0007204,positive regulation of cytosolic calcium ion concentration,48/899,217/12848,4.920214032717776e-13,4.329788348791643e-11,3.6097856279760606e-11,FYN/ATP2B4/GNA15/P2RY10/PTPRC/CCR6/FASLG/CNR1/CCRL2/CCR2/LRP1/OPRL1/S1PR4/CCR7/MCHR1/EPO/APLNR/GPR55/GPR65/XCL1/JPH2/CCL28/CLIC2/CXCL13/CXCR5/CCR5/CXCR1/CCR1/TRPV3/CX3CR1/CD52/S1PR1/FPR1/BCL2/SAA1/C1QTNF1/CMKLR1/GPR4/CCR8/F2/CXCR2/F2R/CCR4/RASA3/CXCR3/FPR3/AVPR1B/RYR2,48
BP,GO:1902105,regulation of leukocyte differentiation,49/899,227/12848,7.42713585776878e-13,6.414844748265479e-11,5.34811693150056e-11,FOXP3/PRDM1/IL4R/PTPRC/LAG3/IL12RB1/IL7/LILRB1/MDK/IFNG/CD86/MYB/CD80/CCR2/INHBA/IRF1/CD101/IL2RA/TESPA1/GPR55/IL10/TLR4/LEF1/CD27/DUSP10/ADAM8/SLAMF8/FCRL3/IKZF3/IL23R/NLRP3/CTLA4/PF4/CCR1/SLC9B2/FBN1/NFKBID/RHOH/IL7R/ZNF683/CD28/IRF7/LILRB4/FANCA/IL27/HLA-DOA/TNF/NFAM1/PIK3R6,49
BP,GO:0046632,alpha-beta T cell differentiation,29/899,89/12848,7.97336750797481e-13,6.761415646762639e-11,5.637056377886881e-11,FOXP3/PRDM1/IL4R/IL12RB1/TNFSF8/IFNG/ITK/CD86/IL18R1/MYB/CD80/LY9/IRF1/BCL11B/PRR7/RSAD2/IL6/LEF1/BATF/IL23R/NLRP3/SLAMF6/NFKBID/BCL2/ZNF683/FUT7/LILRB4/IL27/SPN,29
BP,GO:0002440,production of molecular mediator of immune response,39/899,157/12848,1.690767461242505e-12,1.4081677570062577e-10,1.1740028198928222e-10,CD22/TNFRSF1B/FOXP3/IL4R/PTPRC/CD40LG/LILRB1/IL27RA/AICDA/CCR6/CD86/IL18R1/CCR2/CD244/PKN1/IL1B/FFAR2/PTPN22/RSAD2/IL6/IL10/TLR4/XCL1/CD96/BATF/FCRL3/SCIMP/NLRP3/NOD2/TMIGD2/CLEC7A/GAPT/CD28/HLA-DQB1/LILRB4/TNFRSF4/KIR2DL4/ELANE/TNF,39
BP,GO:0032729,positive regulation of interferon-gamma production,22/899,53/12848,1.7340436723549248e-12,1.418873629449714e-10,1.1829284073276257e-10,SLC11A1/IL12RB2/IL12RB1/IL27RA/EBI3/IL18R1/CCR2/CD244/IL1B/PTPN22/TLR4/IRF8/IL23R/SLAMF6/CD14/CLEC7A/ZP3/IL27/HLA-DPB1/LTA/HLA-DPA1/TNF,22
BP,GO:0051480,regulation of cytosolic calcium ion concentration,50/899,243/12848,2.9188628557714362e-12,2.3471683378134443e-10,1.9568565134699974e-10,FYN/ATP2B4/GNA15/P2RY10/PTPRC/CCR6/FASLG/CNR1/CCRL2/CCR2/LRP1/OPRL1/S1PR4/CCR7/MCHR1/EPO/APLNR/GPR55/GPR65/XCL1/JPH2/CCL28/GRIA1/CLIC2/CXCL13/CXCR5/CCR5/CXCR1/CCR1/TRPV3/CX3CR1/CD52/S1PR1/FPR1/KCNK3/BCL2/SAA1/C1QTNF1/CMKLR1/GPR4/CCR8/F2/CXCR2/F2R/CCR4/RASA3/CXCR3/FPR3/AVPR1B/RYR2,50
BP,GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,35/899,134/12848,5.002224019669387e-12,3.9543004792776307e-10,3.296737828485052e-10,SLC11A1/TNFRSF1B/FOXP3/IL4R/PTPRC/IL12RB1/TNFSF13B/LILRB1/IL27RA/IL18R1/CD80/CCR2/PKN1/IL1B/C3/RSAD2/KLRD1/IL6/IL10/XCL1/MR1/CD1D/IL23R/NLRP3/NOD2/NFKBID/IL7R/IL20RB/CD28/FUT7/LILRB4/ZP3/IL27/LTA/TNF,35
BP,GO:0070665,positive regulation of leukocyte proliferation,34/899,128/12848,6.04422673217352e-12,4.698378913142883e-10,3.917083078710348e-10,CD6/FOXP3/PTPRC/CD209/IL12RB1/CD40LG/TNFSF13B/IL7/IL27RA/EBI3/CD86/IL1A/CD80/CCR2/IL1B/EPO/PTPN22/IL2RA/IL6/TLR4/XCL1/CD1D/FCRL3/IL23R/TMIGD2/BCL2/CD28/CLECL1/TNFRSF4/ZP3/PDCD1LG2/AIF1/HLA-DPB1/HLA-DPA1,34
BP,GO:0002705,positive regulation of leukocyte mediated immunity,31/899,109/12848,7.466699827244668e-12,5.708965244962153e-10,4.759618492121105e-10,NOS2/FOXP3/PTPRC/LAG3/IL12RB1/IL18R1/IL18RAP/IL1B/C3/RSAD2/KLRD1/IL6/XCL1/MR1/CD1D/SCIMP/IL23R/NLRP3/SLAMF6/NOD2/PTAFR/CLEC7A/CD28/ZP3/KIR2DL4/SH2D1B/NCR3/KLRC2/KLRK1/LTA/TNF,31
BP,GO:0045580,regulation of T cell differentiation,33/899,124/12848,1.1707975236058635e-11,8.807418790480237e-10,7.342828611545094e-10,FOXP3/PRDM1/IL4R/PTPRC/LAG3/IL12RB1/IL7/MDK/IFNG/CD86/MYB/CD80/CCR2/IRF1/IL2RA/TESPA1/LEF1/CD27/DUSP10/ADAM8/IL23R/NLRP3/CTLA4/NFKBID/RHOH/IL7R/ZNF683/CD28/LILRB4/FANCA/IL27/HLA-DOA/PIK3R6,33
BP,GO:0002764,immune response-regulating signaling pathway,61/899,346/12848,1.3075080652143053e-11,9.679710501840508e-10,8.070066487722046e-10,CD79B/FYN/CD22/FOXP3/PTPRC/LAT2/CD209/SLA2/KCNN4/LILRB1/CD79A/CD33/ICAM2/CLEC4A/ITK/BTNL8/LAX1/RBCK1/FFAR2/CCR7/ARPC1B/PTPN22/KLRD1/TESPA1/FCGR2A/MS4A2/UBASH3A/SHC1/FCRL3/CTLA4/CD200R1/CLEC4E/CLEC4D/CD3D/NFKBID/BTNL3/GCSAML/MUC17/FPR1/BCL2/KLHL6/THEMIS/IL20RB/CMKLR1/CD28/HLA-DQB1/MUC16/BTLA/LILRB4/FPR3/PSMB8/NCR3/MICB/KLRC2/HLA-DPB1/HLA-DPA1/HLA-DQB2/NFAM1/HLA-DQA1/LILRA4/LILRA2,61
BP,GO:0032103,positive regulation of response to external stimulus,67/899,401/12848,1.5381789241114843e-11,1.1209478909462442e-9,9.345448923795763e-10,FYN/CREB3L3/SCARF1/LAG3/CD209/OSM/ABCC1/CCL24/ICAM2/MDK/IFNG/CLEC4A/CCR6/IL18RAP/CNR1/TASL/CCR2/LRP1/ZBP1/IL1B/C3/FFAR2/CCR7/LBP/KLRD1/IL6/TLR4/NLRC5/NLRP12/XCL1/XCL2/VEGFC/ADAM8/LY96/CXCL13/CD1D/SCIMP/SLAMF6/PYHIN1/AIM2/CCR1/CLEC4E/CLEC4D/NOD2/P2RY12/CXCL8/MUC17/S1PR1/CMKLR1/GPR4/CD28/F2/MUC16/CCR4/IRF7/ZP3/KIR2DL4/SH2D1B/PSMB8/AIF1/NCR3/KLRC2/KLRK1/LTA/TNF/LILRA2/IKBKE,67
BP,GO:0002237,response to molecule of bacterial origin,53/899,279/12848,1.656160338398679e-11,1.188358741275606e-9,9.907459579019791e-10,NOS2/NR1H4/CD6/SLC11A1/TNFRSF1B/FOXP3/TNIP3/APOB/CEBPE/TSPO/LILRB1/HAMP/PF4V1/IL10RA/CD86/IL1A/FASLG/CNR1/CD80/IL1B/CCR7/LBP/EPO/PTPN22/IL6/IL10/TLR4/IRF8/DUSP10/CD96/LY96/CXCL13/CCR5/SCIMP/IL23R/NLRP3/CLDN1/PPBP/PF4/CSF2/NOD2/CX3CR1/PTAFR/CXCL8/CD14/TLR6/F2R/DMBT1/ELANE/PDCD1LG2/LTA/TNF/LILRA2,53
BP,GO:0032496,response to lipopolysaccharide,51/899,265/12848,2.4463532273217962e-11,1.728756280640736e-9,1.4412805138320122e-9,NOS2/NR1H4/CD6/SLC11A1/TNFRSF1B/FOXP3/TNIP3/APOB/CEBPE/TSPO/LILRB1/HAMP/PF4V1/IL10RA/CD86/IL1A/FASLG/CNR1/CD80/IL1B/CCR7/LBP/EPO/PTPN22/IL6/IL10/TLR4/IRF8/DUSP10/CD96/LY96/CXCL13/CCR5/SCIMP/IL23R/NLRP3/CLDN1/PPBP/PF4/CSF2/NOD2/CX3CR1/PTAFR/CXCL8/CD14/F2R/ELANE/PDCD1LG2/LTA/TNF/LILRA2,51
BP,GO:0001909,leukocyte mediated cytotoxicity,28/899,95/12848,3.0278837046415507e-11,2.107768596783312e-9,1.7572666779176571e-9,NOS2/SLAMF7/PTPRC/LAG3/IL12RB1/GZMB/LILRB1/IL18RAP/ULBP2/KLRD1/ARRB2/XCL1/MR1/CD1D/IL23R/SLAMF6/IL7R/SERPINB9/F2/KIR2DL4/NCR1/TUBB/GZMM/ELANE/NCR3/KLRC2/KLRK1/PIK3R6,28
BP,GO:0060326,cell chemotaxis,47/899,235/12848,3.770734915000531e-11,2.586280535818011e-9,2.1562066216736786e-9,CCL22/ABCC1/CCL24/PF4V1/MDK/CCR6/CCL20/CSF3R/CCRL2/CCR2/FFAR2/CCR7/LBP/IL6/IL10/LEF1/ARRB2/XCL1/XCL2/VEGFC/ADAM8/CCL28/CXCL13/SLAMF8/JAML/CXCR5/CCR5/CXCR1/PPBP/PF4/CCR1/NOD2/CX3CR1/CXCL8/S1PR1/SAA1/CMKLR1/RHOG/CCR8/CXCR2/CCL13/CCR4/CXCR3/C10orf99/HRH1/AIF1/KLRK1,47
BP,GO:0002768,immune response-regulating cell surface receptor signaling pathway,59/899,343/12848,8.020556057014655e-11,5.421430934770485e-9,4.5198984095518135e-9,CD79B/FYN/CD22/FOXP3/PTPRC/LAT2/CD209/SLA2/KCNN4/LILRB1/CD79A/ICAM2/CLEC4A/ITK/BTNL8/LAX1/RBCK1/FFAR2/CCR7/ARPC1B/PTPN22/KLRD1/TESPA1/FCGR2A/MS4A2/UBASH3A/SHC1/FCRL3/CTLA4/CD200R1/CLEC4E/CLEC4D/CD3D/NFKBID/BTNL3/GCSAML/MUC17/FPR1/BCL2/KLHL6/THEMIS/CMKLR1/CD28/HLA-DQB1/MUC16/BTLA/LILRB4/FPR3/PSMB8/NCR3/MICB/KLRC2/HLA-DPB1/HLA-DPA1/HLA-DQB2/NFAM1/HLA-DQA1/LILRA4/LILRA2,59
BP,GO:0006874,cellular calcium ion homeostasis,56/899,319/12848,1.1007243462288336e-10,7.333969072587544e-9,6.114399601457611e-9,FYN/ATP2B4/GNA15/P2RY10/PTPRC/CCR6/FASLG/CNR1/CCRL2/CCR2/LRP1/OPRL1/S1PR4/CCR7/MCHR1/EPO/APLNR/GPR55/GPR65/XCL1/TRPM8/FATE1/JPH2/CCL28/GRIA1/CLIC2/CXCL13/CXCR5/CCR5/CTRC/DISC1/CXCR1/CCR1/TRPV3/CX3CR1/CD52/S1PR1/FPR1/KCNK3/BCL2/SAA1/C1QTNF1/CMKLR1/GPR4/CCR8/F2/CXCR2/F2R/CCL13/CCR4/RASA3/CXCR3/FPR3/ELANE/AVPR1B/RYR2,56
BP,GO:0002708,positive regulation of lymphocyte mediated immunity,27/899,94/12848,1.3148807191242422e-10,8.637469963373894e-9,7.2011406618902155e-9,FOXP3/PTPRC/LAG3/IL12RB1/IL18R1/IL18RAP/IL1B/C3/RSAD2/KLRD1/IL6/XCL1/MR1/CD1D/IL23R/NLRP3/SLAMF6/NOD2/CD28/ZP3/KIR2DL4/SH2D1B/NCR3/KLRC2/KLRK1/LTA/TNF,27
BP,GO:0002700,regulation of production of molecular mediator of immune response,31/899,121/12848,1.414003521296636e-10,9.010667123291027e-9,7.512278675055759e-9,CD22/TNFRSF1B/FOXP3/IL4R/PTPRC/CD40LG/LILRB1/IL27RA/IL18R1/CCR2/CD244/PKN1/IL1B/FFAR2/PTPN22/RSAD2/IL6/IL10/TLR4/XCL1/CD96/FCRL3/SCIMP/NLRP3/NOD2/CLEC7A/CD28/LILRB4/TNFRSF4/KIR2DL4/TNF,31
BP,GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,32/899,128/12848,1.420664425889728e-10,9.010667123291027e-9,7.512278675055759e-9,NR1H4/IFNGR1/FOXP3/PTPRC/TSPO/LILRB1/IL27RA/CD33/IFNG/CLEC4A/CD86/IL1A/SLAMF1/CCR2/LBP/PTPN22/IL6/IL10/TLR4/ARRB2/ADAM8/LY96/PF4/NOD2/CX3CR1/PTAFR/CD14/CLEC7A/CD34/SPN/LILRA4/LILRA2,32
BP,GO:0071222,cellular response to lipopolysaccharide,36/899,157/12848,1.4296513017228473e-10,9.010667123291027e-9,7.512278675055759e-9,NOS2/NR1H4/CD6/TNFRSF1B/TNIP3/CEBPE/TSPO/LILRB1/HAMP/PF4V1/CD86/IL1A/CD80/IL1B/LBP/PTPN22/IL6/IL10/TLR4/IRF8/LY96/CXCL13/CCR5/SCIMP/NLRP3/PPBP/PF4/CSF2/NOD2/CX3CR1/PTAFR/CXCL8/CD14/PDCD1LG2/TNF/LILRA2,36
BP,GO:0071219,cellular response to molecule of bacterial origin,37/899,165/12848,1.5727010676102742e-10,9.780103705779093e-9,8.153765254389267e-9,NOS2/NR1H4/CD6/TNFRSF1B/TNIP3/CEBPE/TSPO/LILRB1/HAMP/PF4V1/CD86/IL1A/CD80/IL1B/LBP/PTPN22/IL6/IL10/TLR4/IRF8/LY96/CXCL13/CCR5/SCIMP/NLRP3/PPBP/PF4/CSF2/NOD2/CX3CR1/PTAFR/CXCL8/CD14/TLR6/PDCD1LG2/TNF/LILRA2,37
BP,GO:0031341,regulation of cell killing,25/899,83/12848,2.0696098675859645e-10,1.2700868976869656e-8,1.0588834973493841e-8,NOS2/CD5L/PTPRC/LAG3/IL12RB1/LILRB1/IFNG/IL18RAP/KLRD1/ARRB2/XCL1/MR1/CD1D/IL23R/SLAMF6/IL7R/SERPINB9/CLEC7A/KIR2DL4/NCR1/NCR3/KRT6A/KLRC2/KLRK1/PIK3R6,25
BP,GO:0071706,tumor necrosis factor superfamily cytokine production,32/899,130/12848,2.188366078008349e-10,1.3169524952004379e-8,1.09795579066318e-8,NR1H4/IFNGR1/FOXP3/PTPRC/TSPO/LILRB1/IL27RA/CD33/IFNG/CLEC4A/CD86/IL1A/SLAMF1/CCR2/LBP/PTPN22/IL6/IL10/TLR4/ARRB2/ADAM8/LY96/PF4/NOD2/CX3CR1/PTAFR/CD14/CLEC7A/CD34/SPN/LILRA4/LILRA2,32
