ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:1903046,meiotic cell cycle process,17/669,128/12848,3.3985729115562456e-4,0.017930339717596614,0.016320882718253497,RAD51/AURKA/FIGNL1/BRIP1/BRCA2/NUF2/HORMAD1/STRA8/EME1/CCNB2/CDC25C/MSX1/SGO2/BUB1/RAD54B/OOEP/MEIKIN,17
BP,GO:0006613,cotranslational protein targeting to membrane,14/669,94/12848,3.423254614302497e-4,0.017930339717596614,0.016320882718253497,RPL18/RPS5/RPLP0/RPS19/RPL18A/RPL36/RPS2/RPS11/RPS14/RPS27/RPL37A/RPL41/RPL36A/RPL17,14
BP,GO:0021536,diencephalon development,8/669,35/12848,3.4841057372342555e-4,0.018029197760748347,0.016410867099667756,ARX/PITX1/BAX/TBX19/POU4F1/MSX1/NOG/TAL2,8
BP,GO:0033045,regulation of sister chromatid segregation,11/669,63/12848,3.6309382230026866e-4,0.018346917256231225,0.01670006756685075,NDC80/DUSP1/ZWINT/DLGAP5/CCNB1/CENPE/MAD2L1/CDT1/BUB1/AURKB/KNTC1,11
BP,GO:1905818,regulation of chromosome separation,11/669,63/12848,3.6309382230026866e-4,0.018346917256231225,0.01670006756685075,NDC80/DUSP1/ZWINT/DLGAP5/CCNB1/CENPE/MAD2L1/CDT1/BUB1/AURKB/KNTC1,11
BP,GO:0072599,establishment of protein localization to endoplasmic reticulum,15/669,106/12848,3.7602490021739095e-4,0.01877938309806621,0.01709371455822999,RPL18/RPS5/RPLP0/RPS19/RPL18A/RPL36/SEC61G/RPS2/RPS11/RPS14/RPS27/RPL37A/RPL41/RPL36A/RPL17,15
BP,GO:0003208,cardiac ventricle morphogenesis,10/669,54/12848,4.087807064101267e-4,0.01972735762697496,0.017956597322856444,COL11A1/TBX5/FOXF1/DLL4/SFRP2/POU4F1/HEYL/FOXC2/SOX11/NOG,10
BP,GO:0042472,inner ear morphogenesis,10/669,54/12848,4.087807064101267e-4,0.01972735762697496,0.017956597322856444,DLX6/COL11A1/MYO3A/DLX5/RIPOR2/TBX18/PRRX1/SIX1/WNT3A/CLRN1,10
BP,GO:0051216,cartilage development,17/669,130/12848,4.087857575787593e-4,0.01972735762697496,0.017956597322856444,COL11A1/PITX1/EDN1/SLC39A14/PRRX1/ACVRL1/SFRP2/GDF6/STC1/MATN1/MSX1/NPPC/SHOX2/CYTL1/CHST11/LEP/NOG,17
BP,GO:1901991,negative regulation of mitotic cell cycle phase transition,22/669,194/12848,4.8658668476964925e-4,0.023220997900951595,0.021136642657713187,GTSE1/RBL1/NDC80/ORC1/BAX/AURKA/CLSPN/RGCC/DUSP1/ZWINT/E2F8/CCNB1/TICRR/CDKN2A/CDC25C/ZNF385A/MAD2L1/CDT1/BUB1/AURKB/KNTC1/BLM,22
BP,GO:0090231,regulation of spindle checkpoint,5/669,14/12848,5.0931910950049e-4,0.0235217803796194,0.02141042640277102,NDC80/DUSP1/CCNB1/MAD2L1/CDT1,5
BP,GO:0090266,regulation of mitotic cell cycle spindle assembly checkpoint,5/669,14/12848,5.0931910950049e-4,0.0235217803796194,0.02141042640277102,NDC80/DUSP1/CCNB1/MAD2L1/CDT1,5
BP,GO:1903504,regulation of mitotic spindle checkpoint,5/669,14/12848,5.0931910950049e-4,0.0235217803796194,0.02141042640277102,NDC80/DUSP1/CCNB1/MAD2L1/CDT1,5
BP,GO:0001756,somitogenesis,9/669,46/12848,5.181883183040188e-4,0.023676796033146392,0.021551527594413502,FOXF1/TBX18/TCF15/TBX19/SFRP2/WNT3A/FOXC2/XRCC2/NRARP,9
BP,GO:0000226,microtubule cytoskeleton organization,42/669,475/12848,5.38984932781774e-4,0.02436779248734441,0.02218049906206658,ASPM/WDR62/TUBA3D/NDC80/AURKA/KIF4A/MYBL2/STMN2/KIF20A/NEK2/STIL/CEP250/DLGAP5/FIGNL1/CCNB1/BORA/NUSAP1/KIF11/CENPE/BRCA2/KIF2C/NUF2/HAUS6/TUBA3E/TRIM36/WNT3A/SKA1/CCNB2/STARD9/TRIM46/SPRY1/MAD2L1/SKA3/PCLAF/DNAI2/AURKB/FES/KIF18B/DNAJB13/XRCC2/OOEP/TUBB3,42
BP,GO:0007051,spindle organization,19/669,158/12848,5.613252392545964e-4,0.025113457318734288,0.022859231782802313,ASPM/WDR62/NDC80/AURKA/KIF4A/MYBL2/NEK2/STIL/DLGAP5/CCNB1/BORA/KIF11/CENPE/NUF2/HAUS6/TRIM36/CCNB2/STARD9/AURKB,19
BP,GO:0048546,digestive tract morphogenesis,7/669,29/12848,5.74014219661421e-4,0.025387094181016666,0.023108306546975283,FOXF1/NKX2-3/HOXD13/HLX/SFRP2/SHOX2/SOX11,7
BP,GO:0030198,extracellular matrix organization,31/669,318/12848,5.792631501140008e-4,0.025387094181016666,0.023108306546975283,ITGA3/MMP25/IBSP/LAMA3/COL11A1/RGCC/FOXF1/NR2E1/QSOX1/MMP8/TCF15/KDR/BCAN/FOXF2/ADAMTS14/ITGB7/COL6A2/HSPG2/ADAMTSL4/SFRP2/DMP1/WNT3A/ITGAD/CARMIL2/MATN1/CTSS/FGA/TPSAB1/FOXC2/NTNG2/COL15A1,31
BP,GO:0044774,mitotic DNA integrity checkpoint,13/669,88/12848,5.979254969005644e-4,0.025940303123110343,0.02361185853789151,GTSE1/ORC1/BAX/AURKA/CLSPN/RGCC/E2F8/CCNB1/TICRR/EME1/CDC25C/ZNF385A/BLM,13
BP,GO:0043062,extracellular structure organization,31/669,319/12848,6.107729364707274e-4,0.026232697621417746,0.023878007221602965,ITGA3/MMP25/IBSP/LAMA3/COL11A1/RGCC/FOXF1/NR2E1/QSOX1/MMP8/TCF15/KDR/BCAN/FOXF2/ADAMTS14/ITGB7/COL6A2/HSPG2/ADAMTSL4/SFRP2/DMP1/WNT3A/ITGAD/CARMIL2/MATN1/CTSS/FGA/TPSAB1/FOXC2/NTNG2/COL15A1,31
BP,GO:0045229,external encapsulating structure organization,31/669,321/12848,6.783519781775514e-4,0.028846749963094886,0.0262574178942306,ITGA3/MMP25/IBSP/LAMA3/COL11A1/RGCC/FOXF1/NR2E1/QSOX1/MMP8/TCF15/KDR/BCAN/FOXF2/ADAMTS14/ITGB7/COL6A2/HSPG2/ADAMTSL4/SFRP2/DMP1/WNT3A/ITGAD/CARMIL2/MATN1/CTSS/FGA/TPSAB1/FOXC2/NTNG2/COL15A1,31
BP,GO:0000076,DNA replication checkpoint,5/669,15/12848,7.314389047968899e-4,0.030500292195171287,0.027762535436031164,ORC1/CLSPN/CDC45/TICRR/CDT1,5
BP,GO:2000678,negative regulation of transcription regulatory region DNA binding,5/669,15/12848,7.314389047968899e-4,0.030500292195171287,0.027762535436031164,MSX2/MSX1/ANKRD33/SOX11/TMSB4X,5
BP,GO:0051101,regulation of DNA binding,13/669,91/12848,8.276107311909176e-4,0.03417873163908645,0.03111079206116466,PLAUR/NEK2/MMP8/MSX2/HJURP/IRF4/POU4F1/WNT3A/MSX1/CDT1/ANKRD33/SOX11/TMSB4X,13
BP,GO:0030330,"DNA damage response, signal transduction by p53 class mediator",13/669,92/12848,9.189736472068467e-4,0.03759039823574673,0.03421622181179177,GTSE1/BAX/AURKA/RGCC/FOXM1/E2F8/CCNB1/BRCA2/CDC25C/ZNF385A/MSX1/PTTG1IP/SPRED3,13
BP,GO:0051304,chromosome separation,12/669,81/12848,9.357331591165149e-4,0.037914848286843696,0.034511548688766006,NDC80/DUSP1/ZWINT/DLGAP5/CCNB1/CENPE/EME1/MAD2L1/CDT1/BUB1/AURKB/KNTC1,12
BP,GO:0006261,DNA-dependent DNA replication,17/669,140/12848,9.640661611154318e-4,0.03820175653351668,0.03477270357587916,RAD51/POLQ/MCM10/ORC1/ORC6/CDC45/CDC7/LIG1/E2F8/BRCA2/TICRR/EME1/RFC4/CDT1/BLM/OOEP/RPA4,17
BP,GO:0007052,mitotic spindle organization,14/669,104/12848,9.675766854506526e-4,0.03820175653351668,0.03477270357587916,WDR62/NDC80/AURKA/KIF4A/MYBL2/NEK2/STIL/DLGAP5/CCNB1/BORA/KIF11/CENPE/NUF2/AURKB,14
BP,GO:0003007,heart morphogenesis,20/669,178/12848,9.694974300706211e-4,0.03820175653351668,0.03477270357587916,COL11A1/TBX21/TBX5/FOXF1/STIL/SIX1/DLL4/ACVRL1/TBX19/SFRP2/POU4F1/WNT3A/MSX1/EOMES/HEYL/SPRY1/SHOX2/FOXC2/SOX11/NOG,20
BP,GO:0001704,formation of primary germ layer,12/669,82/12848,0.0010454284971571984,0.040819230866274245,0.03715522907599842,ITGA3/LAMA3/COL11A1/FOXF1/MMP8/DUSP1/TBX19/SFRP2/WNT3A/EOMES/FOXC2/NOG,12
BP,GO:0051445,regulation of meiotic cell cycle,7/669,32/12848,0.0010804517772182935,0.041433396278147946,0.037714265982976905,DUSP1/HORMAD1/STRA8/CDC25C/MSX1/NPPC/OOEP,7
BP,GO:0099054,presynapse assembly,7/669,32/12848,0.0010804517772182935,0.041433396278147946,0.037714265982976905,CBLN1/PCDH17/EFNB2/LRP4/WNT3A/SLITRK5/NTNG2,7
BP,GO:0044772,mitotic cell cycle phase transition,41/669,478/12848,0.0011336382642622694,0.043088286238995105,0.03922061027918089,MCM10/HMMR/GTSE1/RBL1/NDC80/ORC1/BAX/AURKA/ORC6/CLSPN/CDC45/CDC7/RGCC/FOXM1/NEK2/DUSP1/ZWINT/CEP250/DLGAP5/PKMYT1/E2F8/CCNB1/FBXL8/BORA/CENPE/TICRR/CCNA2/HAUS6/CDKN2A/CCNB2/CDC25C/ZNF385A/MAD2L1/MELK/CDT1/BUB1/AURKB/IQGAP3/KNTC1/BLM/RPA4,41
BP,GO:0048566,embryonic digestive tract development,6/669,24/12848,0.001170582548216624,0.04371871343122088,0.03979444928216514,FOXF1/RARRES2/HLX/FOXF2/SHOX2/SOX11,6
BP,GO:0071295,cellular response to vitamin,6/669,24/12848,0.001170582548216624,0.04371871343122088,0.03979444928216514,PHEX/BRIP1/FOLR2/MN1/LEP/FES,6
BP,GO:1901988,negative regulation of cell cycle phase transition,22/669,208/12848,0.0012410598738371674,0.045951311708022705,0.04182664583875899,GTSE1/RBL1/NDC80/ORC1/BAX/AURKA/CLSPN/RGCC/DUSP1/ZWINT/E2F8/CCNB1/TICRR/CDKN2A/CDC25C/ZNF385A/MAD2L1/CDT1/BUB1/AURKB/KNTC1/BLM,22
BP,GO:0048762,mesenchymal cell differentiation,19/669,169/12848,0.0012762000665644034,0.046765755558640563,0.04256798386000638,SEMA3F/EDN1/TBX5/RGCC/GLIPR2/FOXA2/GSC/FOXF2/SFRP2/EDNRA/MSX1/EOMES/HEYL/SPRY1/FOXC2/SOX11/NOG/CYP26C1/SPRED3,19
BP,GO:0007517,muscle organ development,23/669,222/12848,0.0012848333308311027,0.046765755558640563,0.04256798386000638,COL11A1/PITX1/RIPOR2/MYOG/TCF15/SIX1/DLL4/GSC/HLX/CHRNA1/MYH15/POU4F1/WNT3A/MSX1/HEYL/ANKRD33/SHOX2/CXCL10/FOXC2/SOX11/MSC/NOG/SMTNL1,23
BP,GO:0044773,mitotic DNA damage checkpoint,12/669,84/12848,0.0012969984668766425,0.04681183542214437,0.04260992751861876,GTSE1/BAX/AURKA/CLSPN/RGCC/E2F8/CCNB1/TICRR/EME1/CDC25C/ZNF385A/BLM,12
BP,GO:0048644,muscle organ morphogenesis,9/669,52/12848,0.001309818991123087,0.04688060472394715,0.04267252397395741,COL11A1/TCF15/DLL4/GSC/POU4F1/SHOX2/FOXC2/NOG/SMTNL1,9
BP,GO:2000047,regulation of cell-cell adhesion mediated by cadherin,5/669,17/12848,0.001381799187538619,0.04904816124362288,0.044645517029303444,PTPRU/PPM1F/RGCC/FOXA2/WNT3A,5
BP,GO:2001257,regulation of cation channel activity,15/669,120/12848,0.0014006505009714486,0.049309786079281735,0.044883657986263675,ACTN2/FGF14/SCN1B/HPCA/KCNS1/CACNG8/KCNE4/FGF11/CTSS/NETO1/NETO2/KCNE3/PDE4B/KCNRG/TMSB4X,15
CC,GO:0000777,condensed chromosome kinetochore,20/706,93/13331,6.336367260167087e-8,1.573437099865081e-5,1.4780455101997096e-5,NDC80/BIRC5/NEK2/ZWINT/CENPK/HJURP/MIS18BP1/CCNB1/CENPE/KIF2C/NUF2/SKA1/SPC24/SGO2/MAD2L1/SKA3/CDT1/BUB1/KNTC1/MEIKIN,20
CC,GO:0000779,"condensed chromosome, centromeric region",21/706,102/13331,6.638975104915953e-8,1.573437099865081e-5,1.4780455101997096e-5,NDC80/BIRC5/NEK2/ZWINT/CENPK/HJURP/MIS18BP1/CCNB1/CENPE/KIF2C/NUF2/SKA1/SPC24/SGO2/MAD2L1/SKA3/CDT1/BUB1/AURKB/KNTC1/MEIKIN,21
CC,GO:0000776,kinetochore,21/706,119/13331,1.0101229402739898e-6,1.4756453996524627e-4,1.386182553970668e-4,NDC80/BIRC5/NEK2/ZWINT/CENPK/HJURP/MIS18BP1/CCNB1/CENPE/KIF2C/NUF2/SKA1/SPC24/SGO2/MAD2L1/SKA3/CDT1/BUB1/AURKB/KNTC1/MEIKIN,21
CC,GO:0000793,condensed chromosome,27/706,183/13331,1.245270379453555e-6,1.4756453996524627e-4,1.386182553970668e-4,RAD51/SMC1B/NDC80/BIRC5/NEK2/ZWINT/CENPK/HJURP/MIS18BP1/CCNB1/CENPE/BRCA2/KIF2C/NUF2/HORMAD1/SKA1/SPC24/SGO2/MAD2L1/SKA3/CDT1/BUB1/FAM9B/AURKB/KNTC1/BLM/MEIKIN,27
CC,GO:0000775,"chromosome, centromeric region",24/706,170/13331,1.04259307604138e-5,9.883782360872282e-4,9.284565708747446e-4,SMC1B/NDC80/BIRC5/OIP5/NEK2/ZWINT/CENPK/HJURP/MIS18BP1/CCNB1/CDCA8/CENPE/KIF2C/NUF2/SKA1/SPC24/SGO2/MAD2L1/SKA3/CDT1/BUB1/AURKB/KNTC1/MEIKIN,24
CC,GO:0000794,condensed nuclear chromosome,13/706,71/13331,7.77009986659059e-5,0.006138378894606567,0.005766232006259333,RAD51/SMC1B/NDC80/NEK2/CENPK/MIS18BP1/CCNB1/BRCA2/NUF2/HORMAD1/BUB1/FAM9B/BLM,13
CC,GO:0000778,condensed nuclear chromosome kinetochore,6/706,16/13331,1.0944253727813676e-4,0.006767473882118194,0.0063571873243082316,NDC80/CENPK/MIS18BP1/CCNB1/NUF2/BUB1,6
CC,GO:0022626,cytosolic ribosome,15/706,94/13331,1.1637559125245708e-4,0.006767473882118194,0.0063571873243082316,RPL18/RPS5/RPLP0/RPS19/RPL18A/RPL36/RPS2/RPS11/RPS14/RPS27/RPL37A/HBA1/RPL41/RPL36A/RPL17,15
CC,GO:0098687,chromosomal region,31/706,287/13331,1.2849633953388977e-4,0.006767473882118194,0.0063571873243082316,RAD51/SMC1B/NDC80/ORC1/BIRC5/OIP5/NEK2/ZWINT/CENPK/HJURP/MIS18BP1/CCNB1/CDCA8/CENPE/BRCA2/PIF1/KIF2C/NUF2/SKA1/SPC24/SGO2/MAD2L1/SKA3/CDT1/BUB1/AURKB/KNTC1/H4C11/BLM/RPA4/MEIKIN,31
CC,GO:1990023,mitotic spindle midzone,5/706,11/13331,1.4523884807103563e-4,0.006884321398567089,0.006466950814110324,KIF20B/CENPE/AURKB/OR2A4/KIF18B,5
CC,GO:0005876,spindle microtubule,11/706,58/13331,1.9755637231021406e-4,0.008512883679549225,0.007996779472461297,AURKA/BIRC5/KIF4A/KIF11/CENPE/HAUS6/SKA1/SKA3/AURKB/KNTC1/KIF18B,11
CC,GO:0000940,condensed chromosome outer kinetochore,5/706,12/13331,2.381500457331159e-4,0.009406926806458079,0.008836620117991934,NDC80/CCNB1/SKA1/SKA3/BUB1,5
CC,GO:0072686,mitotic spindle,18/706,137/13331,3.2425712915359813e-4,0.011822913786061963,0.011106134868985588,ASPM/AURKA/CDC7/ECT2/NUSAP1/KIF11/KIF20B/CENPE/CEP170/HAUS6/SKA1/YEATS2/MAD2L1/SKA3/CKAP2L/AURKB/OR2A4/KIF18B,18
CC,GO:0000786,nucleosome,9/706,47/13331,6.919333571702227e-4,0.02342688652133468,0.022006602261880014,H2BC11/IRF4/H2AW/H3C13/H1-6/H2AC11/H4C11/H3C4/H2AC4,9
CC,GO:0000228,nuclear chromosome,22/706,202/13331,0.0010547075343943777,0.03332875808686234,0.03130816049465416,RAD51/MCM10/SMC1B/NDC80/ORC1/BIRC5/ORC6/NEK2/CENPK/MIS18BP1/FIGNL1/CCNB1/BRCA2/NUF2/HORMAD1/SFR1/BUB1/FAM9B/H4C11/BLM/H3C4/RPA4,22
CC,GO:0051233,spindle midzone,7/706,32/13331,0.0011937588551034332,0.03536510608243921,0.03322105234926002,AURKA/CDCA8/KIF20B/CENPE/AURKB/OR2A4/KIF18B,7
MF,GO:0005179,hormone activity,14/666,60/13063,1.3680777558929086e-6,9.111397854246772e-4,8.957309096477782e-4,UTS2/EDN1/STC2/ANGPTL8/VIP/GNRH1/SST/STC1/INHBB/NPPC/UCN/LEP/NMB/INSL3,14
MF,GO:0048018,receptor ligand activity,33/666,291/13063,1.3781292014174749e-5,0.004356157386264727,0.004282487583778505,SEMA3F/UTS2/EDN1/FGF20/FGF14/AREG/IL2/STC2/TNFSF11/TNFSF9/ANGPTL8/SFRP2/VIP/GNRH1/WNT3A/GDF6/SST/IL34/STC1/SCGB3A1/FGF11/INHBB/TGFA/NPPC/CXCL5/UCN/CXCL10/CXCL11/SCG2/LEP/NMB/CKLF/INSL3,33
MF,GO:0030546,signaling receptor activator activity,33/666,296/13063,1.962233056876003e-5,0.004356157386264727,0.004282487583778505,SEMA3F/UTS2/EDN1/FGF20/FGF14/AREG/IL2/STC2/TNFSF11/TNFSF9/ANGPTL8/SFRP2/VIP/GNRH1/WNT3A/GDF6/SST/IL34/STC1/SCGB3A1/FGF11/INHBB/TGFA/NPPC/CXCL5/UCN/CXCL10/CXCL11/SCG2/LEP/NMB/CKLF/INSL3,33
MF,GO:0030545,receptor regulator activity,34/666,317/13063,3.303412039617609e-5,0.005500181045963319,0.00540716391747935,SEMA3F/UTS2/EDN1/FGF20/FGF14/AREG/IL2/STC2/TNFSF11/TNFSF9/ANGPTL8/SFRP2/VIP/GNRH1/WNT3A/GDF6/SST/IL34/STC1/SCGB3A1/FGF11/INHBB/TGFA/NPPC/CXCL5/UCN/CXCL10/CXCL11/SCG2/LEP/LY6H/NMB/CKLF/INSL3,34
MF,GO:0001216,DNA-binding transcription activator activity,30/666,285/13063,1.3310576427349926e-4,0.014774739834358418,0.014524874627739744,E2F2/PITX1/TBX5/MYBL2/FOXF1/DLX5/HOXA13/NR2E1/PRRX1/RLF/MYOG/TCF15/SIX1/HOXD13/IRF4/FOXF2/TBX19/VENTX/FLI1/POU4F1/HHEX/MSX1/HEYL/FOXC2/SOX11/TCF4/PAX9/ONECUT3/EBF2/CEBPA,30
MF,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",30/666,285/13063,1.3310576427349926e-4,0.014774739834358418,0.014524874627739744,E2F2/PITX1/TBX5/MYBL2/FOXF1/DLX5/HOXA13/NR2E1/PRRX1/RLF/MYOG/TCF15/SIX1/HOXD13/IRF4/FOXF2/TBX19/VENTX/FLI1/POU4F1/HHEX/MSX1/HEYL/FOXC2/SOX11/TCF4/PAX9/ONECUT3/EBF2/CEBPA,30
MF,GO:0004930,G protein-coupled receptor activity,31/666,304/13063,1.8437086191301473e-4,0.0175415705762954,0.017244913700736116,PROKR2/GPR31/OPN4/ADGRE5/F2RL3/ACKR3/GPR174/EDNRA/CYSLTR2/HTR6/ADGRL4/GALR1/GPR183/P2RY1/GPR37/OR2AT4/C3AR1/OR10W1/CYSLTR1/GPR151/XCR1/GPR150/HTR1F/OR10Q1/OR2A4/CHRM4/OR56B1/P2RY8/GPR141/TAS2R41/NPY6R,31
