id,external_gene_name,Regulation_Grouping_2,Integrated padj (Stage IV-Stage I),Integrated pval (Stage IV-Stage I),Integrated diff (Stage IV-Stage I),mannwhitneyu stat (Stage IV-Stage I),Integrated mean (Stage I),Integrated mean (Stage IV),Protein-LogFC mean (Stage IV-Stage I),RNA-LogFC mean (Stage IV-Stage I),CpG-LogFC mean (Stage IV-Stage I),hgnc_symbol,entrezgene_id,Locus,logFC_rna,padj_rna,CpG_Beta_diff,padj_meth,logFC_protein,padj_protein
ENSG00000169684,CHRNA5,TPDE_TMDS,0.05602337721266891,0.010062196842687023,0.421211451292038,118.0,-0.73299205,-0.31178059999999996,0.0,0.4643246590762596,-0.06707784552979877,CHRNA5,1138.0,cg26678012,1.70043287788449,8.147063308099379e-25,-0.0902053483214192,3.3410228541267704e-35,0.0,1.0
ENSG00000169860,P2RY1,TPDE_TMDS,0.16470482257491376,0.06748429587260264,-0.048831984400749213,156.0,0.056534417000000003,0.0077024316,0.0,0.028591673203427707,0.16045435708026534,P2RY1,5028.0,cg20944305,2.4993153349964197,2.8863657341083787e-224,0.1334425540953676,8.128523204772658e-58,0.0,1.0
ENSG00000170571,EMB,TPDE_TMDS,0.3191588757837449,0.21287210330571574,0.032123565673828125,188.0,1.0002912,1.0324148000000002,-0.10117117769313116,-0.7128805513739493,0.2614601409387173,EMB,133418.0,cg02344943,1.58718949299492,3.08844356821297e-56,0.2001649317413329,3.0335426413553995e-36,0.39291590130300996,1.32378652418838e-37
ENSG00000170627,GTSF1,TPDE_TMDS,0.2487122199294244,0.14494641067916875,0.1033182144165039,176.0,0.92655385,1.0298721,0.16542459604561455,0.5267717155427405,0.0,GTSF1,121355.0,0,1.25766614669192,3.9732515162011204e-14,0.0,1.0,0.322553239688053,2.06443127933987e-08
ENSG00000170775,GPR37,TPDE_TMDS,0.39434925558430173,0.3117166706910524,-0.12512528896331787,202.0,-0.7132596999999999,-0.838385,0.0,-0.3845460425956314,0.07788190013740254,GPR37,2861.0,cg16847696,2.1586968470656602,1.08272096518201e-15,0.1305374986271995,6.03886062669817e-10,0.0,1.0
ENSG00000170891,CYTL1,TPDE_TMDS,0.32836409180688064,0.22576951120491795,-0.06596791744232178,190.0,1.5591956,1.4932277,0.03374081086301689,0.2281763569956571,0.07185265808554904,CYTL1,54360.0,cg08963972,1.74291322596931,3.2544300073894603e-25,0.0920117941414337,2.9039668711374908e-15,-0.134806632635203,0.0291181064143576
ENSG00000170925,TEX13B,TPDE_TMDS,0.07698852863641414,0.01858095452590725,0.3741275668144226,129.0,-0.97283375,-0.5987062,0.0,0.3368667316800597,0.021831680359362823,TEX13B,56156.0,cg21364342,4.66071592933487,8.79021386390407e-42,-0.0572843990338749,1.41884058866777e-22,0.0,1.0
ENSG00000170967,DDI1,TPDE_TMDS,0.009858142303869435,0.00023054589111013641,-0.6766807436943054,64.0,-0.098692596,-0.77537334,0.0,-1.0120500522514462,-0.0146809526387194,DDI1,414301.0,cg05246098,2.1311795323399902,1.1180622850966099e-79,-0.0450864293693056,6.116857926070389e-51,0.0,1.0
ENSG00000171208,NETO2,TPDE_TMDS,0.16470482257491376,0.06748429587260264,-0.02365846186876297,156.0,0.06888473,0.04522627,0.0,-0.3895606133801044,0.014644157017102425,NETO2,81831.0,cg03283929,4.687673579170941,0.0,-0.0376617500997539,1.8220521630561706e-09,0.0,1.0
ENSG00000171310,CHST11,TPDE_TMDS,0.17845089752337806,0.07645510857409461,0.09920811653137207,159.0,1.0075631,1.1067711999999998,-0.10087460751951972,0.20360504330798454,-0.021853832797558842,CHST11,50515.0,cg22154485,2.15492688508055,1.1674073526446499e-111,0.0678653954972391,7.862341889888538e-52,0.30997572021349895,2.7422762161708903e-08
ENSG00000171560,FGA,TPDE_TMDS,0.031109369817740755,0.0030847457443222825,0.25615209341049194,99.0,0.91465765,1.1708097,-0.16772476017732238,1.012269478698995,0.11486899619754495,FGA,2243.0,cg12827188,2.59522834056926,3.30975778488964e-10,-0.0331334902590511,0.0007647544039158,-0.0389076514122231,0.620506030058011
ENSG00000171561,OR2AT4,TPDE_TMDS,0.07698852863641414,0.01858095452590725,0.3188508152961731,129.0,-1.1761723999999998,-0.85732156,0.0,0.7966360726551158,-0.010766591219946664,OR2AT4,341152.0,cg12983089,3.7076315821313304,7.87364046653691e-21,-0.0951769616349639,5.874551782403779e-27,0.0,1.0
ENSG00000171595,DNAI2,TPDE_TMDS,0.08817032671596156,0.02292923370162517,-0.3496429324150085,133.0,-0.66025037,-1.0098933,0.0,-0.1807871889655317,0.008973847916032812,DNAI2,64446.0,cg20502694,1.25548963035521,1.5622897504612602e-14,0.180920674671416,1.2468456064810699e-33,0.0,1.0
ENSG00000171798,KNDC1,TPDE_TMDS,0.11503316914264902,0.03766287109441268,-0.08519715070724487,143.0,1.0187701999999998,0.93357307,0.21016793096571634,0.4830011270644386,0.0,KNDC1,85442.0,0,1.94261183454375,1.8989477023153498e-19,0.0,1.0,0.091765728534849,0.00403606054607
ENSG00000171860,C3AR1,TPDE_TMDS,0.31280828994719323,0.20658807549365613,0.07413222640752792,187.0,-0.061465587,0.01266664,0.0,-0.24667121815613524,-0.049176835211841234,C3AR1,719.0,cg23205183,2.2183858366458398,8.309142132056748e-117,-0.0544487404602344,1.83192636322486e-55,0.0,1.0
ENSG00000171951,SCG2,TPDE_TMDS,0.3191588757837449,0.21287210330571574,0.0546613335609436,188.0,0.8871904,0.94185174,0.11308227709190387,-0.08912321314536764,0.0,SCG2,7857.0,0,3.1100051439876197,9.057792103397938e-63,0.0,1.0,-0.127212897039435,0.0159613989725623
ENSG00000171954,CYP4F22,TPDE_TMDS,0.369195526258746,0.27422006347001343,-0.014277100563049316,197.0,0.9349823,0.9207052,0.0022397020317567115,0.014559858022554634,0.020824393203325825,CYP4F22,126410.0,cg27638815,1.32863388818163,1.14376489772399e-12,0.1352338146328403,4.021657170647309e-26,-0.128777267321032,0.0796183800929377
ENSG00000172137,CALB2,TPDE_TMDS,0.03600973222344831,0.004008567010842234,0.3562992215156555,103.0,-1.2364035,-0.88010424,0.0,0.9467285529912302,-0.0060534296790778494,CALB2,794.0,cg16893574,2.04399774034772,3.33097320540674e-17,-0.0555426309909913,9.409242633669227e-12,0.0,1.0
ENSG00000172236,TPSAB1,TPDE_TMDS,0.3887802147002767,0.30404140270292923,-0.03977137804031372,201.0,0.8751136,0.8353421999999998,-0.4838994211248296,-0.979009509784834,0.010904434278694185,TPSAB1,7177.0,cg04661002,1.7528973259514902,8.419158682606469e-25,-0.0483487155133327,1.53758980862422e-12,0.44207704303008505,7.64159267182043e-08
ENSG00000172548,NIPAL4,TPDE_TMDS,0.05602337721266891,0.010062196842687023,0.4047842621803284,118.0,-1.0663208999999998,-0.66153663,0.0,0.9810007599709121,0.12312590873184713,NIPAL4,348938.0,cg03625676,1.9753580323176203,1.1992282916943e-20,0.1349038920457233,2.0840799336032798e-22,0.0,1.0
ENSG00000172765,TMCC1,TPDE_TMDS,0.4181655426284464,0.35127470278797457,-0.019161701202392575,207.0,0.90617436,0.88701266,0.09211531001372003,0.015109952973423768,0.0,TMCC1,23023.0,0,1.79864925806222,6.582125339372098e-128,0.0,1.0,0.244882277358265,1.16286596254998e-17
ENSG00000172772,OR10W1,TPDE_TMDS,0.12359153597541793,0.04335530962654978,-0.08536624908447266,146.0,-1.080653,-1.1660191999999998,0.0,-0.044437947419017465,-0.03030561519856255,OR10W1,81341.0,cg11053663,1.4540008618378002,1.48695765820488e-09,-0.0709674428937744,9.563729702465699e-20,0.0,1.0
ENSG00000172901,LVRN,TPDE_TMDS,0.40403803729589577,0.3273123856859175,0.1089739203453064,204.0,-0.68903095,-0.5800569999999999,0.0,0.387561741203726,0.12150124593472406,LVRN,206338.0,cg20403557,1.07498374799264,4.04559661240418e-14,0.172506105461605,1.1214278907895699e-27,0.0,1.0
ENSG00000172965,MIR4435-2HG,TPDE_TMDS,0.1949694868722523,0.09338108258053618,-0.1407923698425293,164.0,0.010376846,-0.13041553,0.0,-0.9602079993019684,-0.06651871320109295,MIR4435-2HG,541471.0,cg02116283,1.4695898835001102,7.829905389403852e-47,-0.0864353579231622,7.064597498165201e-30,0.0,1.0
ENSG00000172986,GXYLT2,TPDE_TMDS,0.07470591828997429,0.01761074968107907,-0.09073078632354736,128.0,0.89130825,0.80057746,-0.09474101521253844,1.5348210896875072,0.013198448159051208,GXYLT2,727936.0,cg01285164,2.21016551367277,7.265633227287499e-30,0.0237413658128719,4.562248061491451e-13,0.18276812582759303,9.571958827333629e-05
ENSG00000173110,HSPA6,TPDE_TMDS,0.18828696357763552,0.08630553054540824,-0.06022310256958008,162.0,1.0905881000000002,1.030365,-0.09882973024902564,0.38408414990864737,0.0070685330890027315,HSPA6,3310.0,cg17405122,1.95334632301799,2.2120847334233994e-56,0.0370512135511081,9.57644321049728e-09,0.0733228233199537,0.0029952717775244
ENSG00000173198,CYSLTR1,TPDE_TMDS,0.013333799728810729,0.0005113992412359588,-0.3377918899059296,74.0,-0.05098637599999999,-0.38877827,0.0,-0.8065475698646326,-0.00711877597473702,CYSLTR1,10800.0,cg26848126,1.5236986167393702,4.428210964765629e-63,-0.0848511039165337,5.18185286005274e-11,0.0,1.0
ENSG00000173250,GPR151,TPDE_TMDS,0.4849850328673446,0.469559877472125,-0.014940738677978516,221.0,-0.80930436,-0.8242451,0.0,0.005875958119421293,0.03397179962980891,GPR151,134391.0,cg11613005,1.21664561469936,7.30079303193772e-11,0.0643812592585181,9.98554353790252e-07,0.0,1.0
ENSG00000173261,PLAC8L1,TPDE_TMDS,0.3579925653514751,0.2598711232111737,0.07197117805480957,195.0,-0.6121558000000001,-0.5401845999999999,0.0,0.1590620408038071,0.0021294641988590587,PLAC8L1,153770.0,cg01573859,1.2149610194048899,2.83936984785069e-34,-0.0457350594336029,4.5851250994481903e-38,0.0,1.0
ENSG00000173262,SLC2A14,TPDE_TMDS,0.1912094089726296,0.0897915091714313,0.2468889355659485,163.0,-0.9171652,-0.6702763,0.0,0.4246695228715541,0.17103199377073916,SLC2A14,144195.0,cg19556774,1.86305531790975,7.073494540485909e-15,0.0815438768594984,4.10565312106933e-14,0.0,1.0
ENSG00000173272,MZT2A,TPDE_TMDS,0.1185761222931072,0.039488399940454784,-0.2633112668991089,144.0,1.6614505000000002,1.3981392,0.06585422770919197,0.4866535845651221,-0.03925273028415584,MZT2A,653784.0,cg00455892,1.32674437298688,1.9209661578121795e-52,-0.0803517242568462,3.77007878379647e-39,0.169052399616445,1.01892902535394e-05
ENSG00000173391,OLR1,TPDE_TMDS,0.10177558198450276,0.031037268219782883,0.1779630184173584,139.0,-0.29548502,-0.117522,0.0,0.5979686822220718,-0.06470338171856446,OLR1,4973.0,cg21685770,1.7311606940320803,2.02486224519363e-32,-0.090434184068039,7.75146204032379e-57,0.0,1.0
ENSG00000173482,PTPRM,TPDE_TMDS,0.021186660510836376,0.001347701510511575,-0.2474989891052246,87.0,0.943715,0.696216,-0.04810997668038164,-0.2240889301393415,-0.008216436764985763,PTPRM,5797.0,cg12412030,1.05135718227974,1.0177513344627498e-57,-0.0225492066419253,0.0002152578789149,0.151871120699988,1.71626832064555e-08
ENSG00000173578,XCR1,TPDE_TMDS,0.4181655426284464,0.35127470278797457,-0.07626742124557495,207.0,-0.78565276,-0.8619201999999999,0.0,-0.2312412620922354,-0.005161046945344472,XCR1,2829.0,cg15888522,1.33740167154022,5.7473410135708316e-15,-0.0691328754721879,2.1285476210797702e-35,0.0,1.0
ENSG00000173868,PHOSPHO1,TPDE_TMDS,0.05602337721266891,0.010062196842687023,-0.30563685297966003,118.0,-0.08357224,-0.3892091,0.0,-0.35349534707793984,0.01800091939897594,PHOSPHO1,162466.0,cg03096401,1.59492916286354,8.198020444730508e-109,0.1026834961271122,9.619414870871551e-31,0.0,1.0
ENSG00000174145,NWD2,TPDE_TMDS,0.2487122199294244,0.14494641067916875,-0.10793650150299072,176.0,-0.67584574,-0.78378224,0.0,-0.018754170372934587,0.037222836338714316,NWD2,57495.0,cg06805348,1.60364292949182,6.605417475422131e-25,0.1368831138013185,2.3214052301342895e-23,0.0,1.0
ENSG00000174226,SNX31,TPDE_TMDS,0.1185761222931072,0.039488399940454784,0.07346189022064209,144.0,-1.1304266,-1.0569648,0.0,0.15701480987693375,0.14338451297720978,SNX31,169166.0,cg26440289,1.30218450004019,6.69655276316462e-08,0.1366046152218141,1.45038391890333e-32,0.0,1.0
ENSG00000174371,EXO1,TPDE_TMDS,0.06663804579060041,0.01415045499950074,0.3018423318862915,124.0,-0.59192044,-0.2900781,0.0,0.8384256926169309,-0.0044825626909412155,EXO1,9156.0,cg03116938,2.56279156458741,1.3685096078713297e-88,-0.0985160843215343,4.0348474637359105e-44,0.0,1.0
ENSG00000174453,VWC2L,TPDE_TMDS,0.03389526648294213,0.0035195272026254227,-0.6084980964660645,101.0,-0.12430718,-0.73280525,0.0,-1.1444711905382183,0.007624727506942829,VWC2L,402117.0,cg02701625,2.4287508329416903,1.0771987992095898e-55,0.0371270642707815,9.70972549662468e-05,0.0,1.0
ENSG00000174460,ZCCHC12,TPDE_TMDS,0.3985045049952797,0.3194746125172635,0.03654712438583374,203.0,-0.97847325,-0.9419261,0.0,-0.01025177160239861,-0.07952599043921582,ZCCHC12,170261.0,cg10776372,1.1077575555547101,3.02788892155951e-07,-0.0701162382513633,4.28887423564332e-08,0.0,1.0
ENSG00000174501,ANKRD36C,TPDE_TMDS,0.1912094089726296,0.0897915091714313,0.0008598938584327698,163.0,0.05126453,0.052124422000000004,0.0,0.1164774823161201,-0.004883007531079207,ANKRD36C,400986.0,cg04732357,1.14585393350026,1.3499390139622497e-137,0.0209263514182404,2.5251219789067404e-06,0.0,1.0
ENSG00000174697,LEP,TPDE_TMDS,0.0727972311753965,0.016684117528505283,-0.26201921701431274,127.0,0.9565070999999999,0.69448787,0.7698600132975152,1.0358424754775557,0.07396809353060632,LEP,3952.0,cg12782180,1.26367273358404,0.000120301288762,0.2869742620188542,5.572907993295329e-57,-0.21944242507959,0.0181056340530214
ENSG00000175121,WFDC5,TPDE_TMDS,0.0428659039162749,0.005172779799064043,0.2581396102905273,107.0,-1.3440411,-1.0859014999999999,0.0,0.6308899715660111,0.07784474411424694,WFDC5,149708.0,cg26342637,1.7347275744585002,2.7820714521062e-05,-0.0961548390711068,2.48810840813024e-35,0.0,1.0
ENSG00000175538,KCNE3,TPDE_TMDS,0.3790027518470819,0.2889497125868772,-0.16923993825912476,199.0,-0.17672491,-0.34596485,0.0,-0.2294498822304101,0.056889342050953084,KCNE3,10008.0,cg18838431,1.743056650801,1.2254259521141198e-71,0.1636470132042672,3.5655001876165404e-44,0.0,1.0
ENSG00000175785,PRIMA1,TPDE_TMDS,0.4609176074637781,0.42642424114282185,0.0546911358833313,216.0,-0.5818678,-0.5271766999999999,0.0,0.5355149716025907,0.05304608013779025,PRIMA1,145270.0,cg23889730,4.108329064876529,6.810979536822261e-60,0.0332983945546218,0.0001698606959944,0.0,1.0
ENSG00000176171,BNIP3,TPDE_TMDS,0.2752832409559605,0.17124729208205214,-0.10647374391555786,181.0,1.0372277,0.9307540000000001,0.07216067147570435,0.17943492043510512,0.11011068551101688,BNIP3,664.0,cg21762589,1.52602123245821,4.972661279205199e-55,-0.0866193713737364,3.4413918809836794e-11,0.24984382536338298,2.3474981985388397e-07
ENSG00000176204,LRRTM4,TPDE_TMDS,0.18828696357763552,0.08630553054540824,0.0016942024230957033,162.0,-1.0929964,-1.0913022,0.0,-9.074227555805335e-05,-0.05359226632219573,LRRTM4,80059.0,cg04092699,1.47525454010014,1.1395013306182e-06,-0.0884895326766659,3.4311126272846396e-57,0.0,1.0
ENSG00000176678,FOXL1,TPDE_TMDS,0.18828696357763552,0.08630553054540824,0.19688159227371216,162.0,-0.74940914,-0.55252755,0.0,0.7586286262228858,0.07780333695375469,FOXL1,2300.0,cg06995715,1.6957656567432702,6.4507890187079295e-27,0.1746815843125426,4.4663386826752687e-44,0.0,1.0
ENSG00000176692,FOXC2,TPDE_TMDS,0.444018598768256,0.3925141027464938,-0.04195570945739746,212.0,1.62076,1.5788043,0.16383702315525872,0.16518809288562966,0.14191843563495438,FOXC2,2303.0,cg02187214,1.2617206626183401,4.02447601733524e-17,0.1576421267485813,2.9275925682605994e-52,-0.148989712249077,0.0205523093421566
ENSG00000176826,FKBP9P1,TPDE_TMDS,0.045073347216528066,0.005860800059024698,0.5179355144500732,109.0,-1.1523007,-0.6343652,0.0,1.9860151886089432,0.001635314098805296,FKBP9P1,360132.0,cg27270684,2.5107004827790096,3.64703371819555e-26,-0.0629344609725043,2.30061099561221e-12,0.0,1.0
ENSG00000176887,SOX11,TPDE_TMDS,0.2317784412242927,0.12597125757840416,-0.22230350971221924,172.0,-0.34765774,-0.56996125,0.0,-0.4376759949750477,0.1290143032925006,SOX11,6664.0,cg23668184,5.816893996675019,7.505411064241218e-131,0.1943116076746758,4.415132673510729e-39,0.0,1.0
ENSG00000176956,LY6H,TPDE_TMDS,0.0796518703131217,0.01959629737357437,-0.34889155626297,130.0,-0.63589,-0.98478156,0.0,-0.6383559003727304,0.19031519112749087,LY6H,4062.0,cg00831710,4.19813013095435,3.1895527229261496e-54,0.1955013707830763,1.3153092041795697e-43,0.0,1.0
ENSG00000177138,FAM9B,TPDE_TMDS,0.4181655426284464,0.35127470278797457,0.1965581178665161,207.0,-1.2574319,-1.0608737,0.0,0.4745024247505207,0.005954655645412353,FAM9B,171483.0,cg02860323,1.49110741351908,2.4678265065137597e-08,-0.0827187115427268,7.893132043305789e-61,0.0,1.0
ENSG00000177181,RIMKLA,TPDE_TMDS,0.1525110234216941,0.059349472164101726,0.08864438533782959,153.0,1.5079017,1.596546,0.040937146776406814,-0.5833137719465114,0.0005752751866882759,RIMKLA,284716.0,cg21774736,2.37891940839989,1.7467556643501895e-102,-0.0755437282801323,3.892606994516619e-126,0.246303364497184,9.52378610257707e-05
ENSG00000177272,KCNA3,TPDE_TMDS,0.21711997667112135,0.11292676055111645,-0.16355547308921814,169.0,-0.24978867,-0.41334414,0.0,-0.5417241915052233,0.3087199607127101,KCNA3,3738.0,cg20302133,1.55697057627289,2.29294278133701e-33,0.1965787872676709,7.01093024942222e-36,0.0,1.0
ENSG00000177294,FBXO39,TPDE_TMDS,0.13093141911446424,0.047522348565399566,0.18449783325195312,148.0,-0.9042304,-0.7197326000000001,0.0,0.3276950303331735,0.2225730636329856,FBXO39,162517.0,cg02374745,2.2662453572000802,9.06900668621214e-35,0.2071800248397728,8.126620461313929e-45,0.0,1.0
ENSG00000177350,RPL13AP3,TPDE_TMDS,0.04939597993903508,0.00794771613612164,0.3252716958522797,114.0,-0.6575483,-0.3322766,0.0,0.19517576370956907,0.018063818142823342,RPL13AP3,645683.0,cg13195690,1.1765364796089999,1.1780598000324399e-20,-0.0653791671322363,5.245872146652289e-70,0.0,1.0
ENSG00000177453,NIM1K,TPDE_TMDS,0.10177558198450276,0.031037268219782883,0.3449710011482239,139.0,-0.7263392,-0.38136822,0.0,0.6122803657052341,-0.017145778500019727,NIM1K,167359.0,cg10641714,1.5583857118331,1.5218608124591e-23,-0.0339272970009217,2.76205215146654e-16,0.0,1.0
ENSG00000177511,ST8SIA3,TPDE_TMDS,0.022007857405200167,0.0016675738539019774,0.2970767021179199,90.0,-1.2956363000000002,-0.9985596,0.0,0.4147762478822621,0.12388997224305012,ST8SIA3,51046.0,cg22070406,2.59408032350933,1.8836813068273203e-08,0.1650006149886534,2.0979996813236398e-43,0.0,1.0
ENSG00000177675,CD163L1,TPDE_TMDS,0.21711997667112135,0.11292676055111645,0.12538546323776245,169.0,0.8837065000000001,1.009092,-0.20936669075650308,-0.6776687287453409,0.07805686363439504,CD163L1,283316.0,cg10915263,1.74551636215033,1.5243456790490598e-31,0.2552723242824574,1.9710836419970493e-78,0.26936901916489503,6.03608476717871e-07
ENSG00000177879,AP3S1,TPDE_TMDS,0.1949694868722523,0.09338108258053618,0.07875186204910277,164.0,0.95594746,1.0346993,-0.03061760195070032,0.3078971346611379,-0.01298592136556434,AP3S1,1176.0,cg09523691,1.08838552346628,1.7850856620906598e-71,0.1069197645798649,7.799154854118968e-36,0.178724621819246,1.59022553538056e-16
ENSG00000177954,RPS27,TPDE_TMDS,0.04533678915921605,0.006234338640228961,0.2445453405380249,110.0,0.9160074,1.1605527,0.07216201783264474,-0.06904932855873858,0.006824247225874984,RPS27,6232.0,cg27542512,1.15591219835131,9.0004162305381e-61,-0.062186767468458005,2.1016875823613498e-30,0.0852160997243175,0.0003008713331288
ENSG00000177989,ODF3B,TPDE_TMDS,0.18583515856236973,0.08292176860079548,-0.057951986789703376,161.0,0.087973125,0.030021137000000003,0.0,-0.6314385684821942,0.006383407311474895,ODF3B,440836.0,cg11224765,2.51339944237304,5.186830873443388e-233,-0.0600142127024072,5.08599045882895e-11,0.0,1.0
ENSG00000178015,GPR150,TPDE_TMDS,0.1185761222931072,0.039488399940454784,0.2777315378189087,144.0,-1.0503038999999998,-0.7725724,0.0,0.4709728136228278,-0.006569222803937201,GPR150,285601.0,cg04597449,2.15102916166444,2.18057034741023e-22,0.0536953927740068,0.0012441306904489998,0.0,1.0
ENSG00000178202,POGLUT3,TPDE_TMDS,0.29894251456078863,0.19435458149649024,-0.04383528232574463,185.0,0.87336856,0.8295333,-0.2434389147809689,-0.16169049270311098,0.11862713178435952,POGLUT3,143888.0,cg01853079,1.0489121506228398,2.9951371777216494e-72,-0.0982422740413456,4.2127371869699105e-08,0.3749607085322221,2.6557732661825304e-25
ENSG00000178602,OTOS,TPDE_TMDS,0.22365632487288556,0.11716327589225063,-0.13644623756408691,170.0,-1.1843698,-1.320816,0.0,-0.18012846707786448,0.09168720946053087,OTOS,150677.0,cg09222115,1.30881177252141,0.025279862630982003,0.1888042676257396,6.439906090469572e-35,0.0,1.0
ENSG00000178773,CPNE7,TPDE_TMDS,0.40403803729589577,0.3273123856859175,0.1875821352005005,204.0,-1.0109181,-0.8233360000000001,0.0,0.6429875052099605,-0.02863737739653625,CPNE7,27132.0,cg01710450,1.3717640796161101,2.2760631737180904e-09,-0.0783407897023577,1.1031794180713001e-12,0.0,1.0
ENSG00000178860,MSC,TPDE_TMDS,0.15624294089824586,0.0619710074283033,0.02914749085903168,154.0,-0.06364282,-0.03449533,0.0,0.1042285967921064,0.011123071468666826,MSC,9242.0,cg06269753,2.9170743000466204,1.08341540062434e-110,-0.0414201353622896,1.03112145202866e-46,0.0,1.0
ENSG00000178999,AURKB,TPDE_TMDS,0.4640847553579168,0.4349980588106948,-0.020345807075500492,217.0,0.79207206,0.77172625,-0.050739829792251,0.6861696702176531,-0.010151331591065238,AURKB,9212.0,cg11009596,3.1064098492285,7.792352286888797e-96,-0.0970916901921547,5.674010497703566e-82,0.304542421716033,1.93506906890509e-07
ENSG00000179097,HTR1F,TPDE_TMDS,0.369195526258746,0.27422006347001343,-0.10590982437133788,197.0,-0.35563397,-0.4615438,0.0,-0.09035136797365473,0.008403905491397336,HTR1F,3355.0,cg12775613,2.27376754701962,7.888497482806492e-47,-0.0486105685158504,2.8109693251394994e-52,0.0,1.0
ENSG00000179300,RTL3,TPDE_TMDS,0.2441982054704268,0.14003133765516526,0.2098194360733032,175.0,-1.183509,-0.97368956,0.0,0.11672870916501073,0.0019066904919350927,RTL3,203430.0,cg03833774,2.42779719237316,2.5758498083078695e-11,-0.0981242416947145,2.0269600456810305e-14,0.0,1.0
ENSG00000179452,LINC01699,TPDE_TMDS,0.2361282530042284,0.13054424464499434,-0.15716791152954102,173.0,-0.82644045,-0.98360837,0.0,-0.1948947887828986,0.006465198086958453,LINC01699,100287948.0,cg09121994,2.67110281503039,7.920210181412599e-44,-0.0680874584504613,3.667653449510461e-31,0.0,1.0
ENSG00000179593,ALOX15B,TPDE_TMDS,0.16983215132914678,0.07037946027952481,0.2354897856712341,157.0,0.626309,0.86179876,0.06791710509247248,-0.26583248511127744,0.16466495176176366,ALOX15B,247.0,cg22256433,4.24821269686606,7.05157354226578e-67,0.1229447505236041,1.3276747436172202e-19,0.167629930311465,0.008247698145849
ENSG00000179772,FOXS1,TPDE_TMDS,0.13093141911446424,0.047522348565399566,-0.04644203186035156,148.0,1.5794537,1.5330117,-0.05021784486259652,-0.2861852855029409,0.05280116902573684,FOXS1,2307.0,cg19145398,1.24818296276121,5.209461035325839e-19,-0.0976734477717601,2.26562581605006e-09,0.137942064456047,0.0231433565905298
ENSG00000179796,LRRC3B,TPDE_TMDS,0.027390098014096267,0.0023572394923263395,-0.3925501704216003,95.0,-0.78428024,-1.1768303999999998,0.0,-0.26112538067236274,0.1664518122826428,LRRC3B,116135.0,cg18404374,1.77788692721708,3.68088490687247e-12,0.1818109878058663,1.0452477523539798e-28,0.0,1.0
ENSG00000179846,NKPD1,TPDE_TMDS,0.25789214774229485,0.1551212825054215,0.2071123719215393,178.0,-0.72193086,-0.5148185000000001,0.0,0.3296292781006141,0.0849423780170628,NKPD1,284353.0,cg22062555,1.01201065291476,2.5117598516276903e-14,0.1017983814481022,3.310248832398051e-19,0.0,1.0
ENSG00000180440,SERTM1,TPDE_TMDS,0.01690567045090632,0.0008697959539755357,0.4356786608695984,81.0,-1.2765468,-0.8408681999999998,0.0,0.9137396208593404,0.028193547512435305,SERTM1,400120.0,cg09907509,1.01187112465874,0.0013201627629748,0.2572038046989761,1.32958022467903e-43,0.0,1.0
ENSG00000180475,OR10Q1,TPDE_TMDS,0.4109606742580914,0.3352270420515021,-0.020920872688293457,205.0,-1.1372978999999999,-1.1582187,0.0,-0.0010430703147761011,0.00040384750153080174,OR10Q1,219960.0,cg23900936,1.41254369884298,1.72760973349178e-07,-0.0405023468308578,1.7426916667219298e-08,0.0,1.0
ENSG00000180658,OR2A4,TPDE_TMDS,0.16042947239845448,0.06468204172472768,-0.2866933941841125,155.0,-0.09096132,-0.37765473,0.0,-0.6250389380679064,-0.01244842055822372,OR2A4,79541.0,cg17026542,4.87576641291256,3.583942757010298e-188,-0.0476502720549109,2.63882512961911e-17,0.0,1.0
ENSG00000180712,LINC02363,TPDE_TMDS,0.39434925558430173,0.3117166706910524,0.0144767165184021,202.0,-0.9173409,-0.90286416,0.0,0.09498481349950227,-0.037615440552443265,LINC02363,,cg16855355,1.99085353802181,8.63316894959935e-26,-0.021488729108345,0.0236538455443528,0.0,1.0
ENSG00000180720,CHRM4,TPDE_TMDS,0.4849850328673446,0.469559877472125,0.057519078254699714,221.0,-1.1907693000000001,-1.1332502,0.0,0.1247755807935612,-0.017810950374179284,CHRM4,1132.0,cg15668767,1.13290391786645,2.0918400246705002e-06,-0.0525729871912586,1.0010586017471099e-19,0.0,1.0
ENSG00000181023,OR56B1,TPDE_TMDS,0.3060627359928705,0.2004152621094568,-0.11131811141967772,186.0,-0.69146264,-0.80278075,0.0,-0.03652347437081396,-0.001016796428470083,OR56B1,387748.0,cg01899600,1.56623574528499,8.75620004232303e-15,0.0343930243661488,0.000126192684223,0.0,1.0
ENSG00000181218,H2AW,TPDE_TMDS,0.4956472692261204,0.4956472692261204,-0.013090431690216064,224.0,-0.7359713999999999,-0.7490618,0.0,-0.24448923965425395,0.20010501887890325,H2AW,92815.0,cg26107850,1.3914356687087102,9.89282498946398e-14,0.1936851193870131,8.857343057364157e-39,0.0,1.0
ENSG00000181626,ANKRD62,TPDE_TMDS,0.3334425303943466,0.2323804351204754,0.07300615310668945,191.0,-1.1329114,-1.0599053,0.0,0.08754572499120869,-0.09139388852440444,ANKRD62,342850.0,cg06456717,2.5559021285981602,6.696444447170618e-22,-0.0806446088812666,1.55690916489232e-09,0.0,1.0
